リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
bilawalsidhu/gods-eye-view,JavaScript,ブラウザ上でフォトリアルな3D地球儀を表示し、航空機・船舶・人工衛星・火災・監視カメラなどの実データをリアルタイムに重ね合わせて可視化する「スパイ衛星シミュレーター」です。CesiumJSとGoogleのフォトリアリスティック3Dタイルを用いて地形付きの地球をレンダリングし、ADS-BやAISなど公開フィードから取得したデータを補間しながら表示します。,https://github.com/bilawalsidhu/gods-eye-view,1984,"・重量級フレームワークを使わないVanilla JS+Viteのシンプルな構成でハッカブル
・サーモグラフィ(FLIR)や暗視、CRT風など複数のセンサーモード切替が可能
・OpenAI Realtime APIによる音声操作で地球儀をハンズフリー操作できる",公開されているオープンデータだけでここまでリッチな軍事衛星風の可視化ができる点が話題性を呼びやすく、教育・報道・データジャーナリズムのデモ用途に向いています。地理空間データの可視化や自作トラッキングダッシュボードの実装例としても参考価値が高いです。,,
zedeus/nitter,Nim,Nimで書かれた、プライバシーとパフォーマンスを重視したTwitter(X)の代替フロントエンドです。JavaScriptを一切使わずサーバー経由でリクエストを中継するため、追跡やフィンガープリンティングを回避しつつ公式サイトの約15分の1という軽量さで閲覧できます。,https://github.com/zedeus/nitter,71,"・JS非依存かつRedis/Valkeyキャッシュを使った高速・軽量アーキテクチャ
・アカウント不要の閲覧やRSS配信など、脱プラットフォーム依存の機能を提供
・2026年8月、X Corpからの停止要求(cease-and-desist)を受けリポジトリがアーカイブ化された",非公式APIに依存する構造上の脆弱さと、法的圧力によるプロジェクト終了という顛末自体が大きな話題となり、オープンソースのミラー/プロキシ型サービスが抱えるリスクの象徴的事例としてトレンド入りしたと考えられます。セルフホスト型プライバシーツールの限界と教訓を学ぶ資料としての価値が高いです。,AGPL-3.0,
freestylefly/awesome-gpt-image-2,JavaScript,GPT-Image2向けのプロンプトを「コードとして」構造化・再利用可能にする、530以上のリバースエンジニアリング事例と20以上の業務向けテンプレートを収めたプロンプトエンジン兼ライブラリです。物語調のプロンプトを被写体・照明・素材・レイアウトなどのパーツに分解し、機械的に組み合わせられる形に整理しています。,https://github.com/freestylefly/awesome-gpt-image-2,2096,"・Claude Code/Cursor/Codexから呼び出せるnpmパッケージ形式のAgent Skillを提供
・Supabase+Vercel Functionsで構築されたWebギャラリーとStripe/Alipay課金を統合
・538件のケースと20種類の業務テンプレートで単発生成から反復可能な量産ワークフローへ拡張",画像生成を一点物の実験から、ECバナーや広告クリエイティブなどのバッチ生成業務に転用しやすくする点が実用性が高く、AIエージェント連携のプロンプト管理手法としても参考になります。プロンプトエンジニアリングのノウハウをテンプレート化して資産化する好例です。,MIT,
tt-a1i/archify,JavaScript,AIコーディングエージェント向けのスキルとして、システム説明やコードベースからアーキテクチャ図・ワークフロー図・シーケンス図・データフロー図・ライフサイクル図を生成するツールです。型付きJSON中間表現を経て、検証済みのモーション付き自己完結型HTMLとして出力します。,https://github.com/tt-a1i/archify,4239,"・生成→検証→プレビュー→出力の一連パイプラインで、スキーマ検証と品質ゲートを内蔵
・PNG/SVG/WebMや1200×630のシェアカードなど多様なエクスポート形式に対応
・差分比較(Architecture Delta)で変更前後の追加・削除・変更を可視化",「実際に作られた構造だけを使い、存在しないトポロジーを創作しない」という誠実な可視化方針が信頼性の高いドキュメント自動生成として評価されそうです。設計レビューやオンボーディング資料、PR説明用の図表自動生成に活用できます。,MIT,
JetBrains/go-modern-guidelines,Go,AIコーディングエージェントが古い書き方に偏らず、モダンなGoコードを書けるようにするためのガイドライン集をJetBrainsが公開したものです。LLMの学習データの偏り(頻度バイアス)により新しい言語機能が使われにくいという課題に対処します。,https://github.com/JetBrains/go-modern-guidelines,300,"・max()やslices.Contains、cmp.Or()、errors.AsType[T]()などGo 1.26+の新機能を明示的にガイド
・go.modからGoバージョンを自動検出し適切なイディオムを適用
・Junie/Claude Code/Codex/Cursorなど主要エージェントに対応したプラグイン形式で配布",LLMの知識カットオフ問題を補うための「エージェント向け最新言語仕様チートシート」という発想は他言語にも応用可能で、実務でAIにコード生成を任せるチームにとって即戦力になります。JetBrainsという開発ツール大手が公式に出した点も注目度を高めています。,Apache-2.0,
anthropics/claude-plugins-official,Python,Anthropicが公式に管理する、Claude Code向け高品質プラグインのディレクトリ(マーケットプレイス)です。MCPサーバー、スラッシュコマンド、エージェント定義、スキルなど様々な種類のプラグインを内製(internal)と外部(external)に分けてカタログ化しています。,https://github.com/anthropics/claude-plugins-official,292,"・`/plugin install`コマンドで直接インストールできる公式マーケットプレイス
・skill-bundle形式などプラグイン構造が標準化され、審査を経た外部プラグインも掲載
・3万5000超のスターと活発なコミット・PR活動を持つ公式リポジトリ",Claude Codeエコシステムの信頼できる配布チャネルとして、サードパーティ開発者が自作ツールを公式に公開する窓口になる点が大きな意義を持ちます。自分のワークフローに合うプラグインを探したり、自作プラグインを公開する際の標準構成の参考になります。,Apache-2.0,
K-Dense-AI/scientific-agent-skills,Python,AIエージェントを研究アシスタントに変えるための、検証済みスキルを163種類収めたオープンソースコレクションです。生命情報学、ケミインフォマティクス、臨床研究、医療画像、材料科学など幅広い科学分野をカバーし、PubChemやChEMBL、ClinicalTrials.govなど78以上の公開データベースへの統一アクセス手段も提供します。,https://github.com/K-Dense-AI/scientific-agent-skills,498,"・RDKitやScanpy、PyTorch Lightningなど科学系Pythonライブラリ向けに70以上の実践的ワークフローを定義
・Cisco AI Defenseによるセキュリティスキャンと実行可能スキップの必須テストを実施
・Cursor/Claude Code/Codex/Google Antigravityなど複数プラットフォームで動作するオープンなAgent Skills規格に準拠",既に世界中で17万5000人以上の科学者が利用しているとされ、AIを使った研究の再現性・信頼性を高める実用基盤として注目度が高いです。生データやAPIを都度調べる手間を省き、研究者がドメイン知識に集中できる点が大きな価値です。,MIT,
DietrichGebert/ponytail,JavaScript,「最も怠惰なシニアエンジニアのように考える」ことをAIエージェントに促すプラグインで、コードを書く前に既存実装や標準ライブラリ、ワンライナーで済まないかを順に検討させる意思決定ラダーを実装しています。「書かれなかったコードこそ最良のコード」という哲学に基づいています。,https://github.com/DietrichGebert/ponytail,1613,"・`/ponytail-review`や`/ponytail-audit`など過剰実装(オーバーエンジニアリング)を検出する専用コマンド群
・ベンチマークで「コード量54%減・コスト20%減・27%高速化」を謳いつつ安全性は維持
・Claude Code、Codex、Cursor、Windsurfなど20以上のAIプラットフォームに対応",AI生成コードが冗長・過剰になりがちという実務上の悩みに直接応える発想がわかりやすく共感を呼びやすいです。個人開発からチーム開発まで、AIエージェントの出力をスリムに保つガードレールとして導入しやすいツールです。,MIT,
calesthio/OpenMontage,Python,Claude CodeやCursorなどのAIコーディングエージェントを丸ごと動画制作スタジオに変える、オープンソースのエージェント型動画生産システムです。ユーザーが自然言語で構想を伝えるだけで、リサーチ・脚本・素材生成・編集・合成までを12種類の制作パイプラインと100以上のツールで自律的に行います。,https://github.com/calesthio/OpenMontage,1292,"・Remotion(React)、HyperFrames(HTML/GSAP)、FFmpegを使い分ける複数の合成エンジン
・700以上のスキル/制作ナレッジファイルと、承認ゲート付きの可視化ボード(Backlot)による品質統制
・20以上の動画生成、15以上の画像生成、10以上のTTSプロバイダをスコアリングして自動選定",説明・トレーラー・ドキュメンタリー・ポッドキャストなど多様な動画形式を無料素材ベースでゼロコストから始められる点が実用性の高さにつながっています。動画制作の外注コストを下げたい個人クリエイターやマーケティングチームにとって強力な選択肢になり得ます。,AGPL-3.0,
rohitg00/ai-engineering-from-scratch,Python,数学の基礎から本番デプロイまでを網羅する、20フェーズ・511レッスン・約329時間分のオープンソースAIエンジニアリング教材です。Python/TypeScript/Rust/Juliaを用い、各レッスンで概念解説・数式導出・コード実装・実践応用までを一貫して学べます。,https://github.com/rohitg00/ai-engineering-from-scratch,552,"・完了したレッスンごとにプロンプト・スキル・エージェント・MCPサーバーなど再利用可能な成果物が手元に残る設計
・npx経由でAIチューター用スキルを導入でき、対応エージェント上で対話的に学習できる
・MCPやAgent Skillsに特化した学習パスやClaude認定資格対策も用意",「まず自作して仕組みを理解してから、実務で使われるフレームワークに移る」という学習哲学が、AI人材需要の高まりを背景に多くの学習者に響きやすい構成です。独学でAIエンジニアを目指す人にとって、体系立ったロードマップとハンズオン教材を一度に得られる点が魅力です。,MIT,
