リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
openai/codex,Rust,OpenAIが開発したターミナルで動作する軽量コーディングエージェント。ChatGPTアカウントまたはAPIキーで認証し、ローカル環境でコード生成・編集・実行を支援する。VS CodeやCursor、Windsurfなどのエディタ拡張やクラウド版(chatgpt.com/codex)とも連携できる。,https://github.com/openai/codex,2715,"・Rust製CLIとしてMac/Linux/Windowsでネイティブ動作し、npm/Homebrew/バイナリ配布に対応
・ChatGPTサインインとAPIキーの両方の認証方式をサポートし、個人利用から企業利用まで柔軟に対応
・OpenAI公式のエージェント型コーディングツールとして、Claude CodeやCursor Agentと並ぶ主要選択肢として急速に採用が進んでいる",ターミナル作業中心の開発フローに組み込むことで、コードレビューやリファクタリング、バグ修正などのタスクをエージェントに委任できる。CI/CDパイプラインや既存のIDE拡張と組み合わせることで、ローカル・クラウド双方でのエージェント活用が期待できる。他社のCLIエージェント(Claude Code等)と比較検討する際の重要なベンチマークにもなる。,Apache License 2.0,
freestylefly/awesome-gpt-image-2,JavaScript,GPT-Image2向けのプロンプトエンジニアリングをコード資産として体系化したライブラリ。470以上のリバースエンジニアリング事例と20以上の量産向けテンプレートを、UI・広告・写真・イラストなど12カテゴリに整理して提供する。,https://github.com/freestylefly/awesome-gpt-image-2,401,"・プロンプトを「Prompt as Code」として扱い、被写体・光・素材・構図などの要素を分解して再利用可能にする独自のスキーマ設計
・Claude CodeやCursorなどのAIエージェントから利用できるnpmパッケージ形式のスキルとして配布
・Supabase/Vercel/Stripeを用いたWebサイトも併設し、プロンプトの検証・生成をブラウザ上で試せる",画像生成ワークフローを個別のプロンプト職人芸から再現可能なテンプレート運用へ移行させたいチームに向く。既存のAIエージェント開発フローにスキルとして組み込めば、バナーや商品画像などの量産作業を自動化しやすくなる。,MIT License,
mattpocock/skills,Shell,TypeScript教育者として知られるMatt Pocock氏が自身の`.agents`ディレクトリから公開した、AIコーディングエージェント向けスキル集。人間とエージェントの認識齟齬、冗長な出力、コード品質、アーキテクチャ崩壊という4つの課題への対処を目的とする。,https://github.com/mattpocock/skills,2447,"・`/grill-me`や`/tdd`、`/diagnosing-bugs`など、計画立案からテスト駆動開発、デバッグまでを型化したユーザー起動型・モデル起動型のスキルを多数収録
・`CONTEXT.md`によるドメイン用語の共有やレッドグリーンリファクタのループなど、実際のソフトウェア工学の原則をエージェント運用に落とし込んでいる点が評価されている
・Claude CodeやCursorなど複数のエージェントツールでそのまま使えるShellベースのスキルとして提供",自社のエージェント運用ルールを整備する際のたたき台として活用でき、`.agents`ディレクトリの構成例としてもそのまま参考になる。特にTDDや大規模リファクタリングなど、既存の開発ワークフローにエージェントを安全に組み込みたいチームに有用。,MIT License,
basecamp/omarchy,Shell,Basecamp/37signalsの共同創業者DHH(David Heinemeier Hansson)が手がける、美しく洗練されたデザインを重視するオピニオネイテッドなLinuxディストリビューション。開発者向けのツール群やテーマ、デフォルト設定一式をまとめて提供する。,https://github.com/basecamp/omarchy,750,"・Neovimやターミナルユーティリティ、AI統合など開発者体験を重視したデフォルト構成をあらかじめ用意
・複数のビルトインテーマによる見た目のカスタマイズ性と、詳細なマニュアルドキュメントが整備されている
・Ruby on Railsで知られるDHH自身が設計・発信しており、そのブランド力とセンスの良さが注目を集めている",開発環境をゼロから構築する手間を省きたいエンジニアが、すぐに使える「意見のあるデフォルト」として導入できる。dotfilesやNeovim設定のリファレンスとしても参考になり、Arch Linuxの学習用途にも向く。,MIT License,
AprilNEA/OpenLogi,Rust,Logitech Options+のネイティブかつローカルファーストな代替ソフトウェアで、Rustで実装されている。アカウント登録やテレメトリ送信なしに、Logicool製マウス・キーボード・Webカメラのボタン割り当てやDPI、ジェスチャーなどをカスタマイズできる。,https://github.com/AprilNEA/OpenLogi,1009,"・Logi Bolt/Unifyingレシーバー、Bluetooth、有線接続など複数の接続方式に対応し、macOS/Linux/Windowsをクロスプラットフォームでサポート
・アプリケーションごとに自動切り替わるプロファイル機能や、TOML形式のプレーンテキスト設定でGit管理・同期がしやすい設計
・公式ソフトの重さやLinux非対応という不満に応えるプライバシー重視・軽量な設計が評価されている",公式ソフトが重い、あるいはLinuxに対応していないことに不満を持つLogicoolデバイスユーザーの代替選択肢となる。設定をTOMLで管理できるため、dotfilesと同様にGitでバージョン管理し複数マシン間で同期する運用が可能。,Apache License 2.0,
block/buzz,Rust,決済企業Block社が開発する、人間とAIエージェントが同じ「部屋」で共同作業するためのセルフホスト型ワークスペース基盤。Nostrリレーを土台に、メッセージ・コードレビュー・CI結果・Git連携などあらゆるアクティビティを署名付きイベントとして単一のログに統合する。,https://github.com/block/buzz,410,"・Rust製のマルチクレート構成(Axum + PostgreSQL全文検索 + Redis + S3/MinIO)によるスケーラブルなリレー実装
・AIエージェントを「ボット」ではなく固有の鍵と監査証跡を持つ正式なワークスペースメンバーとして扱う設計思想
・Nostrプロトコル(NIPs)準拠でGit署名コミットにも対応し、デスクトップ(Tauri+React)・モバイル(Flutter)・CLIなど幅広いクライアントを提供",複数のAIエージェントと人間が混在する開発チームのコミュニケーション基盤として、監査可能性を保ちながら導入できる。SlackやDiscordの代替というより、Git/CIイベントまで統合したエージェント時代のコラボレーション基盤として既存の開発ワークフローに組み込む使い方が考えられる。,Apache License 2.0,
apache/maka,TypeScript,Apache Software Foundationのインキュベーションプロジェクトとして開発される、ローカルファーストなAIエージェントワークスペース。モデルとのやり取りやツール呼び出し、実行結果、意思決定をすべてSQLiteベースの追記専用ログとしてローカルに保存する。,https://github.com/apache/maka,51,"・サンドボックス化されたツール実行(Bash/Read/Write/Edit/Grep/Glob)と、外部操作には明示的な承認を要求する安全設計
・デスクトップ(Electron+React)、TUI/CLI、評価フレームワークの3つのエントリポイントを持つTypeScriptモノレポ構成
・イベントソーシング型のアーキテクチャによりセッション復旧やブランチ分岐、履歴からの再現性を確保しつつデータを一切外部に出さない点がプライバシー志向の開発者に評価されている",機密性の高いコードやデータを扱うプロジェクトで、クラウド送信を避けたいチームのAIエージェント基盤として活用できる。ASFプロジェクトとしてガバナンスが確立されている点から、長期的に安定した基盤ツールとして既存の開発環境に組み込みやすい。,Apache License 2.0,
Alishahryar1/free-claude-code,Python,Claude Code、Codex、Pi、OpenCodeなど複数のAIコーディングエージェントを、49以上の無料・有料APIプロバイダー経由で無料利用できるようにするルーティングツール。ターミナル、IDE拡張、Discord/Telegram、スマートフォンなど様々な環境からアクセスできる。,https://github.com/Alishahryar1/free-claude-code,1081,"・OpenRouterやGroq、NVIDIA NIM、Ollama等49種のプロバイダーを横断し、障害時に自動フェイルオーバーする仕組み
・ターミナル出力を最大90%削減するトークン最適化(RTKフィルタリング)や、モデル階層ごとの個別ルーティングなど実利用に即した工夫
・複数のCLIコーディングエージェントを横断して無料枠を使い切りたい需要に応えたことで、コストを抑えたい個人開発者から急速に注目を集めた",API費用を抑えたい個人開発者や学生が、複数のコーディングエージェントを試す際の入口として利用できる。既存のClaude Code/Codexワークフローの前段にプロキシとして挟むだけで導入でき、プロバイダー障害時のフォールバック手段としても実用性がある。,MIT License,
tinyhumansai/openhuman,Rust,OpenHumanは、ローカルファーストのメモリ管理とマルチエージェントのオーケストレーションを組み合わせた個人向けAIアシスタントフレームワークです。Gmail、Notion、GitHub、Slackなど既存のデジタルツールと連携しながら、ユーザー専属の「第二の脳」として機能することを目指しています。デスクトップアプリとして設定ファイル不要で動作し、プライバシーモードではローカル推論のみで完結させることも可能です。,https://github.com/tinyhumansai/openhuman,39,"・「Memory Tree + Obsidian Wiki」方式でSQLiteに圧縮済みMarkdown記録をローカル保存し、100以上のOAuth連携と5,000以上のMCPサーバーに対応
・高速な反射エージェントと深い推論コアを使い分ける「split brain」アーキテクチャで、チェックポイント付きグラフとしてエージェントを実行し、リプレイ可能な実行ログとコール単位のコスト可視化を実現
・Signalプロトコルによる暗号化エージェント間通信や、Whisperによる音声対応、17種のメッセージングチャネル統合など、個人用AIとしては珍しく通信・セキュリティ面が作り込まれている",個人の情報管理やタスク自動化を、クラウドに依存せず手元のマシンで完結させたい開発者にとって有力な選択肢になりそうです。既存のパーソナルAIエージェント系プロジェクトと比較すると、ローカル永続メモリとMCP連携の広さが強みで、自分専用のワークフロー自動化基盤として発展させやすい設計だと感じます。,GPL-3.0 License,
affaan-m/ECC,JavaScript,ECCは、Claude Codeをはじめとするコーディングエージェントの作業品質を底上げするためのハーネス最適化システムです。「計画→テスト→実装→レビュー→検証→記憶→改善」というワークフローを、エージェント・スキル・コマンド群として一度インストールするだけで組み込めるようにしています。,https://github.com/affaan-m/ECC,427,"・68種の専門エージェント、286個の再利用可能スキル、94個のコマンドを備え、計画立案からセキュリティレビューまで役割分担された構成になっている
・Claude Code、Codex、Cursor、OpenCode、Kimiなど複数のエージェントハーネスにプラットフォーム別アダプタで対応するマルチハーネス設計
・プロンプトやMCP設定、権限、エージェントファイルを検査する「AgentShield」というセキュリティスキャン機能を内蔵し、フック・メモリ機構によるセッション横断の継続学習を実現",毎回プロンプトでエンジニアリング手順を書き直す代わりに、チーム標準のワークフローをエージェントに定着させたいケースに向いています。Claude Code関連のスキル・エージェント資産を体系的に管理する基盤として、既存のプロジェクト固有CLAUDE.mdやスキル群と組み合わせて使うと効果的だと考えられます。,MIT License,
