リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
alibaba/open-code-review,Go,Alibaba社内で実運用されている高速・高精度なAIコードレビューツール。Gitの差分を解析し、ツール利用可能なLLMエージェントに渡すことで、ファイル全体の読み込みや関連コードの検索を伴う行単位の詳細なレビューコメントを生成する。,https://github.com/alibaba/open-code-review,3286,"決定論的なパイプラインとLLMエージェントを組み合わせたハイブリッドアーキテクチャで、精度を保ちつつトークン消費量を大幅に削減(汎用エージェント比で約1/9)
NPE・スレッドセーフティ・XSS・SQLインジェクションなど多言語対応の組み込みルールセットを持つ
Claude Code、Cursor、Kimi CodeなどのコーディングエージェントやGitHub Actions/GitLab CIとの連携をサポート",既存のCI/CDパイプラインに組み込んで、PRごとの自動コードレビューゲートとして利用できそう。既存の静的解析ツールとLLMレビューを併用する構成の代替・補完として位置づけられ、大規模組織でのレビュー負荷軽減に役立つ可能性がある。,Apache-2.0 License,
cloudflare/security-audit-skill,JavaScript,Cloudflareが公開した、コーディングエージェントをセキュリティ監査官として動作させるためのスキル。多段階のプロセスを通じて、機械可読な形式で独立検証済みの脆弱性レポートを生成する。,https://github.com/cloudflare/security-audit-skill,3607,"偵察・網羅的探索・候補検証・構造化出力・独立検証・報告という6フェーズ構成で監査を進める
発見者とは別のエージェントが所見を検証する「敵対的検証」の仕組みにより誤検知を抑制
チェックリスト準拠ではなく、信頼境界(trust boundary)に着目した実践的な脆弱性確認を重視",Claude CodeなどのコーディングエージェントにスキルとしてプラグインすることでCIパイプラインに組み込んだ定期的なセキュリティ監査に使えそう。既存のレビュー系スキルと組み合わせて、リリース前チェックの自動化に活用できる。,MIT License,
addyosmani/agent-skills,JavaScript,AIコーディングエージェント向けに、ソフトウェア開発ライフサイクル全体をカバーするプロダクショングレードのスキル集。仕様定義・計画・実装・検証・レビュー・出荷の6フェーズに沿った25個のスキルとスラッシュコマンドを提供する。,https://github.com/addyosmani/agent-skills,680,"Googleのエンジニアリング文化に基づくベストプラクティスをエージェントに組み込み、仕様やテストの手抜きを防ぐ設計
/spec, /plan, /build, /test, /review, /shipなど9個のスラッシュコマンドとコードレビュアー・テストエンジニア・セキュリティ監査官などの4つのエージェントペルソナを内蔵
Claude Code、Cursor、Copilotなど70以上のエージェントで利用可能な移植性の高いMarkdown形式",チーム開発でエージェントに一貫した開発プロセスを守らせたい場合の共通ルールセットとして導入できそう。既存のスキル・プラグインエコシステムと組み合わせ、組織のエンジニアリング標準をエージェントに強制する仕組みとして応用できる。,MIT,
Tencent/BrowserSkill,TypeScript,AIエージェントに、ユーザーの作業を妨げずに実際にログイン済みのブラウザを操作させるためのCLIとブラウザ拡張機能。エージェント専用のウィンドウで動作するため、普段使っているブラウザには影響を与えない。,https://github.com/Tencent/BrowserSkill,1302,"既存のログインセッションを再利用できるため、認証情報の再入力なしにブラウザ操作を自動化できる
CAPTCHAやログインなど人手が必要な場面ではヒューマン・イン・ザ・ループで介入可能
macOS/Linux/WindowsのChromeおよびMicrosoft Edgeに対応し、シェルを実行できる任意のエージェントから利用可能",Claude CodeやCursorなどのエージェントにブラウザ操作能力を持たせ、Webフォーム入力や情報収集などの定型作業を自動化するのに使えそう。実ブラウザのセッションを使う点が特徴で、社内システムなど認証が絡むタスクの自動化に向く。,MIT License,
alphaXiv/OpenResearch,Rust,Claude CodeやCodex、Cursorなどのコーディングエージェントを研究エージェントへと変えるローカルファーストのワークスペース。文献レビューから仮説立案、実験実行、成果物生成までの研究ワークフローを自律的に進められる。,https://github.com/alphaXiv/OpenResearch,939,"独立したgit worktreeによる並列探索で、複数の研究方向を同時に試行できる
実験をgitネイティブなツリー構造で追跡し、ログ・差分・ファイル・結果を元の作業に紐付けて再現性を確保
ローカル/SSH/Slurm/Kubernetes/マネージドコンピュートなど柔軟なデプロイに対応し、データはデフォルトでユーザーのマシンに残る",研究者が実験管理やログ収集を手作業で行う代わりに、AIエージェントに実験計画・実行・記録を任せる用途に使えそう。MLOpsツールと組み合わせ、研究の再現性とトレーサビリティを高める基盤としても応用できる。,MIT License,
anthropics/claude-code,TypeScript,ターミナルで動作するAnthropicのエージェント型コーディングツール。コードベースを理解した上で、日常的なタスクの実行、複雑なコードの説明、gitワークフローの処理などを自然言語で行える。,https://github.com/anthropics/claude-code,538,"ターミナル・IDE・GitHub上でのメンション(@claude)など複数の場所から利用できるマルチインターフェース設計
macOS/Linux/Windowsに対応し、curlスクリプトやHomebrew、WinGetなど多様なインストール手段を提供
Anthropic製で、Claudeモデルの能力を活かしたエージェント的なコーディング支援を実現",既存の開発フローにターミナルベースのAIペアプログラマーとして組み込み、コードレビューやリファクタリング、テスト作成などの自動化に使える。本リポジトリで収集している他のスキル・プラグイン系リポジトリの実行基盤としても中心的な役割を持つ。,,
NationalSecurityAgency/ghidra,Java,米国NSAの研究部門が開発・保守するソフトウェアリバースエンジニアリング(SRE)フレームワーク。逆アセンブル、逆コンパイル、グラフ表示、スクリプティングなどの機能を備え、Windows/macOS/Linux上のコンパイル済みコードを解析できる。,https://github.com/NationalSecurityAgency/ghidra,912,"複数のプロセッサ命令セットや実行ファイル形式に対応し、対話的・自動化どちらのモードでも利用可能
JavaやPythonによるカスタム拡張機能の開発をサポートし、独自の解析ツールを追加できる
政府機関発の大規模かつ長期的にメンテナンスされているオープンソースSREツールとして高い信頼性を持つ",マルウェア解析やバイナリのセキュリティ監査、脆弱性調査など、リバースエンジニアリングが必要な業務に直接活用できる。自動セキュリティ監査系ツールと組み合わせ、AIエージェントによるバイナリ解析ワークフローの構築にも応用できそう。,Apache License 2.0,
anthropics/knowledge-work-plugins,Python,Claude CoworkおよびClaude Code向けに、特定の職種やチーム、企業向けにClaudeを専門化させるプラグイン集。スキル・コネクタ・スラッシュコマンド・サブエージェントをまとめ、営業やカスタマーサポート、法務、財務など11分野の業務に対応する。,https://github.com/anthropics/knowledge-work-plugins,287,"Slack、HubSpot、Jira、Snowflake、BigQueryなど各職種でよく使われるSaaSツールとのコネクタを多数内蔵
プロダクトマネジメント、マーケティング、法務、財務、データ分析、バイオリサーチなど幅広い職能をカバーする11種類のプラグインを提供
plugin.json・.mcp.json・commands/・skills/という統一された構造で、組織独自のワークフローに合わせたプラグインのカスタマイズや新規作成も可能",企業がClaude Cowork導入時に、自社の業務プロセスやツールに合わせてこれらのプラグインをカスタマイズし、社内向けAIアシスタントとして展開するのに使えそう。汎用エンジニアリングスキル集と対をなす「業務職能向けスキル集」の代表例と言える。,Apache License 2.0,
Tencent/WeKnora,Go,WeKnoraは、大規模言語モデルを基盤としたオープンソースのエンタープライズ向けナレッジ管理プラットフォームである。生ドキュメントをRAGによる質問応答、ReActベースの自律推論エージェント、自己更新型Wikiという3つの機能に変換する。,https://github.com/Tencent/WeKnora,1125,"RAGによる質問応答だけでなく、MCPツールやスキルサンドボックス、Web検索を組み合わせたReActエージェントによる多段階タスク遂行を統合
ドキュメントから自動的に構造化されたMarkdown Wikiを生成し、改訂履歴管理や手動編集にも対応する自己保守型Wiki機能
Docker/Kubernetes/プライベートクラウドでの柔軟なデプロイに対応し、データ主権を保った運用が可能",社内ナレッジベースや技術文書の検索・要約基盤として、既存のRAGツールの代替や発展形として利用できそうである。自動生成Wikiの仕組みはドキュメント整備コストの削減に直結するため、ナレッジ管理系プロダクトを開発しているチームにとって参考になる設計と言える。,MIT License,
abue-ammar/tinycast,Swift,Tinycastは、macOS向けの軽量なネイティブランチャーアプリケーションであり、ワンホットキーでアプリ起動、ホットキー管理、クリップボード履歴などの機能にアクセスできる。SwiftUIとAppKitのみで構築され、サードパーティ依存やテレメトリを一切持たないことが特徴。,https://github.com/abue-ammar/tinycast,739,"サードパーティライブラリへの依存ゼロ、メモリ使用量100MB未満という軽量設計
ファジー検索によるアプリ起動、Spotlight連携のファイル検索、34種類のRectangle風ウィンドウ管理アクションなど多機能
Raycast拡張機能をネイティブSwiftUIとして描画できる互換性を持つ",AlfredやRaycastの代替として、プライバシー重視・軽量志向のmacOSユーザー向けランチャーとして活用できそうである。ネイティブ実装かつ依存ゼロという点は、同種のクロスプラットフォームElectron製ランチャーとの差別化ポイントとして注目に値する。,AGPL-3.0,
cilium/cilium,Go,Ciliumは、eBPF技術を基盤としたKubernetes向けのネットワーキング・セキュリティ・可観測性プラットフォームである。オーバーレイ/ネイティブルーティングによるL3ネットワーク、kube-proxyを置き換える分散ロードバランシング、L3〜L7レベルのIDベースのネットワークポリシー、Hubbleによるフロー可視化などの機能を提供する。,https://github.com/cilium/cilium,111,"Linuxカーネルにバイトコードを動的挿入するeBPFを用い、従来のiptables/kube-proxyより高効率なネットワーキングとロードバランシングを実現
L7(DNS/HTTPなど)まで踏み込んだIDベースのセキュリティポリシーとService Mesh機能(相互認証・暗号化・Gateway API対応)
Hubbleによるリアルタイムなサービスマップ・フロー可視化でネットワーク観測性を強化",Kubernetesクラスタのネットワーク・セキュリティ基盤として、CalicoやFlannelなど既存CNIプラグインの代替として採用が進んでいるプロジェクトである。eBPFベースの高性能な可観測性(Hubble)は、サービスメッシュ導入を検討するチームにとっても参考になる。,Apache License 2.0,
jamiepine/voicebox,TypeScript,Voiceboxは、音声クローニングとテキスト読み上げ、音声認識を統合したローカルファーストのオープンソースAI音声スタジオである。音声サンプルからのボイスクローン、7種類のTTSエンジンによる23言語での音声生成、グローバルホットキーによるディクテーション、MCP経由でのAIエージェントとの音声連携などが可能。,https://github.com/jamiepine/voicebox,667,"Qwen3-TTS、Chatterbox、Kokoroなど複数のTTSエンジンをサポートし、ゼロショットのボイスクローンに対応
全処理をローカルで実行するプライバシー重視設計で、REST APIやMCPサーバーを通じてAIエージェントとの音声入出力連携が可能
macOS/Windows/Linux向けネイティブアプリと、複数話者によるストーリー編集機能を備える",ElevenLabsなどクラウド型音声合成サービスのローカル代替として、プライバシーを重視する開発者やクリエイターに有用と考えられる。MCP対応によりAIエージェントに音声出力を持たせる用途にも応用でき、音声UIを組み込みたいプロダクトの参考実装になり得る。,MIT License,
affaan-m/ECC,JavaScript,ECCは、AIコーディングエージェントの性能を最適化するためのハーネスシステムであり、「計画→テスト→実装→レビュー→検証→記憶→改善」という開発プロセスを構造化する。68種類の専門サブエージェント、292のスキル/ワークフロー、94のスラッシュコマンドを備え、Claude Code、Codex、Cursorなど複数のコーディングプラットフォームで動作する。,https://github.com/affaan-m/ECC,1171,"テスト駆動開発やAgentShieldによるセキュリティスキャン、セッションをまたぐ永続的メモリなど、エージェント開発の品質・安全性を高める仕組みを網羅
複数のAIコーディングツール(Claude Code/Codex/Cursor/OpenCode等)を横断して利用できる汎用ハーネス設計
大量のスキルとサブエージェントをあらかじめ体系化しており、エージェント運用のベストプラクティス集として機能する",自社でAIコーディングエージェントを運用・構築しているチームが、品質管理やレビュープロセスを標準化する目的で導入できそうである。既存のエージェントフレームワークに対する「運用ノウハウのパッケージ」として位置づけられ、開発ガバナンス強化に役立つ可能性がある。,MIT License,
roboflow/supervision,Python,SupervisionはRoboflowが開発するコンピュータービジョン向けの再利用可能なツールキットであり、物体検出・分類・セグメンテーションなどのモデル出力を扱うための共通インターフェースを提供する。Ultralytics、Transformers、MMDetectionなど多様なモデルフレームワークと連携できる。,https://github.com/roboflow/supervision,329,"検出結果のアノテーション描画、トラッキング、データセット変換(YOLO/COCO/Pascal VOC)など、CVパイプライン構築に必要な機能を幅広くカバー
特定のモデルフレームワークに依存しないモデル非依存設計で、様々なCVモデルの出力を統一的に扱える
pipでシンプルに導入可能で、Python 3.10以上に対応した実務向けライブラリ",物体検出・追跡システムを構築する際の共通基盤として、モデル出力の後処理やデータセット管理を効率化する用途に直接活用できる。既にCVコミュニティで広く使われているため、社内の画像解析パイプラインへの組み込みも比較的容易と考えられる。,MIT License,
JustVugg/colibri,C,Colibriは、744B〜2.8TパラメータクラスのフロンティアMoE(混合エキスパート)モデルを一般消費者向けハードウェア上で実行可能にする推論エンジンである。ストレージ・RAM・VRAMを統一されたメモリ階層として扱い、エキスパート重みをディスクからオンデマンドでストリーミングする。純粋なC言語で書かれ外部依存はゼロ。,https://github.com/JustVugg/colibri,873,"レイヤーごとのLRUキャッシュ、学習型ホットストアピニング、プリフェッチ、CPU/GPU異種実行など、ディスクストリーミングを高速化する独自最適化技術を多数実装
GLM-5.2、Kimi K3、DeepSeek V4 Flashなど9種のモデルファミリーに対応し、依存ゼロ・純C実装という極めて軽量な設計
リアルタイムのエキスパート活性化状況やパフォーマンスを可視化するダッシュボードを搭載",VRAM容量の制約から大規模MoEモデルを扱えなかった個人開発者やホビイストが、手持ちのハードウェアでフロンティア級モデルを試す手段として活用できそうである。llama.cppなど既存の軽量推論エンジンと並ぶ、ディスクストリーミングに特化したアプローチとして注目される。,Apache License 2.0,
TencentCloud/Octop,Python,Octopは、個人・家族・チーム向けに設計されたセルフホスト型のオープンソースAIアシスタントプラットフォームである。単一プロセスで複数インターフェース(Web、CLI、Feishu/DingTalk/QQ/Discord/WeCom等のIMチャネル)を提供し、マルチユーザー・マルチエージェントに対応する。,https://github.com/TencentCloud/Octop,367,"全データを ~/.octop/ 配下にローカル保存するプライバシー重視設計と、JWT認証によるマルチユーザー分離
RAGベースのナレッジ検索、セッションをまたぐ永続メモリ、自然言語によるcronジョブ自動化など高度な機能を統合
プラグインシステムやMCPゲートウェイ、IDE連携用のACP(Agent Client Protocol)対応など高い拡張性を持つ",個人や小規模チームが自前でAIアシスタントを運用したい場合の基盤として、クラウド型アシスタントサービスの代替になり得る。IMチャネル連携やcron自動化の充実度から、日常業務の自動化ツールとしての実用性も高いと考えられる。,MIT License,
ever-co/ever-gauzy,TypeScript,Ever GauzyはERP・CRM・HRM・ATS・PMを統合したオープンソースのビジネス管理プラットフォームである。企業やチームが顧客管理、人事管理、採用管理、プロジェクト管理、勤怠・請求管理などを一つのシステムで行えるよう設計されている。TypeScript/NestJS/Angularベースで構築され、マルチテナント・マルチ組織に対応する。,https://github.com/ever-co/ever-gauzy,470,"タイムトラッキングや給与計算、請求書発行など企業運営に必要な機能を単一プラットフォームに統合
NestJS(バックエンド)+Angular(フロントエンド)+Electron(デスクトップ)によるフルスタックTypeScript構成
オープンソースかつセルフホスト可能で、SaaS版(gauzy.co)としても提供される二面性がトレンド入りの一因",中小企業やスタートアップが複数のSaaSツールを個別契約する代わりに、Ever Gauzyを自社導入することでコスト削減とデータの一元管理が可能になる。オープンソースERP/CRM分野ではOdooなどと比較検討される存在であり、TypeScriptエコシステムに慣れたチームには技術的な親和性が高い。,AGPL-3.0,
cline/cline,TypeScript,Clineは自律的にコーディングタスクを実行するAIエージェントで、VS Code/JetBrainsの拡張機能、CLIツール、SDKとして利用できる。ファイル編集やターミナルコマンド実行を人間の承認を得ながら計画・実行し、複数のAIモデルやMCPサーバーと連携できる。,https://github.com/cline/cline,380,"IDE拡張・CLI・SDK・デスクトップアプリなど複数の利用形態を提供するマルチフォームファクター設計
MCP(Model Context Protocol)対応により外部ツールやプラグインとの統合が容易
マルチエージェントのチーム編成やスケジュール自動化、メッセージングプラットフォーム連携など高度な自律性を持つ",開発者がCopilotやCursor、Claude Codeなど他の自律コーディングエージェントと比較検討する際の主要な選択肢の一つとなる。SDKとして提供されるため、自社製品に組み込んで独自のコーディングアシスタントを構築する用途にも向く。,Apache License 2.0,
coder/coder,Go,Coderは開発者やAIエージェント向けに安全なクラウド開発環境を提供するセルフホスト型プラットフォームである。Terraformで環境定義を行い、Wireguardによる安全なトンネル接続、アイドル時の自動リソース停止、AIモデルの一元管理などを備える。,https://github.com/coder/coder,145,"Terraformベースでインフラをコード化し、任意のクラウド/オンプレ環境にワークスペースをプロビジョニング
開発者だけでなくAIコーディングエージェントの実行環境としても設計されており、認証情報をワークスペースに保存しない集中管理モデルを採用
Go言語による実装で、VS Code/JetBrains双方のIDE統合をサポート",GitHub CodespacesやGitpodの自社ホスト版代替として、セキュリティ要件の厳しい企業のリモート開発基盤に採用され得る。AIエージェントの実行サンドボックスとしての需要が高まる中、エージェント向け環境管理のニーズを取り込んでいる点がトレンド入りの背景と考えられる。,AGPL-3.0,
n8n-io/n8n,TypeScript,n8nはビジュアルなワークフロー構築とカスタムコードを組み合わせられるフェアコードのワークフロー自動化プラットフォームである。400以上の外部サービスと連携でき、AIエージェントやマルチステップの自動化ワークフローをノーコード/ローコードで構築できる。,https://github.com/n8n-io/n8n,281,"ビジュアルキャンバスとコード記述を併用できるハイブリッドな自動化基盤で、AIエージェント機能をネイティブに搭載
セルフホストとクラウド両方に対応し、MCPサーバー/クライアントとしての利用にも対応
1500以上の統合と豊富なコミュニティノードを持ち、Zapier/Make等の代替として広く採用されている",社内の定型業務自動化やAIエージェントを組み込んだワークフロー構築のハブとして活用でき、ZapierやMakeよりも自由度の高いカスタムロジックが必要な現場に向く。セルフホストにより機密データを外部に出さずに自動化を行いたい企業のニーズにも合致する。,,
