リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
alibaba/open-code-review,Go,Alibabaグループ社内で使われてきたAI駆動のコードレビューCLIツール。Gitの差分を読み取り、設定可能なLLMエージェントに変更ファイルを送信して、行単位で精密なレビューコメントを生成する。決定論的なルールとAIエージェントの判断を組み合わせたハイブリッドアーキテクチャが特徴。,https://github.com/alibaba/open-code-review,3231,"ファイル選択や指摘位置にはハード制約、判断にはAIを用いるハイブリッド設計で高精度を実現
200件のPR・50リポジトリのベンチマークで、汎用エージェント比約1/9のトークン消費量ながら高精度を達成
Claude Code、Codex、Cursorなど既存のコーディングエージェントと連携するデリゲーションモードを搭載",社内のコードレビュー自動化パイプラインに組み込むことで、レビュー工数とコストの両方を削減できそう。既存のCI/CDやコーディングエージェントと組み合わせれば、PRごとの自動レビューを低コストで実現できる可能性がある。,Apache License 2.0,
cloudflare/security-audit-skill,JavaScript,Cloudflareが公開する、コーディングエージェント向けのセキュリティ監査スキル。偵察、網羅的な脆弱性探索、候補の検証、構造化された出力、独立した再検証、報告という6段階のプロセスでセキュリティ監査を自動化する。,https://github.com/cloudflare/security-audit-skill,927,"分離されたエージェント(ハンター)が脆弱性を探索し、別のエージェントが敵対的に検証する多段階アーキテクチャ
確定(confirmed)・要検証(needs-validation)・却下(rejected)のような機械可読レポートを出力
コーディングエージェントのスキルとして組み込み可能で、Claude Codeなどのエージェント運用に直結",Claude Codeなどのエージェント環境にスキルとして追加し、リリース前の自動セキュリティレビューに活用できそう。独立検証フェーズがあるため、AIによる誤検知(false positive)を減らした信頼性の高い監査フローを構築できる可能性がある。,MIT License,
JustVugg/colibri,C,純粋なC言語で書かれ外部依存ゼロの推論エンジンで、744Bから2.8TパラメータクラスのMoE(混合エキスパート)モデルを、専用アクセラレータなしの一般的なハードウェアで動作させることを目指す。ストレージ・RAM・VRAMを統一的なメモリ階層として扱う。,https://github.com/JustVugg/colibri,1546,"ディスクからエキスパートパラメータをオンデマンドでストリーミングし、大規模モデルをコンシューマー向けハードウェアで動作させる仕組み
ルーティングパターンを学習するJIT的キャッシュでエキスパート配置を最適化しつつ、量子化やルーター挙動を勝手に変えないという精度保証
GLM、DeepSeek V4、Kimi K3、Qwenなど9つのモデルファミリーをそれぞれ独立したCファイルとして実装",GPUやVRAMが限られた環境で巨大MoEモデルを試したい研究者・個人開発者に有用そう。既存のPythonベース推論スタックに対する軽量・低依存な代替として、エッジや個人PCでのLLM実験に使えそうという印象。,Apache License 2.0,
abue-ammar/tinycast,Swift,SwiftUIとAppKitで実装された、サードパーティ依存なしの軽量なネイティブmacOSアプリ。ランチャー、グローバルホットキー、クリップボード履歴管理などを1つのホットキーでまとめて提供する。,https://github.com/abue-ammar/tinycast,1179,"メモリ使用量100MB未満という軽量さを謳う、ネイティブSwiftUI/AppKit実装
ファジー検索によるアプリ起動、ファイル検索、画像対応クリップボード履歴、単位変換付き電卓、Rectangle風ウィンドウ管理など多機能
Apple Shortcuts連携やRaycast拡張機能サポート、AIチャット機能も搭載",Alfred/RaycastやRectangleなど複数のユーティリティを1つの軽量ネイティブアプリに置き換えたいmacOSユーザー向けの選択肢になりそう。日常的な作業効率化ツールとして個人利用に適していそうという所感。,AGPL-3.0,
jamiepine/voicebox,TypeScript,ElevenLabsやWhisperFlowのようなクラウドサービスに代わる、ローカルファーストのオープンソースAI音声スタジオ。音声クローン、音声合成、ディクテーション(音声入力)、AIエージェントへの音声統合を1つのアプリで提供する。,https://github.com/jamiepine/voicebox,417,"Qwen3-TTS、LuxTTS、Kokoroなど7種類のTTSエンジンを切り替え可能で、Whisperによる文字起こし・ディクテーションにも対応
MLX、CUDA、ROCm、DirectML、Intel Arcなど複数のGPUバックエンドに対応し、macOS/Windows/Linuxで動作
すべての処理がローカル完結でプライバシーを確保しつつ、MCP対応のAIエージェントに声を持たせる連携機能も持つ",商用音声クローンサービスのコスト・プライバシー面の代替として、個人開発者やコンテンツ制作者に刺さりそう。MCP連携により、既存のAIエージェントワークフローに音声出力・音声入力を組み込む用途にも使えそうという印象。,MIT License,
Lakr233/vphone-cli,Swift,Apple Silicon Mac上でApple純正のVirtualization.frameworkを使い、仮想iPhoneを起動するためのコマンドラインツール。ファームウェアのダウンロードからブートチェーンのパッチ、DFUリストア、カスタムファームウェア導入、VMのライフサイクル管理までを自動化する。,https://github.com/Lakr233/vphone-cli,547,"最小限のパッチから完全なジェイルブレイク構成まで、複数のファームウェアバリアントに対応
DFUリストアやブートチェーンパッチなど、通常は手作業が多い工程をCLIで自動化
SSHやVNC経由でのリモートアクセスに対応し、仮想iOS環境の運用を容易にする",iOSアプリのテストやセキュリティリサーチのために、実機を使わず仮想環境でiOSを動かしたい開発者・リサーチャーに便利そう。CIパイプラインに組み込んで、仮想iPhone上での自動テストを行う用途にも応用できそうという所感。,MIT License,
anthropics/knowledge-work-plugins,Python,Claude CoworkおよびClaude Code向けに、営業・カスタマーサポート・プロダクトマネジメント・マーケティング・法務・財務・データ分析など職種別のワークフローに特化した11種類のプラグイン集をまとめたオープンソースリポジトリ。,https://github.com/anthropics/knowledge-work-plugins,110,"スキル、コネクタ、スラッシュコマンド、サブエージェントを職種ごとにパッケージ化しており、Slack、Notion、HubSpot、Jira、Figma、Snowflake/BigQuery/Databricksなど外部ツールと連携
ナレッジワーカー向けにClaudeを特定職種の専門アシスタントへとカスタマイズする設計思想
プラグイン管理用プラグインも含み、自社独自のプラグインを作成・カスタマイズできる",営業やカスタマーサポートなど特定部門でClaudeを即戦力の業務アシスタントとして導入したい企業に有用そう。既存のSaaSツール群と連携させることで、Claude Codeを社内ナレッジワーク全般のハブとして拡張できる可能性がある。,Apache License 2.0,
ever-co/ever-gauzy,TypeScript,ERP、CRM、HRM、ATS、プロジェクト管理を統合したオープンソースのビジネス管理プラットフォーム。ダッシュボード分析、従業員の勤怠・活動管理、案件管理、営業パイプライン、会計・請求、在庫管理、マルチ組織対応などを1つのプラットフォームで提供する。,https://github.com/ever-co/ever-gauzy,778,"ERP/CRM/HRM/ATS/PMという複数の業務領域を単一プラットフォームに統合している点がユニーク
従業員のタイムトラッキングや活動・生産性トラッキングまで組み込んだオールインワン設計
マルチ組織対応や多数の外部サービス連携により、中小企業からスタートアップまで幅広く適用可能",個別にSaaSを契約せずに業務管理基盤をまとめて自社運用したい企業やスタートアップにとって、コスト削減とデータ主権確保の両面で魅力的な選択肢になりそう。既存のSaaS型ERP/CRMのセルフホスト代替として比較検討されそうという所感。,AGPL-3.0,
ankitects/anki,Rust,Ankiは間隔反復(スペースド・リピティション)アルゴリズムを用いたフラッシュカード学習アプリで、効率的な暗記・復習を支援する。Rust製のコアライブラリ(rslib)とPython/TypeScript/Qtによるデスクトップアプリで構成され、デッキ管理や同期機能を提供する。長年にわたり開発が続く成熟した学習支援ツールである。,https://github.com/ankitects/anki,58,"Rust製コアライブラリへの移行により高速化と保守性向上を実現
Python/TypeScript/Qtを組み合わせたマルチレイヤー構成
31k超のスター数を持つ、活発なコミュニティと豊富なアドオンエコシステム",語学学習や資格試験対策など反復学習が必要な場面での活用が期待できる。オープンソースの間隔反復エンジンとして、他の学習アプリやSRSアルゴリズムの実装参考にもなる。Rustによる高速化の設計は他の言語学習ツール開発者にも参考になりそうだ。,GNU Affero General Public License v3.0,
NationalSecurityAgency/ghidra,Java,GhidraはNSAが開発したソフトウェアリバースエンジニアリング(SRE)フレームワークで、逆アセンブル・逆コンパイル・グラフ表示・スクリプティングなどの機能をワンストップで提供する。マルウェア解析やセキュリティ研究、脆弱性調査など幅広い分野で利用される。,https://github.com/NationalSecurityAgency/ghidra,1059,"Windows/macOS/Linuxに対応し、多様なCPUアーキテクチャの解析が可能
Java/Pythonによるスクリプト拡張やEclipse/VS Code連携など開発者向け機能が充実
国家機関発のOSSとして高い信頼性と大規模なユーザーコミュニティを持つ",マルウェア解析チームやセキュリティ研究者のバイナリ解析基盤として活用できる。IDA Proなど商用ツールの代替としても位置づけられ、教育・研究用途にも適している。プラグイン開発を通じて自社解析ワークフローに組み込むことも可能。,Apache License 2.0,
