rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,block/buzz,https://github.com/block/buzz,A hive mind communication platform,Rust,30113,3827,24429,monthly,,2026-08-24T01:03:57+00:00,Apache License 2.0,
2,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,Team-level memory hub for AI agents with reusable memory assets,TypeScript,24025,2215,14878,monthly,,2026-08-24T01:03:57+00:00,MIT License,
3,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer,Python,23486,1502,14450,monthly,,2026-08-24T01:03:57+00:00,MIT License,
4,zhaoxuya520/reverse-skill,https://github.com/zhaoxuya520/reverse-skill,Reverse engineering and penetration testing skill router for AI coding clients,PowerShell,27887,3796,19063,monthly,,2026-08-24T01:03:57+00:00,MIT License(サブモジュールのCTF-Sandbox-OrchestratorはGPLv3),
5,basecamp/omarchy,https://github.com/basecamp/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,29141,2961,4850,monthly,,2026-08-24T01:03:57+00:00,MIT License,
6,microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",Jupyter Notebook,66541,12861,13993,monthly,,2026-08-24T01:03:57+00:00,MIT License,
7,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,Free AI gateway with 350+ providers and 1200+ models across platforms,TypeScript,53868,7368,27573,monthly,,2026-08-24T01:03:57+00:00,MIT License,
8,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,Convert technical book PDFs into Claude Code skills for reference,Python,24666,2580,15086,monthly,,2026-08-24T01:03:57+00:00,MIT License,
9,pingdotgg/t3code,https://github.com/pingdotgg/t3code,,TypeScript,20186,4768,5876,monthly,,2026-08-24T01:03:57+00:00,MIT License,
10,citrolabs/ego-lite,https://github.com/citrolabs/ego-lite,Fast browser for AI agents to run automation with logged-in browser state,JavaScript,12976,676,11598,monthly,,2026-08-24T01:03:57+00:00,MIT License,
11,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,Open source repository for book on AI agent design principles and engineering,Python,41197,4550,23452,monthly,,2026-08-24T01:03:57+00:00,Apache License 2.0,
12,cactus-compute/needle,https://github.com/cactus-compute/needle,"14MB foundation model for tiny devices; phones, wearables, smart home",Python,8752,564,5464,monthly,,2026-08-24T01:03:57+00:00,Apache License 2.0,
13,volcengine/OpenViking,https://github.com/volcengine/OpenViking,Self-evolving context database for AI agents unifying memory and knowledge,Python,32490,2483,5332,monthly,,2026-08-24T01:03:57+00:00,GNU Affero General Public License v3.0,
14,mattpocock/skills,https://github.com/mattpocock/skills,Skills for Real Engineers. Straight from my .agents directory,Shell,233862,19945,50629,monthly,,2026-08-24T01:03:57+00:00,MIT License,
15,1jehuang/jcode,https://github.com/1jehuang/jcode,The most RAM efficient harness,Rust,18354,2067,7570,monthly,,2026-08-24T01:03:57+00:00,MIT License,
16,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit with unified LLM API, agent loop, and coding CLI",TypeScript,95921,11864,20046,monthly,,2026-08-24T01:03:57+00:00,MIT License,
17,megadose/holehe,https://github.com/megadose/holehe,Check email usage across sites and retrieve password recovery information,Python,14075,1822,2328,monthly,,2026-08-24T01:03:57+00:00,GNU General Public License v3.0,
18,modular/modular,https://github.com/modular/modular,The Modular Platform (includes MAX & Mojo),Mojo,28976,3076,2426,monthly,,2026-08-24T01:03:57+00:00,Apache License 2.0 with LLVM Exceptions,
19,lyogavin/airllm,https://github.com/lyogavin/airllm,AirLLM 70B inference with single 4GB GPU,Jupyter Notebook,32289,3416,8428,monthly,,2026-08-24T01:03:57+00:00,Apache License 2.0,
