rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence, data-flow, and lifecycle diagrams",JavaScript,66201,4422,52260,monthly,,2026-09-18T07:46:40+00:00,MIT License,
2,omacom/omarchy,https://github.com/omacom/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,41782,4761,16196,monthly,,2026-09-18T07:46:40+00:00,MIT License,
3,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code,Python,4205,308,3896,monthly,,2026-09-18T07:46:40+00:00,Apache License 2.0,
4,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,8061,732,5130,monthly,,2026-09-18T07:46:40+00:00,MIT License,
5,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"Native, local-first alternative to Logitech Options+",Rust,21475,697,12913,monthly,,2026-09-18T07:46:40+00:00,"Apache-2.0, MIT licenses found",
6,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,Open Multi-Agent Interactive Classroom,TypeScript,37688,5922,16970,monthly,,2026-09-18T07:46:40+00:00,MIT License,
7,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code library with 530+ cases and templates,JavaScript,32574,3148,21929,monthly,,2026-09-18T07:46:40+00:00,MIT License,
8,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,Skill to stop coding agents from burying answers,Python,47645,2774,26237,monthly,,2026-09-18T07:46:40+00:00,MIT License,
9,vorssaint/vorssaint-utils,https://github.com/vorssaint/vorssaint-utils,Free and open-source macOS menu bar toolkit,Swift,19707,717,14192,monthly,,2026-09-18T07:46:40+00:00,GPL-3.0 License,
10,debpalash/VoiceStudio,https://github.com/debpalash/VoiceStudio,Open-source ElevenLabs alternative for voice work,Python,32605,3869,22507,monthly,,2026-09-18T07:46:40+00:00,AGPL-3.0,
11,cathrynlavery/diagram-design,https://github.com/cathrynlavery/diagram-design,38 editorial diagram types for Claude Code and tools,HTML,40918,2617,20738,monthly,,2026-09-18T07:46:40+00:00,MIT License,
12,Lakr233/vphone-cli,https://github.com/Lakr233/vphone-cli,,Swift,13831,1633,5998,monthly,,2026-09-18T07:46:40+00:00,MIT License,
13,apache/maka,https://github.com/apache/maka,Apache Maka high-performance agent workspace,TypeScript,5557,514,4224,monthly,,2026-09-18T07:46:40+00:00,Apache License 2.0,
14,chaitanyagiri/munder-difflin,https://github.com/chaitanyagiri/munder-difflin,Multi-agent harness for Claude Code subscriptions,TypeScript,7570,988,6168,monthly,,2026-09-18T07:46:40+00:00,MIT License,
15,google-research/timesfm,https://github.com/google-research/timesfm,Time Series Foundation Model for forecasting,Python,33055,3182,5145,monthly,,2026-09-18T07:46:40+00:00,Apache License 2.0,
16,jingyaogong/minimind,https://github.com/jingyaogong/minimind,Train 64M-parameter LLM from scratch in 2 hours,Python,61530,8011,6867,monthly,,2026-09-18T07:46:40+00:00,Apache License 2.0,
17,modular/modular,https://github.com/modular/modular,The Modular Platform (includes MAX & Mojo),Mojo,29811,3177,3082,monthly,,2026-09-18T07:46:40+00:00,Apache License v2.0 with LLVM Exceptions,
18,tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,"7.4B tokens/month, 34 free LLM providers",TypeScript,27010,3691,8304,monthly,,2026-09-18T07:46:40+00:00,MIT License,
19,tech-leads-club/agent-skills,https://github.com/tech-leads-club/agent-skills,Secure skill registry for professional AI agents,TypeScript,6359,532,1398,monthly,,2026-09-18T07:46:40+00:00,MIT License,
20,abue-ammar/tinycast,https://github.com/abue-ammar/tinycast,Tiny native macOS launcher and clipboard history,Swift,6263,289,4365,monthly,,2026-09-18T07:46:40+00:00,AGPL-3.0,
21,securo-finance/securo,https://github.com/securo-finance/securo,Open-source personal finance manager,Python,3563,446,1902,monthly,,2026-09-18T07:46:40+00:00,GNU Affero General Public License v3.0,
22,melgarafael/DeskcommCRM,https://github.com/melgarafael/DeskcommCRM,Open-source AI sales OS with native agents,TypeScript,3112,765,2586,monthly,,2026-09-18T07:46:40+00:00,MIT License,
