rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer. ADHD-friendly output.,Python,21652,1374,20926,monthly,,2026-08-18T08:01:35+00:00,MIT License,
2,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,Open-source book repository on AI Agent design principles and engineering practices with PDF and code,Python,38739,4271,37085,monthly,,2026-08-18T08:01:35+00:00,Apache License 2.0,
3,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Free MIT AI gateway: one endpoint, 340 providers (90+ free), 1200+ models",TypeScript,50053,6810,31675,monthly,,2026-08-18T08:01:35+00:00,MIT License,
4,koala73/worldmonitor,https://github.com/koala73/worldmonitor,Real-time global intelligence dashboard with AI-powered news aggregation and geopolitical monitoring,TypeScript,82774,12356,21062,monthly,,2026-08-18T08:01:35+00:00,AGPL-3.0,
5,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,Team-level memory hub for AI Agents providing reusable memory assets across agents and frameworks,TypeScript,22765,2077,13625,monthly,,2026-08-18T08:01:35+00:00,MIT License,
6,1jehuang/jcode,https://github.com/1jehuang/jcode,The most RAM efficient harness,Rust,17886,2004,9578,monthly,,2026-08-18T08:01:35+00:00,MIT License,
7,zhaoxuya520/reverse-skill,https://github.com/zhaoxuya520/reverse-skill,AI-powered reverse engineering and security research skill router supporting multiple coding AI clients,PowerShell,26113,3534,17807,monthly,,2026-08-18T08:01:35+00:00,MIT License,
8,pingdotgg/t3code,https://github.com/pingdotgg/t3code,,TypeScript,19181,4456,5096,monthly,,2026-08-18T08:01:35+00:00,MIT License,
9,microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",Jupyter Notebook,65270,12669,12969,monthly,,2026-08-18T08:01:35+00:00,MIT License,
10,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,92702,11479,20481,monthly,,2026-08-18T08:01:35+00:00,MIT License,
11,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,Convert technical book PDFs into Claude Code skills for study and reference,Python,22637,2395,13818,monthly,,2026-08-18T08:01:35+00:00,MIT License,
12,mattpocock/skills,https://github.com/mattpocock/skills,Skills for Real Engineers. Straight from my .agents directory.,Shell,220747,19019,45839,monthly,,2026-08-18T08:01:35+00:00,MIT License,
13,stablyai/orca,https://github.com/stablyai/orca,Orca is the ADE for working with a fleet of parallel agents,TypeScript,47699,3303,26504,monthly,,2026-08-18T08:01:35+00:00,MIT License,
14,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,12442,1426,8017,monthly,,2026-08-18T08:01:35+00:00,MIT License,
15,HKUDS/DeepTutor,https://github.com/HKUDS/DeepTutor,DeepTutor: Lifelong Personalized Tutoring,Python,36204,4557,9118,monthly,,2026-08-18T08:01:35+00:00,Apache License 2.0,
16,agegr/pi-web,https://github.com/agegr/pi-web,Web UI for the pi coding agent,TypeScript,4664,641,3349,monthly,,2026-08-18T08:01:35+00:00,MIT License,
17,tirth8205/code-review-graph,https://github.com/tirth8205/code-review-graph,Local-first code intelligence graph for MCP and CLI reducing context in code reviews,Python,30486,2782,10960,monthly,,2026-08-18T08:01:35+00:00,MIT License,
18,lyogavin/airllm,https://github.com/lyogavin/airllm,AirLLM 70B inference with single 4GB GPU,Jupyter Notebook,31514,3348,8585,monthly,,2026-08-18T08:01:35+00:00,Apache License 2.0,
19,Nutlope/hallmark,https://github.com/Nutlope/hallmark,"Anti-AI-slop design skill for Claude Code, Cursor, and Codex.",CSS,25629,1308,14015,monthly,,2026-08-18T08:01:35+00:00,MIT License,
20,megadose/holehe,https://github.com/megadose/holehe,"holehe allows you to check if the mail is used on different sites, with password reminder",Python,13494,1777,1717,monthly,,2026-08-18T08:01:35+00:00,GNU General Public License v3.0,
21,different-ai/openwork,https://github.com/different-ai/openwork,The open-source alternative to Claude Cowork (powered by opencode),TypeScript,22587,2234,5799,monthly,,2026-08-18T08:01:35+00:00,,
22,opengeos/GeoLibre,https://github.com/opengeos/GeoLibre,"A lightweight, cloud-native GIS platform for visualizing, exploring, and analyzing geospatial data",TypeScript,6358,636,4545,monthly,,2026-08-18T08:01:35+00:00,MIT License,
