rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,omacom/omarchy,https://github.com/omacom/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,36979,3856,12675,monthly,,2026-09-02T06:29:16+00:00,MIT License,
2,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,6566,542,4020,monthly,,2026-09-02T06:29:16+00:00,MIT License,
3,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code,Python,3202,250,2866,monthly,,2026-09-02T06:29:16+00:00,Apache License 2.0,
4,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture diagrams with HTML export",JavaScript,42508,2716,33153,monthly,,2026-09-02T06:29:16+00:00,MIT License,
5,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"A native, local-first alternative to Logitech Options+, written in Rust",Rust,18445,550,10446,monthly,,2026-09-02T06:29:16+00:00,Apache License 2.0 / MIT License,
6,volcengine/OpenViking,https://github.com/volcengine/OpenViking,Self-evolving Context Database for AI Agents,Python,35021,2680,7321,monthly,,2026-09-02T06:29:16+00:00,AGPLv3(コア)/Apache License 2.0(CLI・サンプル),
7,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,Team-level memory hub for AI Agents with governance and sharing,TypeScript,25620,2397,15686,monthly,,2026-09-02T06:29:16+00:00,MIT License,
8,huangruiteng/loopx,https://github.com/huangruiteng/loopx,"Long-horizon agent control plane for durable, governed work",Python,5407,481,5248,monthly,,2026-09-02T06:29:16+00:00,Apache License 2.0(v0.4.8以降)/MIT(v0.4.7まで),
9,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Industrial-grade prompt engine with 530+ cases and 20+ templates,JavaScript,27100,2633,18278,monthly,,2026-09-02T06:29:16+00:00,MIT License,
10,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer,Python,26470,1664,11429,monthly,,2026-09-02T06:29:16+00:00,MIT License,
11,firecrawl/pdf-inspector,https://github.com/firecrawl/pdf-inspector,Fast library for PDF inspection and text extraction,Rust,18107,1232,15440,monthly,,2026-09-02T06:29:16+00:00,MIT License,
12,apache/maka,https://github.com/apache/maka,Apache Maka (Incubating) is a local-first AI agent workspace,TypeScript,4476,416,3448,monthly,,2026-09-02T06:29:16+00:00,Apache License 2.0,
13,cactus-compute/needle,https://github.com/cactus-compute/needle,14MB foundation model for tiny devices,Python,10013,651,6669,monthly,,2026-09-02T06:29:16+00:00,Apache License 2.0,
14,zhaoxuya520/reverse-skill,https://github.com/zhaoxuya520/reverse-skill,Reverse Engineering and security skill router pack for AI coding clients,PowerShell,33870,4589,22512,monthly,,2026-09-02T06:29:16+00:00,MIT License,
15,donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,Learn how to design large-scale systems. Prep for the system design interview,Python,367581,58181,7979,monthly,,2026-09-02T06:29:16+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0),
16,unclebob/swarm-forge,https://github.com/unclebob/swarm-forge,A simple tool for coordinating several AI agents,Clojure,3549,349,2062,monthly,,2026-09-02T06:29:16+00:00,,
17,modular/modular,https://github.com/modular/modular,The Modular Platform (includes MAX & Mojo),Mojo,29441,3132,2891,monthly,,2026-09-02T06:29:16+00:00,Apache License 2.0 with LLVM Exceptions,
18,pingdotgg/t3code,https://github.com/pingdotgg/t3code,,TypeScript,21397,5171,5323,monthly,,2026-09-02T06:29:16+00:00,MIT License,
19,google/skills,https://github.com/google/skills,Agent Skills for Google products and technologies,Python,19176,1548,3797,monthly,,2026-09-02T06:29:16+00:00,Apache License 2.0,
20,youssofal/MTPLX,https://github.com/youssofal/MTPLX,3x faster speeds on MLX with native MTP Speculative Decoding,Python,1910,143,766,monthly,,2026-09-02T06:29:16+00:00,Apache License 2.0,
21,3b1b/manim,https://github.com/3b1b/manim,Animation engine for explanatory math videos,Python,92679,7625,3476,monthly,,2026-09-02T06:29:16+00:00,MIT License,
22,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom — Get an immersive, multi-agent learning experience",TypeScript,29853,5007,8755,monthly,,2026-09-02T06:29:16+00:00,MIT License,
