rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,omacom/omarchy,https://github.com/omacom/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,36378,3771,12040,monthly,,2026-09-01T06:20:09+00:00,MIT License,
2,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,"Prompt engineering resource with 530+ cases, 20+ templates, and industrial-grade examples",JavaScript,26568,2591,17692,monthly,,2026-09-01T06:20:09+00:00,MIT License,
3,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,"Team-level memory hub for AI agents unifying conversation, documentation, and code assets",TypeScript,25471,2376,15760,monthly,,2026-09-01T06:20:09+00:00,MIT License,
4,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code,Python,3076,245,2749,monthly,,2026-09-01T06:20:09+00:00,Apache License 2.0,
5,firecrawl/pdf-inspector,https://github.com/firecrawl/pdf-inspector,Fast library for PDF inspection and text extraction with scanned document detection,Rust,17508,1208,15596,monthly,,2026-09-01T06:20:09+00:00,MIT License,
6,tt-a1i/archify,https://github.com/tt-a1i/archify,Agent skill for generating verifiable architecture and workflow diagrams as self-contained HTML,JavaScript,39773,2528,29539,monthly,,2026-09-01T06:20:09+00:00,MIT,
7,cactus-compute/needle,https://github.com/cactus-compute/needle,14MB foundation model optimized for tiny devices including phones and wearables,Python,9911,641,6577,monthly,,2026-09-01T06:20:09+00:00,Apache License 2.0,
8,volcengine/OpenViking,https://github.com/volcengine/OpenViking,"Self-evolving context database for AI agents unifying memory, knowledge, and skills",Python,34784,2659,7099,monthly,,2026-09-01T06:20:09+00:00,GNU Affero General Public License v3.0,
9,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"Native, local-first alternative to Logitech Options+ for button remapping and DPI control",Rust,18223,539,10223,monthly,,2026-09-01T06:20:09+00:00,"Apache License 2.0, MIT License",
10,zhaoxuya520/reverse-skill,https://github.com/zhaoxuya520/reverse-skill,Reverse engineering and security research routing pack with AI-powered toolchain bootstrapping,PowerShell,33394,4526,22876,monthly,,2026-09-01T06:20:09+00:00,MIT License,
11,apache/maka,https://github.com/apache/maka,Local-first AI agent workspace recording messages and tool calls as append-only logs,TypeScript,4363,406,3378,monthly,,2026-09-01T06:20:09+00:00,Apache License 2.0,
12,modular/modular,https://github.com/modular/modular,The Modular Platform including MAX and Mojo programming language,Mojo,29417,3129,2868,monthly,,2026-09-01T06:20:09+00:00,Apache License 2.0 with LLVM Exceptions,
13,megadose/holehe,https://github.com/megadose/holehe,Tool to check email usage across sites and retrieve forgotten password information,Python,14555,1857,2687,monthly,,2026-09-01T06:20:09+00:00,GNU General Public License v3.0,
14,pingdotgg/t3code,https://github.com/pingdotgg/t3code,,TypeScript,21256,5124,5309,monthly,,2026-09-01T06:20:09+00:00,MIT License,
15,public-apis/public-apis,https://github.com/public-apis/public-apis,A collective list of free APIs,Python,473913,52328,20955,monthly,,2026-09-01T06:20:09+00:00,MIT License,
16,unclebob/swarm-forge,https://github.com/unclebob/swarm-forge,Simple tool for coordinating multiple AI agents,Clojure,3478,341,1999,monthly,,2026-09-01T06:20:09+00:00,,
17,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Long-term memory solution for agent coding CLIs facilitating vendor handoff,Rust,5375,369,4001,monthly,,2026-09-01T06:20:09+00:00,MIT License,
18,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,Transform technical book PDFs into Claude Code skills for study and reference,Python,27662,2856,13529,monthly,,2026-09-01T06:20:09+00:00,MIT License,
19,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,Skill preventing coding agents from burying answers with ADHD-friendly output formatting,Python,26162,1642,11574,monthly,,2026-09-01T06:20:09+00:00,MIT License,
20,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit offering unified LLM API, agent loop, and coding agent CLI",TypeScript,100136,12439,18958,monthly,,2026-09-01T06:20:09+00:00,MIT License,
21,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,AI gateway supporting 352 providers and 1200+ models with auto-fallback and token compression,TypeScript,59430,8251,23809,monthly,,2026-09-01T06:20:09+00:00,MIT License,
22,CodebuffAI/freebuff,https://github.com/CodebuffAI/freebuff,The free coding agent,TypeScript,11403,1226,3300,monthly,,2026-09-01T06:20:09+00:00,Apache License 2.0,
