rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,omacom/omarchy,https://github.com/omacom/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,35660,3679,11259,monthly,,2026-08-31T05:33:45+00:00,MIT License,
2,firecrawl/pdf-inspector,https://github.com/firecrawl/pdf-inspector,"Fast Rust library for PDF inspection, classification, and text extraction",Rust,17055,1184,15341,monthly,,2026-08-31T05:33:45+00:00,MIT License,
3,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code with GPT-Image2 industrial-grade prompt engine and template library,JavaScript,25871,2542,16908,monthly,,2026-08-31T05:33:45+00:00,MIT License,
4,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,Team-level memory hub for AI Agents with reusable memory assets,TypeScript,25308,2359,15913,monthly,,2026-08-31T05:33:45+00:00,MIT License,
5,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code,Python,2931,237,2543,monthly,,2026-08-31T05:33:45+00:00,Apache License 2.0,
6,zhaoxuya520/reverse-skill,https://github.com/zhaoxuya520/reverse-skill,AI-powered skill routing for reverse engineering and penetration testing,PowerShell,32253,4344,21984,monthly,,2026-08-31T05:33:45+00:00,MIT License(一部コンポーネントはGPLv3など個別ライセンス),
7,cactus-compute/needle,https://github.com/cactus-compute/needle,14MB foundation model for tiny devices including phones and wearables,Python,9802,630,6450,monthly,,2026-08-31T05:33:45+00:00,Apache License 2.0,
8,volcengine/OpenViking,https://github.com/volcengine/OpenViking,Self-evolving Context Database for AI Agents with unified memory and RAG,Python,34537,2636,6903,monthly,,2026-08-31T05:33:45+00:00,AGPL-3.0(一部コンポーネントはApache-2.0),
9,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,Native local-first alternative to Logitech Options+ with button remapping,Rust,17951,524,9946,monthly,,2026-08-31T05:33:45+00:00,Apache License 2.0 / MIT License (デュアルライセンス),
10,apache/maka,https://github.com/apache/maka,Local-first AI agent workspace recording model messages and tool calls,TypeScript,4235,390,3257,monthly,,2026-08-31T05:33:45+00:00,Apache License 2.0,
11,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for architecture, workflow, and data-flow diagrams with HTML export",JavaScript,35609,2283,25275,monthly,,2026-08-31T05:33:45+00:00,MIT License,
12,modular/modular,https://github.com/modular/modular,The Modular Platform (includes MAX & Mojo),Mojo,29386,3126,2825,monthly,,2026-08-31T05:33:45+00:00,Apache License 2.0 with LLVM Exceptions,
13,pingdotgg/t3code,https://github.com/pingdotgg/t3code,,TypeScript,21107,5073,5445,monthly,,2026-08-31T05:33:45+00:00,MIT License,
14,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,Skill to prevent coding agents from burying answers with ADHD-friendly output,Python,25828,1623,11902,monthly,,2026-08-31T05:33:45+00:00,MIT License,
15,megadose/holehe,https://github.com/megadose/holehe,Check if email addresses are used on different websites and retrieve account info,Python,14475,1849,2652,monthly,,2026-08-31T05:33:45+00:00,GNU General Public License v3.0,
16,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,Convert technical book PDFs into Claude Code skills for study and reference,Python,27379,2837,13879,monthly,,2026-08-31T05:33:45+00:00,MIT License,
17,public-apis/public-apis,https://github.com/public-apis/public-apis,Collective list of free APIs,Python,473399,52252,20630,monthly,,2026-08-31T05:33:45+00:00,MIT License,
18,unclebob/swarm-forge,https://github.com/unclebob/swarm-forge,Simple tool for coordinating several AI agents,Clojure,3394,332,1897,monthly,,2026-08-31T05:33:45+00:00,,
19,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Long-term memory solution for agent coding CLIs and vendor handoff,Rust,5261,361,3902,monthly,,2026-08-31T05:33:45+00:00,MIT License,
20,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,Free MIT AI gateway with 350+ providers and 1200+ models support,TypeScript,58782,8155,24211,monthly,,2026-08-31T05:33:45+00:00,MIT License,
21,lyogavin/airllm,https://github.com/lyogavin/airllm,70B model inference with single 4GB GPU,Jupyter Notebook,33231,3488,8974,monthly,,2026-08-31T05:33:45+00:00,Apache License 2.0,
22,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit with unified LLM API, agent loop, TUI, and coding agent CLI",TypeScript,99574,12356,18925,monthly,,2026-08-31T05:33:45+00:00,MIT License,
