rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,omacom/omarchy,https://github.com/omacom/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,40987,4600,16489,monthly,,2026-09-14T13:25:15+00:00,MIT License,
2,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture diagrams—self-contained HTML with motion and export.",JavaScript,61700,4068,48808,monthly,,2026-09-14T13:25:15+00:00,MIT License,
3,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code. Read-only mirror.,Python,3986,294,3635,monthly,,2026-09-14T13:25:15+00:00,Apache License 2.0,
4,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"Native, local-first alternative to Logitech Options+, written in Rust—remap buttons, DPI, SmartShift.",Rust,21026,675,12557,monthly,,2026-09-14T13:25:15+00:00,Apache License 2.0 / MIT License,
5,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,7688,677,4967,monthly,,2026-09-14T13:25:15+00:00,MIT License,
6,volcengine/OpenViking,https://github.com/volcengine/OpenViking,"Self-evolving Context Database for AI Agents. Unify Agent Memory, Knowledge RAG and Skills.",Python,37157,2856,8745,monthly,,2026-09-14T13:25:15+00:00,AGPL-3.0,
7,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,"Prompt as Code—530+ cases, 20+ templates with skills, 2.5 prompt comparison.",JavaScript,31817,3073,21897,monthly,,2026-09-14T13:25:15+00:00,MIT License,
8,cathrynlavery/diagram-design,https://github.com/cathrynlavery/diagram-design,"38 editorial diagram types for Claude Code, Codex, Pi. Self-contained HTML + SVG.",HTML,39601,2513,26213,monthly,,2026-09-14T13:25:15+00:00,MIT License,
9,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom—immersive, multi-agent learning in one click",TypeScript,36709,5805,15888,monthly,,2026-09-14T13:25:15+00:00,MIT License,
10,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,Skill to stop coding agent from burying answer. ADHD-friendly output.,Python,45029,2597,24025,monthly,,2026-09-14T13:25:15+00:00,MIT License,
11,vorssaint/vorssaint-utils,https://github.com/vorssaint/vorssaint-utils,Free and open-source macOS menu bar toolkit.,Swift,18898,677,13520,monthly,,2026-09-14T13:25:15+00:00,GPL 3.0 or later,
12,debpalash/VoiceStudio,https://github.com/debpalash/VoiceStudio,"Open-source, fully-local ElevenLabs alternative—voice cloning, design, dubbing in 646 languages.",Python,28295,3467,15895,monthly,,2026-09-14T13:25:15+00:00,GNU Affero General Public License v3.0(AGPL-3.0),
13,modular/modular,https://github.com/modular/modular,The Modular Platform (includes MAX & Mojo),Mojo,29738,3169,3049,monthly,,2026-09-14T13:25:15+00:00,Apache License v2.0 with LLVM Exceptions,
14,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Solution for long-term memory for agent coding CLIs and vendor handoff.,Rust,6761,457,5269,monthly,,2026-09-14T13:25:15+00:00,MIT License,
15,Lakr233/vphone-cli,https://github.com/Lakr233/vphone-cli,,Swift,11896,1499,4221,monthly,,2026-09-14T13:25:15+00:00,MIT License,
16,apache/maka,https://github.com/apache/maka,Apache Maka—high-performance agent workspace with complete activity record.,TypeScript,5383,498,4056,monthly,,2026-09-14T13:25:15+00:00,Apache License 2.0,
17,microsoft/data-formulator,https://github.com/microsoft/data-formulator,"Interactive AI-powered data analysis system for connect, explore, visualize data.",Python,17140,1670,1141,monthly,,2026-09-14T13:25:15+00:00,MIT License,
18,public-apis/public-apis,https://github.com/public-apis/public-apis,A collective list of free APIs,Python,479922,52944,24869,monthly,,2026-09-14T13:25:15+00:00,MIT License,
19,google-research/timesfm,https://github.com/google-research/timesfm,TimesFM—pretrained time-series foundation model for forecasting by Google Research.,Python,32439,3107,5192,monthly,,2026-09-14T13:25:15+00:00,Apache-2.0 license,
