rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free MIT AI gateway: one endpoint, 290+ providers (90+ free), 500+ models — Kimi, Claude, GPT, OpenAI, Gemini, GLM, DeepSeek, MiniMax. Works with Claude Code, Codex, Cursor, OpenCode, Cline & Copilot. Quota-aware auto-fallback, RTK+Caveman compression saves 15-95% tokens, MCP/A2A, Desktop/PWA. Built by 500+ contributors",TypeScript,33203,4290,25839,monthly,all,2026-07-29T02:06:52+00:00,MIT,
2,permissionlesstech/bitchat,https://github.com/permissionlesstech/bitchat,"bluetooth mesh chat, IRC vibes",Swift,33046,5214,7019,monthly,all,2026-07-29T02:06:52+00:00,Unlicense,
3,usestrix/strix,https://github.com/usestrix/strix,Open-source AI penetration testing tool to find and fix your app’s vulnerabilities.,Python,45366,4741,19164,monthly,all,2026-07-29T02:06:52+00:00,Apache-2.0,
4,stablyai/orca,https://github.com/stablyai/orca,"Orca is the ADE for working with a fleet of parallel agents. Run any coding agent with your own subscription. Available on desktop, mobile and VPS.",TypeScript,31849,2239,23282,monthly,all,2026-07-29T02:06:52+00:00,MIT,
5,Zackriya-Solutions/meetily,https://github.com/Zackriya-Solutions/meetily,"Privacy first, AI meeting assistant with 4x faster Parakeet/Whisper live transcription, speaker diarization, and Ollama summarization built on Rust. 100% local processing. no cloud required. Meetily (Meetly Ai -https://meetily.ai) is the #1 Self-hosted, Open-source Ai meeting note taker for macOS & Windows. Understand How to write meeting minutes",Rust,27234,2768,14467,monthly,all,2026-07-29T02:06:52+00:00,MIT,
6,emilkowalski/skills,https://github.com/emilkowalski/skills,Skills for Design Engineers.,,22105,1198,18400,monthly,all,2026-07-29T02:06:52+00:00,MIT,
7,ogulcancelik/herdr,https://github.com/ogulcancelik/herdr,agent multiplexer that lives in your terminal.,Rust,21998,1477,14176,monthly,all,2026-07-29T02:06:52+00:00,Apache-2.0,
8,Nutlope/hallmark,https://github.com/Nutlope/hallmark,"Anti-AI-slop design skill for Claude Code, Cursor, and Codex.",CSS,19357,963,15858,monthly,all,2026-07-29T02:06:52+00:00,MIT,
9,hasaneyldrm/exercises-dataset,https://github.com/hasaneyldrm/exercises-dataset,"1,324-exercise fitness dataset — animation GIFs, 180×180 thumbnails, muscle-group & equipment data, and step-by-step instructions in 6 languages. The exercise data layer behind the LogPress app.",HTML,17652,2152,16064,monthly,all,2026-07-29T02:06:52+00:00,,
10,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,"Extracted system prompts from Anthropic - Claude Fable 5, Opus 5, Claude Design, Claude Code. OpenAI - ChatGPT GPT-5.6-Sol, Codex. Google - Gemini 3.5 Flash, 3.1 Pro, Antigravity. xAI - Grok, Cursor, Copilot, VS Code, Perplexity, and more. Updated regularly.",JavaScript,61184,9987,14701,monthly,all,2026-07-29T02:06:52+00:00,CC0-1.0,
11,koala73/worldmonitor,https://github.com/koala73/worldmonitor,"Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface",TypeScript,75970,11363,15518,monthly,all,2026-07-29T02:06:52+00:00,,
12,catchorg/Catch2,https://github.com/catchorg/Catch2,"A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)",C++,21377,3392,1068,monthly,all,2026-07-29T02:06:52+00:00,BSL-1.0,
13,iOfficeAI/OfficeCLI,https://github.com/iOfficeAI/OfficeCLI,"OfficeCLI is the first and best Office suite purpose-built for AI agents to read, edit, and automate Word, Excel, and PowerPoint files. Free, open-source, single binary, no Office installation required.",C#,22919,1547,14798,monthly,all,2026-07-29T02:06:52+00:00,Apache-2.0,
14,Robbyant/lingbot-map,https://github.com/Robbyant/lingbot-map,A feed-forward 3D foundation model for reconstructing scenes from streaming data,Python,15781,1667,7904,monthly,all,2026-07-29T02:06:52+00:00,Apache-2.0,
15,bradautomates/claude-video,https://github.com/bradautomates/claude-video,"Give Claude the ability to watch any video. /watch downloads, extracts frames, transcribes, hands it all to Claude.",Python,12145,1219,9150,monthly,all,2026-07-29T02:06:52+00:00,MIT,
16,wonderwhy-er/DesktopCommanderMCP,https://github.com/wonderwhy-er/DesktopCommanderMCP,"This is MCP server for Claude that gives it terminal control, file system search and diff file editing capabilities",TypeScript,8923,1014,2834,monthly,all,2026-07-29T02:06:52+00:00,MIT,
