rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence, data-flow, and lifecycle diagrams—self-contained HTML with motion and crisp export.",JavaScript,42507,2716,25469,weekly,,2026-09-02T06:29:16+00:00,MIT License,
2,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code. Read-only mirror — submit plugins at clau.de/plugin-directory-submission.,Python,3202,250,1634,weekly,,2026-09-02T06:29:16+00:00,Apache License 2.0,
3,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,6566,542,1377,weekly,,2026-09-02T06:29:16+00:00,MIT License,
4,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom — Get an immersive, multi-agent learning experience in just one click",TypeScript,29853,5007,8014,weekly,,2026-09-02T06:29:16+00:00,MIT License,
5,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,"Prompt as Code | GPT-Image2 industrial-grade prompt engine and template library, 530+ reverse-engineered cases, 20+ production templates",JavaScript,27100,2633,10669,weekly,,2026-09-02T06:29:16+00:00,MIT License,
6,omacom/omarchy,https://github.com/omacom/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,36979,3856,6006,weekly,,2026-09-02T06:29:16+00:00,MIT License,
7,tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,"7.4 billion tokens per month. 34 free LLM providers. 635 free model endpoints. All behind one /v1 endpoint, plus any custom OpenAI-compatible endpoint.",TypeScript,23678,3239,3452,weekly,,2026-09-02T06:29:16+00:00,MIT License,
8,K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 190,000+ scientists worldwide.",Python,41751,3838,6962,weekly,,2026-09-02T06:29:16+00:00,MIT License,
9,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,51898,8988,3427,weekly,,2026-09-02T06:29:16+00:00,MIT License,
10,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,16200,1968,2625,weekly,,2026-09-02T06:29:16+00:00,MIT License,
11,p-e-w/heretic,https://github.com/p-e-w/heretic,Fully automatic censorship removal for language models,Python,30057,3307,1874,weekly,,2026-09-02T06:29:16+00:00,GNU Affero General Public License v3.0,
12,abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),Python,77046,9388,2485,weekly,,2026-09-02T06:29:16+00:00,MIT License,
13,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,The open-source CapCut alternative,TypeScript,88400,8718,2630,weekly,,2026-09-02T06:29:16+00:00,MIT License,
14,MadsLorentzen/ai-job-search,https://github.com/MadsLorentzen/ai-job-search,The job search that runs on your machine. AI job application framework built on Claude Code.,Python,39940,13550,4841,weekly,,2026-09-02T06:29:16+00:00,MIT License,
15,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"A native, local-first alternative to Logitech Options+, written in Rust — remap buttons, DPI, and SmartShift over HID++.",Rust,18445,550,2089,weekly,,2026-09-02T06:29:16+00:00,Apache License 2.0 / MIT License,
16,ConardLi/garden-skills,https://github.com/ConardLi/garden-skills,"ConardLi's open-source Skills collection, featuring web design, knowledge retrieval, image generation, and more.",CSS,12039,1470,1340,weekly,,2026-09-02T06:29:16+00:00,MIT License,
17,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,39446,10885,492,weekly,,2026-09-02T06:29:16+00:00,BSD-3-Clause license,
18,punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,A collection of MCP servers.,,93747,15451,919,weekly,,2026-09-02T06:29:16+00:00,MIT License,
19,apache/maka,https://github.com/apache/maka,"Apache Maka (Incubating) is a local-first AI agent workspace. Model messages, tool calls, tool results, permission decisions recorded as append-only log.",TypeScript,4476,416,1285,weekly,,2026-09-02T06:29:16+00:00,Apache License 2.0,
20,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI.",JavaScript,92955,8177,1164,weekly,,2026-09-02T06:29:16+00:00,Apache License 2.0,
