rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence, data-flow, and lifecycle diagrams",JavaScript,46473,2988,24227,weekly,,2026-09-04T06:36:19+00:00,MIT License,
2,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,"A spy satellite simulator in your browser, except the data is real. Live open source spatial intelligence on a photorealistic 3D globe.",JavaScript,17076,3439,10485,weekly,,2026-09-04T06:36:19+00:00,MIT License,
3,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom — Get an immersive, multi-agent learning experience in just one click",TypeScript,31179,5151,10023,weekly,,2026-09-04T06:36:19+00:00,MIT License,
4,JetBrains/go-modern-guidelines,https://github.com/JetBrains/go-modern-guidelines,Help AI coding agents write modern Go,Go,3126,87,1213,weekly,,2026-09-04T06:36:19+00:00,Apache License 2.0,
5,Gitlawb/openclaude,https://github.com/Gitlawb/openclaude,runs anywhere. uses anything,TypeScript,32417,9025,1389,weekly,,2026-09-04T06:36:19+00:00,MIT License,
6,K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science,Python,42453,3890,7370,weekly,,2026-09-04T06:36:19+00:00,MIT License,
7,jingyaogong/minimind,https://github.com/jingyaogong/minimind,Train a 64M-parameter LLM from scratch in just 2h!,Python,58324,7578,3122,weekly,,2026-09-04T06:36:19+00:00,Apache License 2.0,
8,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,16755,2071,2941,weekly,,2026-09-04T06:36:19+00:00,MIT License,
9,omacom/omarchy,https://github.com/omacom/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,37801,3986,5296,weekly,,2026-09-04T06:36:19+00:00,MIT License,
10,google-research/timesfm,https://github.com/google-research/timesfm,TimesFM is a pretrained time-series foundation model developed by Google Research,Python,30793,2940,2324,weekly,,2026-09-04T06:36:19+00:00,Apache License 2.0,
11,p-e-w/heretic,https://github.com/p-e-w/heretic,Fully automatic censorship removal for language models,Python,30347,3357,2146,weekly,,2026-09-04T06:36:19+00:00,GNU Affero General Public License v3.0 (AGPL-3.0),
12,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code | GPT-Image2 工业级提示词引擎与模板库,JavaScript,27834,2685,5425,weekly,,2026-09-04T06:36:19+00:00,MIT License,
13,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,6806,558,1159,weekly,,2026-09-04T06:36:19+00:00,MIT,
14,abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),Python,77499,9438,2412,weekly,,2026-09-04T06:36:19+00:00,MIT,
15,colinhacks/zod,https://github.com/colinhacks/zod,TypeScript-first schema validation with static type inference,TypeScript,43821,2173,277,weekly,,2026-09-04T06:36:19+00:00,MIT License,
16,zedeus/nitter,https://github.com/zedeus/nitter,Alternative Twitter front-end,Nim,14099,1296,467,weekly,,2026-09-04T06:36:19+00:00,AGPL-3.0,
17,tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,7.4 billion tokens per month. 34 free LLM providers across one endpoint,TypeScript,24170,3289,3194,weekly,,2026-09-04T06:36:19+00:00,MIT License,
18,debpalash/VoiceStudio,https://github.com/debpalash/VoiceStudio,"Open-source, fully-local ElevenLabs alternative — voice cloning and audio creation",Python,16623,2233,3902,weekly,,2026-09-04T06:36:19+00:00,GNU Affero General Public License v3.0,
19,punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,A collection of MCP servers.,,94043,15594,1130,weekly,,2026-09-04T06:36:19+00:00,MIT,
20,handsomestWei/patent-disclosure-skill,https://github.com/handsomestWei/patent-disclosure-skill,中国专利.skill：专利点挖掘与交底书编写,Python,7268,799,1846,weekly,,2026-09-04T06:36:19+00:00,MIT License,
21,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,52333,9061,2525,weekly,,2026-09-04T06:36:19+00:00,MIT License,
22,majd/ipatool,https://github.com/majd/ipatool,Command-line tool for searching and downloading app packages for iOS and related platforms,Go,10820,908,847,weekly,,2026-09-04T06:36:19+00:00,MIT License,
23,fmtlib/fmt,https://github.com/fmtlib/fmt,A modern formatting library,C++,25242,3023,993,weekly,,2026-09-04T06:36:19+00:00,MIT License,
