rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,"A spy satellite simulator in your browser, except the data is real. Live open source spatial intelligence on a photorealistic 3D globe.",JavaScript,16351,3291,10679,weekly,,2026-09-03T06:07:11+00:00,MIT License,
2,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence, data-flow, and lifecycle diagrams—self-contained HTML with motion",JavaScript,44353,2843,26626,weekly,,2026-09-03T06:07:11+00:00,MIT,
3,zedeus/nitter,https://github.com/zedeus/nitter,Alternative Twitter front-end,Nim,14082,1291,525,weekly,,2026-09-03T06:07:11+00:00,AGPL-3.0,
4,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom — Get an immersive, multi-agent learning experience in just one click",TypeScript,30693,5095,9426,weekly,,2026-09-03T06:07:11+00:00,MIT License,
5,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Industrial-grade prompt engine with templates and reverse engineering cases,JavaScript,27508,2661,7006,weekly,,2026-09-03T06:07:11+00:00,MIT License,
6,omacom/omarchy,https://github.com/omacom/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,37430,3925,5577,weekly,,2026-09-03T06:07:11+00:00,MIT License,
7,K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 190,000+ scientists worldwide.",Python,42170,3874,7558,weekly,,2026-09-03T06:07:11+00:00,MIT License,
8,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,16457,2016,2767,weekly,,2026-09-03T06:07:11+00:00,MIT License,
9,jingyaogong/minimind,https://github.com/jingyaogong/minimind,Train a 64M-parameter language model from scratch in 2 hours,Python,57953,7532,2669,weekly,,2026-09-03T06:07:11+00:00,Apache License 2.0,
10,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code,Python,3309,254,1212,weekly,,2026-09-03T06:07:11+00:00,Apache License 2.0,
11,tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,7.4 billion tokens per month. 34 free LLM providers. 635 free model endpoints. All behind one /v1 endpoint,TypeScript,23952,3268,3366,weekly,,2026-09-03T06:07:11+00:00,MIT License,
12,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,6687,548,1333,weekly,,2026-09-03T06:07:11+00:00,MIT License,
13,p-e-w/heretic,https://github.com/p-e-w/heretic,Fully automatic censorship removal for language models,Python,30213,3336,2045,weekly,,2026-09-03T06:07:11+00:00,GNU Affero General Public License v3.0,
14,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,52125,9028,2843,weekly,,2026-09-03T06:07:11+00:00,MIT License,
15,abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),Python,77233,9409,2634,weekly,,2026-09-03T06:07:11+00:00,MIT License,
16,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,39475,10886,518,weekly,,2026-09-03T06:07:11+00:00,BSD 3-Clause License,
17,calesthio/OpenMontage,https://github.com/calesthio/OpenMontage,"World's first open-source, agentic video production system. 12 production pipelines, 100+ tools, 700+ agent skill files",Python,55775,6967,5078,weekly,,2026-09-03T06:07:11+00:00,GNU Affero General Public License v3.0,
18,colinhacks/zod,https://github.com/colinhacks/zod,TypeScript-first schema validation with static type inference,TypeScript,43781,2170,252,weekly,,2026-09-03T06:07:11+00:00,MIT License,
19,punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,A collection of MCP servers.,,93897,15530,1017,weekly,,2026-09-03T06:07:11+00:00,MIT License,
20,MadsLorentzen/ai-job-search,https://github.com/MadsLorentzen/ai-job-search,The job search that runs on your machine. AI job application framework built on Claude Code,Python,40380,13712,4172,weekly,,2026-09-03T06:07:11+00:00,MIT License,
21,google-research/timesfm,https://github.com/google-research/timesfm,TimesFM is a pretrained time-series foundation model developed by Google Research for time-series forecasting.,Python,30161,2888,787,weekly,,2026-09-03T06:07:11+00:00,Apache License 2.0,
