rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,block/buzz,https://github.com/block/buzz,A hive mind communication platform,Rust,18325,1782,13317,weekly,all,2026-07-30T21:25:32+00:00,Apache-2.0,
2,citrolabs/ego-lite,https://github.com/citrolabs/ego-lite,"The fastest browser for AI agents to run browser automation, built for sharing your logged-in browser state with your AI agents, like Codex or Claude Code, without disturbing you. Zero cost, zero config.",JavaScript,6465,311,4863,weekly,all,2026-07-30T21:25:32+00:00,MIT,
3,koala73/worldmonitor,https://github.com/koala73/worldmonitor,"Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface",TypeScript,76934,11468,8681,weekly,all,2026-07-30T21:25:32+00:00,,
4,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill for your coding agent to stop it from burying the answer. ADHD-friendly output.,Python,14185,751,5544,weekly,all,2026-07-30T21:25:32+00:00,MIT,
5,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,《深入理解 AI Agent：设计原理与工程实践》（李博杰 著）开源主仓库：全书正文、编译版 PDF 与按章配套代码,Python,27329,2872,8998,weekly,all,2026-07-30T21:25:32+00:00,Apache-2.0,
6,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Open-source & free — Battle-tested at Alibaba's scale. Hybrid architecture code review tool: deterministic pipelines + LLM Agent, precise line-level comments, built-in fine-tuned ruleset (NPE, thread-safety, XSS, SQL injection), OpenAI & Anthropic compatible.",Go,16543,1114,4875,weekly,all,2026-07-30T21:25:32+00:00,Apache-2.0,
7,mattpocock/skills,https://github.com/mattpocock/skills,Skills for Real Engineers. Straight from my .agents directory.,Shell,196153,16904,12680,weekly,all,2026-07-30T21:25:32+00:00,MIT,
8,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free MIT AI gateway: one endpoint, 290+ providers (90+ free), 500+ models — Kimi, Claude, GPT, OpenAI, Gemini, GLM, DeepSeek, MiniMax. Works with Claude Code, Codex, Cursor, OpenCode, Cline & Copilot. Quota-aware auto-fallback, RTK+Caveman compression saves 15-95% tokens, MCP/A2A, Desktop/PWA. Built by 500+ contributors",TypeScript,35053,4520,9420,weekly,all,2026-07-30T21:25:32+00:00,MIT,
9,shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,Kronos: A Foundation Model for the Language of Financial Markets,Python,35101,5854,2516,weekly,all,2026-07-30T21:25:32+00:00,MIT,
10,1jehuang/jcode,https://github.com/1jehuang/jcode,The most RAM efficient harness,Rust,14172,1558,2594,weekly,all,2026-07-30T21:25:32+00:00,MIT,
11,pingdotgg/t3code,https://github.com/pingdotgg/t3code,,TypeScript,15865,3508,1296,weekly,all,2026-07-30T21:25:32+00:00,MIT,
12,pascalorg/editor,https://github.com/pascalorg/editor,Create and share 3D architectural projects.,TypeScript,20057,2620,1968,weekly,all,2026-07-30T21:25:32+00:00,MIT,
13,tokio-rs/topcoat,https://github.com/tokio-rs/topcoat,A batteries-included framework for building web apps,Rust,3927,132,1592,weekly,all,2026-07-30T21:25:32+00:00,MIT,
14,CoreBunch/Instatic,https://github.com/CoreBunch/Instatic,"The open-source alternative to Webflow, Framer and WordPress. Agentic self-hosted visual CMS outputting clean static pages. Users, roles, plugins, content, database, it's all there.",TypeScript,6778,598,2892,weekly,all,2026-07-30T21:25:32+00:00,MIT,
15,UditAkhourii/adhd,https://github.com/UditAkhourii/adhd,"ADHD — a skill for coding agents. Tree-of-thought with pruning, built on the Claude & Codex Agent SDK. Fans out parallel divergent thoughts under different cognitive frames, scores, prunes traps, deepens the survivors. The no-brainer skill for creative and interdisciplinary work.",TypeScript,2856,218,996,weekly,all,2026-07-30T21:25:32+00:00,MIT,
16,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,"Turn any technical book PDF into a Claude Code skill — ready to study, reference, and use while you work.",Python,13660,1484,3094,weekly,all,2026-07-30T21:25:32+00:00,MIT,
17,Pumpkin-MC/Pumpkin,https://github.com/Pumpkin-MC/Pumpkin,Empowering everyone to host fast and efficient Minecraft servers.,Rust,10430,696,2199,weekly,all,2026-07-30T21:25:32+00:00,GPL-3.0,
18,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,80901,9986,4979,weekly,all,2026-07-30T21:25:32+00:00,MIT,
19,opengeos/GeoLibre,https://github.com/opengeos/GeoLibre,"A lightweight, cloud-native GIS platform for visualizing, exploring, and analyzing geospatial data. It runs in the web browser, on the desktop, on mobile, and inside Jupyter notebooks.",TypeScript,4484,455,2116,weekly,all,2026-07-30T21:25:32+00:00,MIT,
20,Automattic/harper,https://github.com/Automattic/harper,"Offline, privacy-first grammar checker. Fast, open-source, Rust-powered",Rust,13983,539,2454,weekly,all,2026-07-30T21:25:32+00:00,Apache-2.0,
21,moeru-ai/airi,https://github.com/moeru-ai/airi,"💖🧸 Self hosted, you-owned Grok Companion, a container of souls of waifu, cyber livings to bring them into our worlds, wishing to achieve Neuro-sama's altitude. Capable of realtime voice chat, Minecraft, Factorio playing. Web / macOS / Windows supported.",TypeScript,45850,4524,2392,weekly,all,2026-07-30T21:25:32+00:00,MIT,
