rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer. ADHD-friendly output.,Python,46558,2709,17880,weekly,,2026-09-16T09:44:39+00:00,MIT License,
2,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,"A spy satellite simulator in your browser, except the data is real.",JavaScript,35221,7044,15193,weekly,,2026-09-16T09:44:39+00:00,MIT License,
3,openai/plugins,https://github.com/openai/plugins,OpenAI Plugins,JavaScript,6812,891,1206,weekly,,2026-09-16T09:44:39+00:00,,
4,affaan-m/ECC,https://github.com/affaan-m/ECC,The agent harness performance optimization system.,JavaScript,259628,38834,5398,weekly,,2026-09-16T09:44:39+00:00,MIT License,
5,mksglu/context-mode,https://github.com/mksglu/context-mode,Context window optimization for AI coding agents.,TypeScript,23150,1673,1832,weekly,,2026-09-16T09:44:39+00:00,Elastic License 2.0 (ELv2),
6,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool",Go,29970,2135,5169,weekly,,2026-09-16T09:44:39+00:00,Apache License 2.0,
7,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Makes your AI agent think like the laziest senior dev in the room.,JavaScript,139806,7513,7499,weekly,,2026-09-16T09:44:39+00:00,MIT License,
8,obra/superpowers,https://github.com/obra/superpowers,An agentic skills framework & software development methodology that works.,Shell,287372,25702,4170,weekly,,2026-09-16T09:44:39+00:00,MIT License,
9,max-sixty/worktrunk,https://github.com/max-sixty/worktrunk,"Worktrunk is a CLI for Git worktree management, designed for parallel AI agent workflows",Rust,7878,272,871,weekly,,2026-09-16T09:44:39+00:00,MIT OR Apache-2.0,
10,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,50533,4609,3002,weekly,,2026-09-16T09:44:39+00:00,Apache License 2.0,
11,microsoft/markitdown,https://github.com/microsoft/markitdown,Python tool for converting files and office documents to Markdown.,Python,184607,13603,3046,weekly,,2026-09-16T09:44:39+00:00,MIT License,
12,blader/humanizer,https://github.com/blader/humanizer,Agent skill that removes signs of AI-generated writing from text,Python,48887,3965,3248,weekly,,2026-09-16T09:44:39+00:00,MIT License,
13,openai/skills,https://github.com/openai/skills,Skills Catalog for Codex,Python,27319,1826,985,weekly,,2026-09-16T09:44:39+00:00,,
14,JustVugg/colibri,https://github.com/JustVugg/colibri,"Run frontier MoE models on hardware you already own — pure C, zero deps",C,34436,3603,6095,weekly,,2026-09-16T09:44:39+00:00,Apache License 2.0,
15,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence, data-flow, and lifecycle diagrams",JavaScript,64192,4259,9077,weekly,,2026-09-16T09:44:39+00:00,MIT License,
16,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,Python,106857,20408,3364,weekly,,2026-09-16T09:44:39+00:00,Apache License 2.0,
17,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom — Get an immersive, multi-agent learning experience in just one click",TypeScript,37250,5873,3698,weekly,,2026-09-16T09:44:39+00:00,MIT License,
18,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Open-source LLM knowledge platform: turn raw documents into a queryable RAG, an autonomous reasoning agent, and a self-maintaining Wiki.",Go,24736,3428,1892,weekly,,2026-09-16T09:44:39+00:00,MIT License,
19,petergyang/no-ai-slop,https://github.com/petergyang/no-ai-slop,Removes 20+ patterns of AI slop from any piece of writing.,Python,9981,704,2160,weekly,,2026-09-16T09:44:39+00:00,MIT License,
20,earthtojake/text-to-cad,https://github.com/earthtojake/text-to-cad,"A library of agent skills for CAD, CAE and CAM",Python,15942,1656,1141,weekly,,2026-09-16T09:44:39+00:00,MIT License,
21,decolua/9router,https://github.com/decolua/9router,"Unlimited FREE AI coding. Connect Claude Code, Codex, Cursor, Cline, Copilot, Antigravity to FREE Claude/GPT/Gemini via 40+ providers. Auto-fallback, RTK -40% tokens, never hit limits.",JavaScript,28989,5318,986,weekly,,2026-09-16T09:44:39+00:00,MIT License,
22,github/spec-kit,https://github.com/github/spec-kit,Toolkit to help you get started with Spec-Driven Development,Python,137187,12282,3018,weekly,,2026-09-16T09:44:39+00:00,MIT License,
