rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,cathrynlavery/diagram-design,https://github.com/cathrynlavery/diagram-design,"27 editorial diagram types for Claude Code. Self-contained HTML + SVG. No shadows, no Mermaid-slop.",HTML,21066,1300,16260,weekly,,2026-08-18T08:01:35+00:00,MIT License,
2,semantica-agi/semantica,https://github.com/semantica-agi/semantica,Graph-Native Infrastructure for Context and Accountable AI Systems,Python,8739,895,4746,weekly,,2026-08-18T08:01:35+00:00,MIT License,
3,cactus-compute/needle,https://github.com/cactus-compute/needle,"14MB foundation model for tiny devices; phones, wearables, smart home, and robots.",Python,7263,472,3627,weekly,,2026-08-18T08:01:35+00:00,Apache License 2.0,
4,megadose/holehe,https://github.com/megadose/holehe,Check if email addresses are used on different sites and retrieve forgotten password information.,Python,13494,1777,1416,weekly,,2026-08-18T08:01:35+00:00,GNU General Public License v3.0,
5,PrimeIntellect-ai/prime-agent,https://github.com/PrimeIntellect-ai/prime-agent,A self-improving RLM agent for coding workflows and long-running autonomous tasks.,TypeScript,17014,1821,4328,weekly,,2026-08-18T08:01:35+00:00,MIT License,
6,macro-inc/macro,https://github.com/macro-inc/macro,"Unified workspace for teams: email, chat, docs, tasks, agents, calls, and CRM with shared AI memory.",Rust,3601,359,2724,weekly,,2026-08-18T08:01:35+00:00,GNU Affero General Public License v3.0,
7,vitali87/code-graph-rag,https://github.com/vitali87/code-graph-rag,"Ultimate RAG for monorepos. Query, understand, and edit multi-language codebases using AI and knowledge graphs.",Python,4571,611,1135,weekly,,2026-08-18T08:01:35+00:00,MIT License,
8,unslothai/unsloth,https://github.com/unslothai/unsloth,"Local UI to run and train LLMs and diffusion models, including various state-of-the-art models.",Python,73359,6615,3329,weekly,,2026-08-18T08:01:35+00:00,Apache License 2.0(コア部分)/ AGPL-3.0(Unsloth Studio UI等の一部機能、デュアルライセンス),
9,3b1b/manim,https://github.com/3b1b/manim,Animation engine for explanatory math videos,Python,91537,7561,1724,weekly,,2026-08-18T08:01:35+00:00,MIT License,
10,basecamp/omarchy,https://github.com/basecamp/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,26113,2661,1477,weekly,,2026-08-18T08:01:35+00:00,MIT License,
11,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,88139,9445,2575,weekly,,2026-08-18T08:01:35+00:00,MIT License,
12,lightningpixel/modly,https://github.com/lightningpixel/modly,Desktop app to generate 3D models from images or prompts using local AI on your GPU.,TypeScript,6477,644,1338,weekly,,2026-08-18T08:01:35+00:00,MIT License,
13,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,"Team-level memory hub for AI Agents converting conversations, docs, and code into reusable memory assets.",TypeScript,22765,2077,3389,weekly,,2026-08-18T08:01:35+00:00,MIT License,
14,anthropics/skills,https://github.com/anthropics/skills,Public repository for Agent Skills,Python,170122,20246,2714,weekly,,2026-08-18T08:01:35+00:00,Apache License 2.0,
