rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer. ADHD-friendly output.,Python,45029,2597,16740,weekly,,2026-09-14T13:25:15+00:00,MIT License,
2,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,A spy satellite simulator in your browser with real data on a photorealistic globe,JavaScript,32990,6578,12931,weekly,,2026-09-14T13:25:15+00:00,,
3,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security.",JavaScript,258092,38600,7264,weekly,,2026-09-14T13:25:15+00:00,MIT License,
4,openai/plugins,https://github.com/openai/plugins,OpenAI Plugins,JavaScript,6677,875,1181,weekly,,2026-09-14T13:25:15+00:00,,
5,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Makes your AI agent think like the laziest senior dev in the room.,JavaScript,137970,7403,8444,weekly,,2026-09-14T13:25:15+00:00,MIT License,
6,mksglu/context-mode,https://github.com/mksglu/context-mode,Context window optimization for AI coding agents. Sandboxes tool output.,TypeScript,22771,1647,2102,weekly,,2026-09-14T13:25:15+00:00,,
7,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,49876,4554,5146,weekly,,2026-09-14T13:25:15+00:00,Apache License 2.0,
8,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence diagrams",JavaScript,61700,4068,10132,weekly,,2026-09-14T13:25:15+00:00,MIT License,
9,openai/skills,https://github.com/openai/skills,Skills Catalog for Codex,Python,27150,1811,1622,weekly,,2026-09-14T13:25:15+00:00,,
10,microsoft/markitdown,https://github.com/microsoft/markitdown,Python tool for converting files and office documents to Markdown.,Python,183874,13531,5191,weekly,,2026-09-14T13:25:15+00:00,MIT License,
11,obra/superpowers,https://github.com/obra/superpowers,An agentic skills framework & software development methodology.,Shell,286497,25630,4068,weekly,,2026-09-14T13:25:15+00:00,MIT License,
12,blader/humanizer,https://github.com/blader/humanizer,Agent skill that removes signs of AI-generated writing from text,Python,47945,3902,3673,weekly,,2026-09-14T13:25:15+00:00,MIT License,
13,max-sixty/worktrunk,https://github.com/max-sixty/worktrunk,A git worktree manager,Rust,7613,271,588,weekly,,2026-09-14T13:25:15+00:00,MIT OR Apache-2.0,
14,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom — Get an immersive, multi-agent learning experience",TypeScript,36709,5805,4202,weekly,,2026-09-14T13:25:15+00:00,MIT License,
15,cathrynlavery/diagram-design,https://github.com/cathrynlavery/diagram-design,"38 editorial diagram types for Claude Code, Codex, and Pi. Self-contained HTML + SVG.",HTML,39601,2513,7129,weekly,,2026-09-14T13:25:15+00:00,MIT License,
16,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools for coding agents,TypeScript,51909,3646,736,weekly,,2026-09-14T13:25:15+00:00,Apache-2.0 License,
17,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Enterprise document intelligence framework: RAG, agent, self-updating wiki",Go,23092,3288,1302,weekly,,2026-09-14T13:25:15+00:00,MIT License,
18,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,50155,7602,2678,weekly,,2026-09-14T13:25:15+00:00,MIT License,
19,earthtojake/text-to-cad,https://github.com/earthtojake/text-to-cad,Natural language to CAD model generation skill,Python,15714,1620,1054,weekly,,2026-09-14T13:25:15+00:00,MIT License,
20,petergyang/no-ai-slop,https://github.com/petergyang/no-ai-slop,Detect and reduce AI slop in writing,Python,9395,679,1668,weekly,,2026-09-14T13:25:15+00:00,MIT License,
21,github/spec-kit,https://github.com/github/spec-kit,Toolkit for Spec-Driven Development,Python,136653,12262,2642,weekly,,2026-09-14T13:25:15+00:00,MIT License,
22,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool",Go,24614,1803,2213,weekly,,2026-09-14T13:25:15+00:00,Apache License 2.0,
23,kunchenguid/firstmate,https://github.com/kunchenguid/firstmate,Agent orchestration system for coordinating multiple coding agents,Shell,5863,1806,778,weekly,,2026-09-14T13:25:15+00:00,MIT License,
