rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,koala73/worldmonitor,https://github.com/koala73/worldmonitor,"Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface",TypeScript,75955,11360,12173,weekly,all,2026-07-29T01:32:50+00:00,,
2,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill for your coding agent to stop it from burying the answer. ADHD-friendly output.,Python,12804,666,6156,weekly,all,2026-07-29T01:32:50+00:00,MIT,
3,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,《深入理解 AI Agent：设计原理与工程实践》（李博杰 著）开源主仓库：全书正文、编译版 PDF 与按章配套代码,Python,24521,2516,10637,weekly,all,2026-07-29T01:32:50+00:00,Apache-2.0,
4,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free MIT AI gateway: one endpoint, 290+ providers (90+ free), 500+ models — Kimi, Claude, GPT, OpenAI, Gemini, GLM, DeepSeek, MiniMax. Works with Claude Code, Codex, Cursor, OpenCode, Cline & Copilot. Quota-aware auto-fallback, RTK+Caveman compression saves 15-95% tokens, MCP/A2A, Desktop/PWA. Built by 500+ contributors",TypeScript,33171,4290,10028,weekly,all,2026-07-29T01:32:50+00:00,MIT,
5,oblien/openship,https://github.com/oblien/openship,Self-hosted deployment platform,TypeScript,9429,755,3628,weekly,all,2026-07-29T01:32:50+00:00,Apache-2.0,
6,mattpocock/skills,https://github.com/mattpocock/skills,Skills for Real Engineers. Straight from my .agents directory.,Shell,193008,16595,12794,weekly,all,2026-07-29T01:32:50+00:00,MIT,
7,UditAkhourii/adhd,https://github.com/UditAkhourii/adhd,"ADHD — a skill for coding agents. Tree-of-thought with pruning, built on the Claude & Codex Agent SDK. Fans out parallel divergent thoughts under different cognitive frames, scores, prunes traps, deepens the survivors. The no-brainer skill for creative and interdisciplinary work.",TypeScript,2578,206,992,weekly,all,2026-07-29T01:32:50+00:00,MIT,
8,agegr/pi-web,https://github.com/agegr/pi-web,Web UI for the pi coding agent,TypeScript,3119,409,1474,weekly,all,2026-07-29T01:32:50+00:00,MIT,
9,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,87300,11602,5026,weekly,all,2026-07-29T01:32:50+00:00,MIT,
10,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,79705,9811,5244,weekly,all,2026-07-29T01:32:50+00:00,MIT,
11,shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,Kronos: A Foundation Model for the Language of Financial Markets,Python,34839,5817,2521,weekly,all,2026-07-29T01:32:50+00:00,MIT,
12,Pumpkin-MC/Pumpkin,https://github.com/Pumpkin-MC/Pumpkin,Empowering everyone to host fast and efficient Minecraft servers.,Rust,10301,690,2262,weekly,all,2026-07-29T01:32:50+00:00,GPL-3.0,
13,CoreBunch/Instatic,https://github.com/CoreBunch/Instatic,"The open-source alternative to Webflow, Framer and WordPress. Agentic self-hosted visual CMS outputting clean static pages. Users, roles, plugins, content, database, it's all there.",TypeScript,6463,571,2828,weekly,all,2026-07-29T01:32:50+00:00,MIT,
14,1jehuang/jcode,https://github.com/1jehuang/jcode,The most RAM effiecent harness,Rust,12844,1418,2495,weekly,all,2026-07-29T01:32:50+00:00,MIT,
15,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,44619,7558,3333,weekly,all,2026-07-29T01:32:50+00:00,MIT,
16,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,9040,1018,2596,weekly,all,2026-07-29T01:32:50+00:00,MIT,
17,tirth8205/code-review-graph,https://github.com/tirth8205/code-review-graph,"Local-first code intelligence graph for MCP and CLI. Builds a persistent map of your codebase so AI coding tools read only what matters, with benchmarked context reductions on reviews and large-repo workflows.",Python,27323,2533,3032,weekly,all,2026-07-29T01:32:50+00:00,MIT,
18,likec4/likec4,https://github.com/likec4/likec4,"Visualize, collaborate, and evolve the software architecture with always actual and live diagrams from your code",TypeScript,5236,350,1228,weekly,all,2026-07-29T01:32:50+00:00,MIT,
19,pingdotgg/t3code,https://github.com/pingdotgg/t3code,,TypeScript,15469,3387,1202,weekly,all,2026-07-29T01:32:50+00:00,MIT,
20,HKUDS/DeepTutor,https://github.com/HKUDS/DeepTutor,DeepTutor: Lifelong Personalized Tutoring.https://deeptutor.info/.,Python,30911,4050,2100,weekly,all,2026-07-29T01:32:50+00:00,Apache-2.0,
21,schollz/croc,https://github.com/schollz/croc,Easily and securely send things from one computer to another 🐊 📦,Go,38998,1544,2488,weekly,all,2026-07-29T01:32:50+00:00,MIT,
22,hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,"Hyprland is an independent, highly customizable, dynamic tiling Wayland compositor that doesn't sacrifice on its looks.",C++,37608,1897,774,weekly,all,2026-07-29T01:32:50+00:00,BSD-3-Clause,
