リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
freestylefly/awesome-gpt-image-2,JavaScript,GPT-Image-2向けに逆解析された544件以上のプロンプト事例と20種類超の実運用向けテンプレートを収録した、「Prompt as Code」思想に基づくプロンプトエンジン兼テンプレートライブラリ。UI・インフォグラフィック・写真・イラストなど12カテゴリにわたり構造化されたプロンプトを提供する。,https://github.com/freestylefly/awesome-gpt-image-2,13413,"・被写体・ライティング・素材・レイアウトなどを部品化して組み合わせる「アトミックスキーマ」により、プロンプトをコードのように再利用・合成可能にしている点がユニーク
・Claude Code/Codex/Cursor向けのエージェントスキルパッケージを提供し、AIエージェントによるバッチ画像生成ワークフローに直接組み込める
・gpt-image2.canghe.aiでフィルタ・プレビュー・生成が可能なギャラリーサイトを公開し、Supabase/Postgres/Vercelなどのモダンな構成で運用されている",画像生成を用いたマーケティング素材やUIモックアップ制作を効率化したいデザイナー・マーケターが、テンプレートをそのまま流用してプロンプト作成の試行錯誤を減らせる。AIエージェントに組み込むことでバッチでの画像生成パイプラインを自動化する用途にも応用できそうである。,MIT License,
anthropics/claude-plugins-community,Python,Claude CoworkとClaude Code向けのコミュニティプラグインマーケットプレイスのミラーリポジトリ。Anthropicのセキュリティ審査を通過したサードパーティ製プラグインの一覧を`.claude-plugin/marketplace.json`で管理し、`claude plugin install`コマンドで導入できる。,https://github.com/anthropics/claude-plugins-community,2162,"・全プラグインが自動セキュリティスキャンとAnthropicの承認パイプラインを経てから掲載される仕組み
・直接のPull Requestは自動クローズされ、専用フォームからの申請のみを受け付けるガバナンス設計
・2.9k超のスターを獲得し、Claude Codeのプラグインエコシステム拡大を象徴する存在に",Claude Codeを使う開発者がコミュニティ製の拡張機能(要約支援、デザイン支援、金融連携など)を手軽に発見・導入するためのカタログとして活用できる。公式版(claude-plugins-official)と役割分担しており、両者を組み合わせることでClaude Codeのカスタマイズ性がさらに広がる。,Apache License 2.0,
tt-a1i/archify,JavaScript,Archifyは、コードベースや説明文からアーキテクチャ図・ワークフロー図・シーケンス図・データフロー図・ライフサイクル図を生成するAIエージェント向けスキルです。生成物はモーション付きの自己完結型HTMLとして出力され、検証可能な形で共有できます。,https://github.com/tt-a1i/archify,18103,"・型付きJSON中間表現(IR)をAIエージェントが生成し、Archifyがそれを検証・決定論的にHTML/SVGへレンダリングする独自パイプライン
・Before/Afterのアーキテクチャ差分を可視化する「Architecture Delta」や、Gitと紐づいたソース根拠の追跡機能
・Cursor・Claude Code・Codex CLI・OpenCodeなど複数のエージェント環境にnpx skills addで導入できる汎用性",設計ドキュメントやコードレビュー資料として、AIに図解を自動生成させたい開発チームに向いています。既存コードの変更前後の構成差分を可視化できるため、リファクタリングやマイグレーションの説明資料作成にも活用できそうです。,MIT License,
omacom/omarchy,Shell,DHHが手がける、見た目の美しさと現代的な開発体験を重視したOpinionatedなLinuxディストリビューション。Hyprlandベースのデスクトップ環境に、厳選されたアプリ・テーマ・ホットキーがあらかじめ統合されている。,https://github.com/omacom/omarchy,6692,"・Neovimやターミナル、AIツールまで含め「すぐ使える」設定済み環境を提供する強いオピニオン設計
・3.7万スター・6000件超のコミットを誇り、デュアルブートやセキュリティ設定まで網羅した公式マニュアルを整備
・カスタムテーマやdotfilesによる柔軟なカスタマイズ性を、統一された美しいデフォルト体験と両立",開発マシンをゼロから構築する手間を省きたいエンジニアや、洗練されたLinuxデスクトップを求めるユーザーに向く。既存のArch Linuxベースの手作業セットアップを代替・簡略化する選択肢として注目されている。,MIT License,
apache/maka,TypeScript,Apache Software Foundationでインキュベーション中の「ローカルファースト」なAIエージェント作業環境。モデルとのやり取りやツール実行を追記専用ログとして記録し、再現性とクラッシュからの復旧を実現する。,https://github.com/apache/maka,1973,"・デスクトップ(Electron+React)・CLI/TUI・評価用(Eval)の3つのサーフェスが同一ワークスペースを共有する設計
・Read/Write/Edit/Bash/Glob/Grepなど組み込みツールに加え、Computer Useやスキルカタログにも対応
・外部ツールアクセスに承認を要求するサンドボックス境界などセキュリティ重視の設計で、Apacheプロジェクトとしての信頼性も高い",Claude CodeやCursorのようなAIコーディングエージェントに代わる、データを手元に残したまま使えるローカル完結型の選択肢として利用できる。現状はApple Siliconが主対象でWindowsはアンサイン版プレビュー、Linuxは未対応のため、今後の対応拡大が注目される。,Apache License 2.0,
tashfeenahmed/freellmapi,TypeScript,Google、Groqなど34の無料LLMプロバイダーのAPIを、月間約74億トークン・635のモデルエンドポイント分集約し、単一のOpenAI互換`/v1`エンドポイントとして提供するルーター。複数の無料枠を1つのAPIキーで束ねて利用できるようにする。,https://github.com/tashfeenahmed/freellmapi,3037,"・リアルタイムの性能指標に基づくスマートルーティングと、レート制限やエラー発生時の自動フェイルオーバーにより無料枠を最大限に活用できる設計
・Chat CompletionsだけでなくEmbedding・画像/動画/音声生成・Anthropic Messages形式まで単一インターフェースでサポートし、Claude Code等20以上のコーディングエージェントに対応
・プロバイダーキーをAES-256-GCMで暗号化しローカルSQLiteに保存するセルフホスト・ローカルファースト設計で、モデルカタログを1日2回自動更新する仕組みを持つ",個人開発者やハッカソン参加者が、複数の無料LLM枠をかき集めて実質無料でLLMアプリを開発・運用する用途に向いている。既存のOpenAI互換クライアントやコーディングエージェントのエンドポイントを差し替えるだけで導入できるため、コスト削減目的のプロトタイピング基盤として有用である。,MIT License,
MadsLorentzen/ai-job-search,Python,Claude Codeを基盤に、求人情報の収集・評価から履歴書・カバーレターの作成、面接準備までを自動化する求職支援フレームワーク。すべてローカル環境で完結する。,https://github.com/MadsLorentzen/ai-job-search,5348,"・Drafter-Reviewer方式で下書き役と批評役の2エージェントが応募書類の質を高め合う設計
・LaTeXでの書類生成とPDF検証ループ、ATS(応募者追跡システム)向けのキーワード適合チェックなど実務的な工夫が豊富
・Anthropic非公式の個人プロジェクトながら、求人サイト連携・面接練習・進捗管理まで一気通貫でカバー",転職活動を効率化したい個人が、自分の経歴データを外部に出さずに求人選定から応募書類作成まで自動化できる。Claude Codeのエージェント機能を実務タスクに応用する好例として、他分野への応用のヒントにもなる。,MIT License,
anthropics/claude-plugins-official,Python,Anthropicが公式に管理する、高品質なClaude Codeプラグインのディレクトリ。社内製プラグインとパートナー・コミュニティによる外部プラグインの両方を、統一されたマニフェスト形式で提供する。,https://github.com/anthropics/claude-plugins-official,1940,"・プラグイン名(slug)は公開後変更不可という不変性ルールなど、長期運用を見据えたガバナンス設計
・コマンド・エージェント・スキル・MCPサーバー設定を組み合わせられる標準ディレクトリ構造
・3.5万超のスターと900件超のオープンイシューを抱え、Claude Codeエコシステムの中心的存在として活発に成長中",Claude Codeの機能を拡張したい開発者が、信頼できる公式カタログから安心してプラグインを選定・導入する入口として使える。コミュニティ版(claude-plugins-community)と対をなし、公式品質保証枠とオープンな拡張枠の両輪でエコシステムを支えている。,Apache License 2.0,
AprilNEA/OpenLogi,Rust,Logicool純正の「Logi Options+」に代わる、アカウント登録もテレメトリ送信も不要なネイティブ・ローカルファーストの周辺機器設定ツール。Rust製でHID++/UVCプロトコルを直接扱う。,https://github.com/AprilNEA/OpenLogi,3406,"・ボタンリマップ、DPI調整、SmartShiftホイール制御、アプリごとのプロファイル自動切替など実用機能を網羅
・GPUIフレームワーク採用によるネイティブで軽量なUI、macOS/Linux/Windowsをサポート
・プライバシー重視の姿勢が支持され、1.8万スターを獲得するなど短期間で急速に注目を集めた",Logicoolデバイスのユーザーが公式ソフトの重さやアカウント要求を避けたい場合の代替として即座に使える。オープンソースのハードウェア制御ツールとして、他社デバイス対応拡張などコミュニティ貢献も期待される。,Apache License 2.0 / MIT License (デュアルライセンス),
rohitg00/ai-engineering-from-scratch,Python,線形代数などの数学基礎から本番運用のAIシステム構築までを、523レッスン・20フェーズで体系的に学べるオープンソースのAIエンジニアリング教材。API呼び出しを覚えるだけでなく仕組みの理解を重視する。,https://github.com/rohitg00/ai-engineering-from-scratch,3720,"・数学的導出→スクラッチ実装→本番ライブラリ活用という3段階の学習フローを全レッスンで徹底
・Python・TypeScript・Rust・Juliaなど複数言語に対応し、Claude Codeと連携するAIチュータリング機能も搭載
・6巻構成の書籍(EPUB/PDF)や認定試験対策も用意され、教材としての完成度の高さがトレンド入りの要因",AI/機械学習を基礎から体系的に学び直したいエンジニアの自習教材として活用できる。実装を通じて学ぶスタイルはClaude CodeなどAIコーディングエージェントとの相性も良く、学習と実践を同時に進めたい層に向く。,MIT License,
cursor/plugins,TypeScript,AIコードエディタ「Cursor」向けの公式プラグイン仕様と、GitHubやSalesforceなど各種SaaS・開発ツール連携プラグイン集。60以上のプラグインを標準化されたマニフェスト形式で提供する。,https://github.com/cursor/plugins,1503,"・`.cursor-plugin/plugin.json`による統一マニフェストとMCPサーバー対応で、拡張性の高い設計
・Ralph Loop(反復AI実行)やOrchestrate(並列エージェント)など、エージェント運用を助ける独自プラグインを収録
・CRM・メール・採用・分析ツールまで業務系SaaS連携が充実し、開発者だけでなくビジネスユーザーにも実用的",Cursorを使う開発チームが外部ツールとの連携やエージェントワークフローを拡張する際の公式カタログとして活用できる。Claude Codeのプラグイン機構と似た思想を持ち、AIエディタ間でのプラグインエコシステム競争の一端としても興味深い。,MIT License,
K-Dense-AI/scientific-agent-skills,Python,生物学・化学・医学・創薬などの科学研究向けに、AIエージェントが利用できる163種類のスキル(データベース連携やPython科学計算ライブラリの操作手順など)をまとめたライブラリです。Claude CodeやCursorなどAgent Skills仕様に対応したツールに組み込むことで、AIを「AIサイエンティスト」として機能させることを目指しています。,https://github.com/K-Dense-AI/scientific-agent-skills,4309,"・ChEMBL・RDKit・Scanpy・PyTorch Lightningなど100以上のデータベースと70以上のPythonパッケージ向けスキルを網羅
・バイオインフォマティクス、ケモインフォマティクス、臨床研究、医療画像、材料科学、ラボ自動化など幅広い科学分野をカバー
・Agent Plugins 1.0.0仕様に準拠し、Claude Code・Cursor・Codex・Google Antigravityなど複数のAIエージェント環境で共通利用可能",創薬研究や単一細胞RNA-seq解析、ゲノムバリアントアノテーションなど専門知識が必要な科学ワークフローをAIエージェントに任せる際の即戦力スキル集として活用できそうです。研究室でのプロトタイピングや文献調査の自動化、AIを使った仮説検証パイプラインの構築にも応用が期待されます。,MIT License,
