リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
fmtlib/fmt,C++,C言語のstdioやC++のiostreamsに代わる、高速かつ安全な文字列フォーマットライブラリ。Pythonのformat構文に似たAPIを持ち、C++20のstd::formatやC++23のstd::printの仕様のベースにもなっている。,https://github.com/fmtlib/fmt,1935,"・sprintfと比較して最大20〜30倍高速とされる性能に加え、Dragonbox法によるIEEE754浮動小数点フォーマッタ、C++20でのコンパイル時フォーマット文字列チェックによる型安全性を実現
・コア機能がヘッダー3つに収まる軽量設計で、FMT_HEADER_ONLYによるヘッダーオンリー利用も可能、OSS-Fuzzによる継続的ファジングで品質を担保
・Apple FoundationDB、MongoDB、PyTorch、Windows Terminalなど著名プロジェクトで採用されている実績あるライブラリ",C++アプリケーションでのログ出力や文字列整形処理をiostreamsやprintfから置き換えることで、可読性・安全性・パフォーマンスを同時に改善できる。std::format未対応のコンパイラ環境でも同等の機能を先取りして使える点が実用上の大きなメリットである。,MIT License,
affaan-m/ECC,JavaScript,Claude Code、Codex、Cursor、OpenCodeなど複数のコーディングエージェント向けに、計画・テスト・実装・レビュー・検証というワークフローを統合するエージェントハーネス最適化システム。68種のエージェント、286のスキル、セキュリティスキャン機能などを含む大規模なツール群。,https://github.com/affaan-m/ECC,8527,"・「plan → test → implement → review → verify → remember → improve」という一貫した開発サイクルを強制
・AgentShieldによるプロンプトインジェクション検知や設定監査などセキュリティ機能を内蔵
・`npx ecc-universal setup`で複数エディタ/エージェントに一括導入できるインストーラーを提供",個々のスキルを寄せ集めるのではなく、エージェント運用全体を体系化したい中〜大規模チームに向く。既存のTDDやコードレビュー用スキルと組み合わせるというより、それらを包括する上位フレームワークとして導入を検討する形になりそうである。,MIT License,
DietrichGebert/ponytail,JavaScript,AIエージェントに「怠け者だが優秀なシニアエンジニア」的な思考を教え込むためのプラグイン/スキルシステムです。コードを書く前に「本当に必要か」「既存のコードやライブラリで代替できないか」などを7段階の意思決定フロー(Decision Ladder)で検討させ、過剰な実装を防ぎます。Claude Code、Codex、GitHub Copilot CLIなど20以上のAIコーディングツールに対応しています。,https://github.com/DietrichGebert/ponytail,12598,"・「書かないコードが最良のコード」という思想を7段階の意思決定フローとして明文化し、AI生成コードの過剰実装(コード肥大化)を体系的に抑制する点がユニーク
・実運用ベンチマークでコード行数54%減、コスト20%減、開発時間27%減という具体的な効果を主張しており、AIエージェントのコスト最適化ニーズに合致してトレンド入りしたとみられる
・lite/full/ultraの強度設定や/ponytail-review等のレビューコマンドなど、既存のエージェントワークフローに軽量に組み込める設計",Claude CodeやCursorなどで日常的にAIにコードを書かせているチームが、コードレビュー前の「無駄な実装チェック」として導入しやすいツールです。既存のCLAUDE.mdやAGENTS.mdのルール群と組み合わせることで、AI生成コードの品質ゲートの一つとして機能させられそうです。,MIT License,
tt-a1i/archify,JavaScript,アーキテクチャ図、ワークフロー図、シーケンス図、データフロー図、ライフサイクル図をAIエージェントとのチャット内で生成できるagent skillです。図をタイプ付きJSONの中間表現として生成し、バリデータで検証した上でHTML/SVGへ決定論的にレンダリングする点が特徴です。,https://github.com/tt-a1i/archify,13318,"・「実際に定義された関係性だけを使って探索・トレースする」truthful interactionという設計思想により、AIが関係性を勝手に推測して誤った図を出さないよう検証機構を組み込んでいる
・Before/After形式の差分検証や機械可読なレシートによる変更確認など、単なる図生成ツールを超えた「検証可能な設計ドキュメント」という位置づけがトレンド入りの理由と考えられる
・PNG/SVG/WebMや共有用カードなど、ポータブルな自己完結型HTML出力に対応し、外部の作図ツール不要で共有できる",設計レビューやオンボーディング資料として、コードベースの構造をClaude Codeなどに説明させながらその場で図を生成させる用途に向いています。draw.ioなどの手動作図ツールを置き換え、PRごとにアーキテクチャ図を自動更新するような使い方も考えられます。,MIT License,
blader/humanizer,Python,AIが生成した文章から「AIらしさ」を取り除き、人間が書いたように自然な文体へ書き換えるagent skillです。固有名詞・数値・日付・引用などの事実関係は改変せず、25種類のAI特有の文章パターンを検出して修正します。,https://github.com/blader/humanizer,5790,"・ユーザーが自分の文章サンプルを渡すことで文体・リズム・語彙の「声」を模倣できる仕組みがあり、単なる言い換えでなく個人化されたヒューマナイズを実現している
・AI文章の「くせ」を5カテゴリ・25パターンに体系化して検出するアプローチが、生成AI普及に伴う「AIっぽい文章」への需要増を捉えてトレンド入りしたと考えられる
・npx skills addコマンド等でClaude Code、Claude Desktopなど複数プラットフォームに簡単導入できる",ブログ記事やビジネスメール、レポートなどAIで下書きした文章を人間らしく仕上げる最終工程として使えます。事実を改変しないという制約があるため、社内文書やマーケティング文章の校正ツールとしても安心して組み込みやすいです。,MIT License,
Imbad0202/academic-research-skills,Python,文献調査から執筆、査読、改訂までの学術研究プロセス全体を支援するClaude Code向けスキル群です。「Deep Research」「Academic Paper」「Academic Paper Reviewer」「Academic Pipeline」という4つの主要スキルからなり、AIを自律的な研究者としてではなく人間主導のワークフローを補助する協働ツールとして設計しています。,https://github.com/Imbad0202/academic-research-skills,2430,"・2025年だけで146,932件ものハルシネーション引用が確認されたという問題意識のもと、Semantic Scholar・OpenAlex・Crossref・arXivの4つの文献データベースに対して引用を決定論的に検証する仕組みを持つ
・Stage 2.5/4.5での検証ゲートや複数エージェントによる独立採点、査読者の迎合を防ぐ「Concession Threshold Protocol」など、AI研究支援の信頼性・再現性を重視した設計がトレンド入りの背景
・13エージェント、12エージェントなど大規模なマルチエージェント構成を採用し、研究の各フェーズを専門化したエージェントが担当する",大学院生や研究者が論文の文献レビューや初稿執筆をAIに任せつつ、引用の正確性を担保したい場合に有用です。非商用限定のCC BY-NC 4.0ライセンスのため、学術・教育目的での利用が想定され、商用の研究支援サービスへ組み込む場合は注意が必要です。,CC BY-NC 4.0,
mattpocock/skills,Shell,著者(Matt Pocock)が自身の.agentsディレクトリで実際に使っているエージェントスキル集です。AIによるコーディング支援でよく起こる失敗パターン(認識齟齬、テスト不足、設計の劣化など)に対処するための、規律あるプラクティスを提供します。,https://github.com/mattpocock/skills,13419,"・/grill-with-docsや/grill-meといった「AIに開発前提を徹底的に質問させる」インタビュー形式のスキルが特徴的で、実装前の認識合わせを重視する設計思想がユニーク
・TDD、仕様駆動実装、バグ診断、アーキテクチャ改善検出など実務的なエンジニアリング規律を一通りカバーしており、著名なTypeScript教育者による実践知としてトレンド入りしたと考えられる
・Claude Codeプラグインとnpx skills@latestの両方でインストール可能で、モデルに依存せずプロジェクトごとにカスタマイズできる",個人開発から小規模チームまで、要件のすり合わせが曖昧なままAIにコードを書かせて手戻りが発生しがちなプロジェクトに導入しやすいです。/handoffのようなセッション間の引き継ぎスキルは、長期にわたるAIペアプログラミングの記録・再開に役立ちそうです。,MIT License,
coreyhaines31/marketingskills,JavaScript,Claude Code、Codex、Cursorなどのエージェント向けに、CRO(コンバージョン率最適化)、コピーライティング、SEO、アナリティクス、グロースエンジニアリングなどをカバーする70以上のマーケティングスキル集。Markdownファイルとして知識やワークフローを提供する。,https://github.com/coreyhaines31/marketingskills,2141,"・スキル同士が相互参照する構造になっており、`product-marketing`スキルが全体の基礎コンテキストとして機能
・CLI、プラグイン、サブモジュールなど複数のインストール方法に対応し、既存プロジェクトへの組み込みが容易
・パートナーツール(Converly、Ployなど)との連携をスポンサーシップとして明示するなど透明性を重視",マーケター自身がAIエージェントを使ってLP改善案やSEO記事、広告コピーを生成する際のガイドラインとして直接利用できる。開発者向けのコーディングスキルが中心だったエコシステムに、非エンジニア職種向けのユースケースを広げた点がトレンド入りの一因と考えられる。,MIT License,
ChromeDevTools/chrome-devtools-mcp,TypeScript,AIコーディングエージェントがChromeブラウザを実際に操作・検査できるようにするMCP(Model Context Protocol)サーバーです。PuppeteerによるブラウザオートメーションとChrome DevTools基盤のパフォーマンス計測・デバッグ機能を、標準化されたプロトコル経由でエージェントに提供します。,https://github.com/ChromeDevTools/chrome-devtools-mcp,1014,"・Chrome DevTools公式チームによる提供であり、パフォーマンストレースの記録・解析、ネットワークやコンソールログの調査、スクリーンショット取得などブラウザ検証の主要機能をカバーしている点が信頼性の高さにつながっている
・MCPクライアントだけでなくスタンドアロンCLIとしても使え、既存のエージェント(Claude Code、Cursor等)にそのまま組み込める汎用性がトレンド入りの要因
・ブラウザ内容が暗号化されずMCPクライアントに渡される旨やCrUX APIとの通信について明示的に注意喚起しており、実運用を意識したドキュメント整備がされている",フロントエンド開発でAIエージェントに実際の画面を見せながらデバッグやE2Eテストを行わせる用途に直結します。既存のPlaywright/Puppeteerベースのテスト基盤と組み合わせ、AIによる自動UI検証やパフォーマンス回帰チェックのパイプラインに組み込めます。,Apache License 2.0,
llvm/llvm-project,LLVM,モジュール化・再利用可能なコンパイラおよびツールチェーン技術群であるLLVMの公式リポジトリです。中間表現(IR)を扱うコアLLVMに加え、C/C++/Objective-CフロントエンドのClang、C++標準ライブラリのlibc++、リンカのLLDなど、コンパイラ基盤に必要な主要コンポーネントを網羅しています。,https://github.com/llvm/llvm-project,304,"・596,000以上のコミット、スター4万超という規模が示す通り、20年以上続く成熟した基盤プロジェクトでありながら継続的に活発な開発とCI/CD、OpenSSF Best Practices認証を維持している
・フロントエンドから最適化パス、コード生成までをモジュール単位で再利用できるアーキテクチャにより、Rust、Swift、Julia、各種GPUコンパイラなど幅広い言語・ツールチェーンの基盤として採用されている
・Discordや定例office hoursなどコミュニティ運営が活発で、AI関連ツールチェーン(MLIR等)の需要拡大とともに継続的に注目を集めている",独自言語やDSLのコンパイラ開発、あるいは既存言語の最適化パス追加・静的解析ツール開発の基盤として直接利用できます。MLIRなどLLVMサブプロジェクトはAI/機械学習アクセラレータ向けコンパイラ基盤としても活用が広がっており、AI関連ハードウェア開発との親和性も高いです。,Apache License 2.0,
