リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
ayghri/i-have-adhd,Python,コーディングエージェントの出力を簡潔で行動指向な形式に変換するスキル/プラグイン。長い説明を避け、直近の次のステップや番号付き手順を優先して提示する。,https://github.com/ayghri/i-have-adhd,13737,"「まず行動可能なステップを示す」「箇条書きは5項目まで」など10のルールで冗長な前置きや定型句を排除
ADHDに配慮したUXという切り口が、AIエージェントの出力過多という共通の不満に刺さりトレンド入り
Claudeを含む複数のAIコーディングエージェントに適用可能なシンプルな設計",Claude Codeなどのエージェント出力を簡潔にしたい開発者が個人設定として導入できる。冗長な説明に時間を取られたくないパワーユーザー向けのUX改善スキルとして、他の出力整形系スキルと組み合わせて使えそう。,MIT License,
bilawalsidhu/gods-eye-view,JavaScript,ブラウザ上で動作するスパイ衛星シミュレーターで、実際のオープンデータを用いてリアルタイムの3D地球儀を可視化する。航空機・船舶・衛星の追跡、都市カメラの3D投影、地震・火災の監視などが行える。,https://github.com/bilawalsidhu/gods-eye-view,14777,"OpenSky・AISStream・CelesTrak・USGSなど複数のオープンデータソースをAPIキー不要で統合し、リアルタイム3D可視化を実現
AIによる音声操作や、サーマル/暗視/CRTなど複数のセンサーモード、映画的カメラワークを搭載
Google Maps連携によるフォトリアルな3D都市表示などのオプション強化も可能",OSINTや教育目的でのリアルタイム地球観測ダッシュボードとして利用できそうで、既存のFlightRadar24やMarineTrafficのようなサービスの統合版デモとして注目度が高い。,MIT License,
alibaba/open-code-review,Go,Alibabaグループ社内で使われてきたAI駆動のコードレビューCLIツール。Gitの差分を読み取り、設定可能なLLMエージェントに変更ファイルを送信して、行単位で精密なレビューコメントを生成する。決定論的なルールとAIエージェントの判断を組み合わせたハイブリッドアーキテクチャが特徴。,https://github.com/alibaba/open-code-review,8594,"ファイル選択や指摘位置にはハード制約、判断にはAIを用いるハイブリッド設計で高精度を実現
200件のPR・50リポジトリのベンチマークで、汎用エージェント比約1/9のトークン消費量ながら高精度を達成
Claude Code、Codex、Cursorなど既存のコーディングエージェントと連携するデリゲーションモードを搭載",社内のコードレビュー自動化パイプラインに組み込むことで、レビュー工数とコストの両方を削減できそう。既存のCI/CDやコーディングエージェントと組み合わせれば、PRごとの自動レビューを低コストで実現できる可能性がある。,Apache License 2.0,
affaan-m/ECC,JavaScript,ECCは、Claude Code・Codex・Opencode・Cursorなど複数のコーディングエージェント向けの「エージェントハーネス性能最適化システム」。スキル・インスティンクト・メモリ・セキュリティ・リサーチファースト開発を統合し、「計画→テスト→実装→レビュー→検証→記憶→改善」という一連のワークフローを提供する。,https://github.com/affaan-m/ECC,5292,"68体の専門エージェントと292個の再利用可能スキル、94個のレガシーコマンドシムを同梱する大規模な構成
複数のコーディングハーネス間でコンテキストを共有する統合メモリボールトと、継続学習・自動フック
AgentShieldによるセキュリティスキャンを組み込み、テスト駆動開発やフレッシュコンテキストからのレビューを強制",複数のAIコーディングエージェントを併用しているチームが、ワークフローやメモリを統一するための基盤として使えそう。既存のClaude CodeやCursorのプラグイン体系を拡張し、エージェント運用の生産性・品質管理を強化する取り組みとして注目される。,MIT License,
openai/plugins,JavaScript,OpenAI(Codex)向けプラグインのサンプルを集めたキュレーションリポジトリ。各プラグインはマニフェストファイルと、スキルやアプリ設定、MCPファイルなどの付随機能を含む。,https://github.com/openai/plugins,771,"Figma・Notion・iOS/macOS/Webアプリ開発・Expo・Netlify・Remotion・Google Slidesなど多様な統合例を提供
OpenAIによる公式のプラグイン/エージェント拡張のリファレンス実装群という点で注目を集める
MCPファイルやアプリ設定を組み合わせた、エージェント向け拡張のベストプラクティス集としての側面",Codexやその他のエージェントにカスタムツール・外部サービス連携を追加する際のテンプレートとして活用できる。Claude向けのMCPサーバーやスキル開発と設計思想を比較する参考資料としても有用。,,
mksglu/context-mode,TypeScript,AIコーディングエージェント向けのMCPサーバーで、ツール出力によるコンテキストウィンドウの圧迫を防ぐ「コンテキストサンドボックス化」を行う。生のツール出力をサブプロセスで実行し、要点だけを会話に返すことで最大98%のトークン削減を実現し、SQLite+FTS5による永続メモリでセッション圧縮後も作業状態を復元できる。,https://github.com/mksglu/context-mode,1612,"56KBのツール出力を299バイトまで圧縮するサンドボックス実行方式
SQLite/FTS5+BM25によるセッション横断の永続メモリと圧縮復旧フック
Claude Code、Cursor、VS Code Copilotなど17プラットフォームに対応したマルチエージェント連携",長時間・大規模なコーディングエージェントセッションでコンテキスト枯渇を防ぐ基盤として導入できそうで、既存のMCPエコシステムやエージェント開発ワークフローの効率化ツールと組み合わせやすい。,ELv2 License,
Tencent/WeKnora,Go,WeKnoraはTencentが公開するエンタープライズ向けLLM知識プラットフォームで、生ドキュメントをRAGベースの質問応答、自律的なReActエージェント、Wikiページ・ナレッジグラフ自動生成が可能な検索可能システムへと変換する。,https://github.com/Tencent/WeKnora,3034,"PDF、Word、画像、Excel、XMindなど10種類以上のマルチモーダルドキュメント解析
LLM・ベクトルDB・ストレージを差し替え可能なモジュラーアーキテクチャと20以上のLLMプロバイダ対応
Docker/E2B/Cubeによるスキルサンドボックスやセッション横断の長期記憶、Langfuse連携による可観測性",社内文書やマニュアルを対象としたナレッジベース構築・FAQ自動応答システムとして導入しやすい。WeCom/Feishu/Slack/Telegramなど複数のIMチャネルと連携できるため、既存の社内コミュニケーションツールへのRAG機能組み込みにも適している。,MIT License,
obra/superpowers,Shell,コーディングエージェント向けの体系立った開発方法論とスキル集を提供するフレームワーク。要件のブレインストーミングからGit worktreeでの作業分離、計画立案、サブエージェントによる実装、TDD、コードレビュー、ブランチ完了までの一連の開発フローをエージェントに実行させる。,https://github.com/obra/superpowers,4023,"ブレインストーミング→計画→実装→TDD→レビューという7段階のワークフローを標準化
Claude Code、Cursor、Devin、Geminiなど複数のコーディングエージェントに対応する再利用可能なスキル群
RED-GREEN-REFACTORサイクルの強制やサブエージェントによる2段階レビューなど品質担保の仕組み",チームでAIエージェントに開発を任せる際の標準運用ルールとして導入でき、既存のプロジェクト管理・CI/CDフローに組み込みやすい。属人的になりがちなエージェント運用を型化する取り組みとして注目度が高い。,MIT License,
DietrichGebert/ponytail,JavaScript,AIエージェントに「怠惰なシニアエンジニア」のように振る舞わせ、必要最小限のコードしか書かせないためのプラグイン。実装前に既存コードの再利用や標準ライブラリ・依存関係の活用を検討させる「判断のはしご(decision ladder)」を適用する。,https://github.com/DietrichGebert/ponytail,7218,"実装前チェックとして存在確認→再利用→標準ライブラリ→ネイティブ機能→依存関係→1行実装という7段階のはしごを適用
ベンチマークでコード量約54%削減、実行コスト約20%削減、完了速度約27%向上を報告
Claude Code、Codex、Cursorなど20以上のエージェントに対応するマルチエージェント設計",AIによる過剰な自動生成コードやYAGNI違反を抑えたいチームに向いており、既存のコーディングエージェント運用にフックとして追加しやすい。コード量とコストの両面での改善効果が定量的に示されている点がトレンド入りの理由と考えられる。,MIT License,
max-sixty/worktrunk,Rust,Git worktreeの管理を簡素化するRust製CLIツールで、並列で動くAIエージェントのワークフローを念頭に設計されている。ブランチ名での切り替え、状態一覧表示、squash・rebase・クリーンアップを自動化するマージ機能などを提供する。,https://github.com/max-sixty/worktrunk,998,"switch/list/mergeの3コマンドでネイティブGit worktreeの煩雑さを解消
作成時・マージ前後のフックによるワークフロー自動化とLLMによるコミットメッセージ生成
worktreeごとのポート割り当てやPRチェックアウト(wt switch pr:123)など複数エージェント並行開発向けの機能",複数のAIコーディングエージェントを同時に走らせて並行開発する体制で、ブランチ・作業ツリー管理を効率化する目的で導入できそうである。並列AIエージェント運用というトレンドに合致したツールとして支持を集めていると考えられる。,MIT License OR Apache License 2.0,
