リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
tt-a1i/archify,JavaScript,コードベースやシステム仕様の説明から、アーキテクチャ図・ワークフロー図・シーケンス図・データフロー図・ライフサイクル図を自己完結型HTMLとして生成するAIエージェント向けスキルです。アニメーションと高精細なエクスポートに対応します。,https://github.com/tt-a1i/archify,25469,"・JSON中間表現(IR)を経由した決定論的コンパイルにより、生成→検証→プレビュー→納品という再現性の高いパイプラインを実現
・検索・経路トレース・上流/下流の依存分析・ガイド付きストーリー再生など、単なる静止画にとどまらないインタラクティブなビューアーを内蔵
・Before/Afterのアーキテクチャ差分比較や、ソースファイルへのGit検証済みリンク付きノードなど、""裏付けのある""図解を重視する設計がエンジニアに支持されている",Claude CodeやCursor、Codex CLIなど複数のコーディングエージェントにスキルとして組み込み、設計レビューやオンボーディング資料の自動生成に活用できます。手作業でのdraw.io作図やMermaid記述の手間を省き、実装との乖離を検証付きで防ぎたいチームに向いています。,MIT License,
anthropics/claude-plugins-community,Python,Claude CoworkとClaude Code向けのコミュニティプラグインマーケットプレイスの読み取り専用ミラーリポジトリです。Anthropic内部のレビューパイプラインでセキュリティスキャンと承認を経たプラグインが毎晩同期されます。,https://github.com/anthropics/claude-plugins-community,1634,"・`.claude-plugin/marketplace.json`にプラグイン一覧を保持し、`claude plugin marketplace add`コマンドで簡単に追加できる公式配布経路
・直接のGitHubプルリクエストは自動クローズされ、提出は専用フォーム経由のみという審査済みプラグインの品質担保の仕組み
・Claude Code/Cowork双方のエコシステム拡大を象徴するリポジトリとして、公式プラグイン(claude-plugins-official)と並びコミュニティ製プラグインの流通を支えている",Claude CodeユーザーがサードパーティのMCPサーバーやワークフロー拡張を探す際のカタログとして活用できます。自作のスキルやプラグインを公開したい開発者にとっては、審査フローと配布の実例として参考になります。,Apache License 2.0,
cursor/plugins,TypeScript,AIコードエディタCursor向けプラグインの公式仕様書兼マーケットプレイスリポジトリです。開発ツールやSaaS連携(Gmail、Slack代替、GitHub、Salesforce等)向けプラグインをマニフェスト形式で管理します。,https://github.com/cursor/plugins,1377,"・ルートの`marketplace.json`と各プラグインごとの`plugin.json`、SKILL.md、Cursor rules(.mdc)、MCPサーバー定義という標準化された多層マニフェスト構造
・""Thermos""(セキュリティ監査)や""Orchestrate""(並列クラウドエージェントへのタスク分散)など、エージェント運用を前提にした先進的な公式プラグイン群がラインナップ
・Claude Codeのプラグイン/スキル仕様と類似した設計思想を持ち、AIコーディングツール間での規格収斂を示す事例として注目されている",Cursorを使う開発チームが業務ツール連携やコードレビュー強化のプラグインを探す際のカタログとして利用できます。SKILL.mdやMCP定義の書き方は、Claude Code向けプラグイン開発時の設計比較にも参考になります。,MIT License,
THU-MAIC/OpenMAIC,TypeScript,OpenMAICは、トピックや資料(PDF・PPT・音声・動画など)からワンクリックでインタラクティブな多人数教室を生成できるオープンソースプラットフォームです。AI教師とAIクラスメイトが発話やホワイトボード描画を行いながらリアルタイムに議論する、没入型の学習体験を提供します。,https://github.com/THU-MAIC/OpenMAIC,8014,"・Next.js 16 / React 19 + LangGraphによるマルチエージェント状態機械で、スライド・クイズ・インタラクティブHTMLシミュレーションなど多様な授業シーンを自動生成
・10以上のLLMプロバイダーに対応するプロバイダーニュートラル設計と、PowerPoint/HTMLへのエクスポート機能
・Feishu・Slack・Discord・Telegramなどチャットプラットフォームと連携し、ターミナルなしで教室を生成できる「Pro Workbench」を搭載",教育コンテンツ制作者やeラーニング事業者が、講義資料から自動的にインタラクティブな授業動画・教材を作る用途に使えます。清華大学発のプロジェクトであり、複数のAIエージェントが協調して教育体験を作るLangGraphベースのマルチエージェント教育応用の好例といえます。,MIT License,
freestylefly/awesome-gpt-image-2,JavaScript,GPT Image 2向けの「Prompt as Code」を掲げる産業レベルのプロンプトエンジニアリング・ライブラリです。540件超のリバースエンジニアリング済み生成事例と20種類以上の実運用テンプレートを、UI・広告・製品・建築・人物など12カテゴリに整理しています。,https://github.com/freestylefly/awesome-gpt-image-2,10669,"・プロンプトを散文ではなく被写体・光・素材・レイアウトなどに分解した「アトミックスキーマ」として構造化し、再利用可能なプロトコル化を志向
・Claude Code等のエージェントから直接スタイルライブラリを呼び出せるagent skill化やnpmパッケージ配布に対応し、画像生成プロンプトを""コード資産""として管理できる
・Vite+React製のギャラリーサイト(Supabase/Vercel Functions、Stripe/Alipay課金)まで用意し、OSSプロンプト集を超えたプロダクトとして展開している点がトレンド入りの要因",広告・EC・ブランディング向けの画像生成ワークフローに組み込み、プロンプト作成の試行錯誤を大幅に削減できそうです。既存のAIエージェント開発フローにスキルとして組み込むことで、デザイナー以外のエンジニアでも一定品質のビジュアル生成が可能になる点が実務的です。,MIT License,
omacom/omarchy,Shell,Omarchyは、Ruby on Railsの生みの親であるDHH氏が手がける、美しさと使いやすさを重視したArch Linuxベースのディストリビューションです。デスクトップ環境からターミナル、Neovim、AI連携ツールまでを一括で設定済みの状態で提供し、開発者がすぐに作業を始められる環境を目指しています。macOSからの移行者や、こだわりのある開発環境を求めるユーザーを主な対象としています。,https://github.com/omacom/omarchy,6006,"・DHH氏という著名な開発者が主導しており、コミュニティの関心が非常に高い
・テーマ、ホットキー、クリップボード管理、画面録画などデスクトップ体験を細部までモジュール化して設定済みで提供
・51章に及ぶ詳細なマニュアルと活発なIssue/PR活動を持ち、開発ツール一式がすぐ使える「オピニオネイテッド」な設計思想が特徴",「すぐに開発を始められるLinux環境」を求める開発者にとって、個別にdotfilesやツールを設定する手間を省ける点が魅力です。Hyprland系のリッチなデスクトップ環境構築の参考実装としても活用でき、既存のArch Linuxセットアップスクリプトや自作dotfilesの改善にもヒントを与えてくれるプロジェクトです。,MIT License,
tashfeenahmed/freellmapi,TypeScript,FreeLLMAPIは、34の無料LLMプロバイダーが提供する合計635の無料モデルエンドポイントを一つのOpenAI互換APIに集約するルーターです。月間74億トークン相当の無料枠を横断的に扱えるようにし、複数のAPIキーやプロバイダーごとの制限を個別に管理する手間をなくします。Claude Code、Cline、Continue、Aiderなど各種コーディングエージェントからもそのまま利用できます。,https://github.com/tashfeenahmed/freellmapi,3452,"・信頼性や速度指標に基づく自動ルーティングとフェイルオーバー機能で、レート制限に達したプロバイダーを自動的に回避
・認証情報をAES-256-GCMで暗号化保存し、単一の統合APIトークンでアクセスできるセキュリティ設計
・チャット補完だけでなく埋め込み、画像・動画生成、音声書き起こしなどマルチモーダルにも対応し、60言語対応のダッシュボードも搭載",無料枠のLLM APIを複数併用してコストを抑えたい個人開発者やハッカソン参加者にとって非常に有用なツールです。既存のOpenAI SDKベースのアプリケーションにエンドポイントを差し替えるだけで導入できるため、プロトタイピングやサイドプロジェクトでのAPIコスト削減に直結する使い方が期待できます。,MIT License,
K-Dense-AI/scientific-agent-skills,Python,scientific-agent-skillsは、Claude Code・Cursor・Codexなどのエージェントに科学研究のワークフローを実行させるための165以上の検証済みスキルを集めたライブラリです。生物学・化学・医学など幅広い研究領域をカバーし、RDKitやScanpyなど主要な科学系Pythonパッケージのスキルも含まれます。,https://github.com/K-Dense-AI/scientific-agent-skills,6962,"・70以上のPythonパッケージスキル(RDKit、Scanpy、PyTorch Lightning等)に加え、Benchling・DNAnexus・OMERO・Opentronsなどラボ機器/プラットフォーム連携スキルも収録
・PubChem、ChEMBL、UniProt、ClinicalTrials.govなど100以上の科学・臨床データベースへのアクセスをスキル化
・npx skills add、GitHub CLI、Agent Pluginsなど複数のインストール方式に対応し、週次のAIによるセキュリティスキャンとテストスイートで品質を担保",創薬・ゲノミクス・臨床研究などに取り組む研究者が、AIエージェントに分子ドッキングや単一細胞解析、臨床試験動向調査といった専門的な解析タスクを任せる際の即戦力スキル集として活用できます。汎用LLMエージェントを専門分野に特化させる「エージェントスキル」トレンドを象徴するプロジェクトです。,MIT License,
rohitg00/ai-engineering-from-scratch,Python,AI Engineering from Scratchは、数学の基礎から自律型AIシステムの本番運用までを体系的に学べる、無料でオープンソースのAIエンジニアリング教育カリキュラムです。523レッスン・約342時間分のコンテンツが20のフェーズに分けて構成されており、Python・TypeScript・Rust・Juliaを用いた実装を通じて学習します。,https://github.com/rohitg00/ai-engineering-from-scratch,3427,"・フレームワークに頼らず、逆伝播やトークナイザー、アテンション機構などを「自分の手で実装する」ビルドファーストの学習方針が特徴
・MCP(Model Context Protocol)開発やエージェントエンジニアリングなど、最新トレンドを踏まえた学習パスを用意
・各レッスンごとにプロンプト、エージェントスキル、MCPサーバーなど再利用可能な成果物が得られる実践重視の構成",AIエンジニアとしてのスキルを体系立てて学び直したいエンジニアや、社内研修教材として活用したいチームに向いています。理論だけでなく実装コードが伴うため、既存のAI/MLコースと組み合わせて実践演習として利用したり、MCPサーバー開発の入門教材として参照する使い方も考えられます。,MIT License,
every-app/open-seo,TypeScript,OpenSEOは、SemrushやAhrefsのような高額な商用SEOツールに代わるオープンソースのSEOプラットフォームです。DataForSEOのAPIキーを自分で用意する従量課金モデルを採用しており、キーワードリサーチ、順位トラッキング、競合分析、被リンク分析、サイト監査、AI検索での可視性評価などの機能を提供します。,https://github.com/every-app/open-seo,2625,"・MCPサーバーとエージェントスキルを通じてClaude CodeなどのAIエージェントから直接SEOデータにアクセスできるAIネイティブな設計
・Docker(個人利用)やCloudflare(チーム向けセルフホスト)など柔軟なデプロイ形態に対応
・高額な月額課金ではなく実費のAPI利用料のみで済むコスト構造により、既存の高価なSEO SaaSの代替として注目",スタートアップや個人開発者が、Semrush・Ahrefsの高額なサブスクリプション費用を避けつつSEO分析を行いたい場合に有力な選択肢となります。自社のマーケティングダッシュボードに組み込んだり、Claude Code経由でSEO改善提案を自動生成するワークフローに統合するといった活用が考えられます。,MIT License,
