リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
ayghri/i-have-adhd,Python,コーディングエージェントの出力を「ADHDフレンドリー」に整形するスキル/プラグインです。前置きや余計な説明を省き、結論となる具体的な次の一手を先頭に示す10個のルールに基づいて応答を再構成します。Claude、Cursor、Codexなど複数のAIコーディングツールに対応した設定ファイル(.claude-plugin、.codex-plugin など)を同梱しています。,https://github.com/ayghri/i-have-adhd,17658,"・冗長な前置き・後書きを排除し、実行可能なコマンドやファイル行を先頭に出す独自ルールセットを持つ
・単一のスキルで主要なコーディングエージェント(Claude Code、Cursor、Kimiなど)を横断的にサポート
・45.7kスター超と非常に高い支持を集め、AIの「話が長すぎる」問題への実用的な解決策として急速に拡散した",長文の説明で回答の要点を見失いがちな開発者や、AIエージェントの出力を素早く実行に移したいチームに向いています。既存のClaude Code/Cursorのワークフローにそのまま追加でき、レビューや修正指示のやり取りを大幅に短縮できそうです。他のエージェント運用最適化系スキル(context-mode、ponytailなど)と組み合わせて使うことも考えられます。,MIT License,
bilawalsidhu/gods-eye-view,JavaScript,ブラウザ上でフォトリアリスティックな3D地球儀を描画し、航空機・船舶・衛星・地震・火災・公開カメラなどの実データをリアルタイムに可視化するスパイ衛星シミュレーターです。CesiumJSとGoogle 3D Tilesを用い、OpenAIのRealtime APIによる音声操作にも対応しています。,https://github.com/bilawalsidhu/gods-eye-view,14403,"・OpenSky、AISStream、CelesTrak、USGSなど複数の公開データソースを統合し、1万機超の航空機や838基以上の衛星をリアルタイム追尾
・SGP4軌道伝播計算や地形考慮の位置計算、CRT/暗視/FLIRなどGLSLシェーダーによる多彩な視覚モードを実装
・OpenAI Realtime APIと28種類のツールによる音声操作コックピットモードなど、AIエージェント連携のUXが目を引く",地理空間データの可視化デモや教育コンテンツ、OSINT・防災モニタリングのプロトタイプ用途に応用できそうです。フレームワークを使わないVanilla JS構成のため、Cesiumベースの独自ダッシュボードを作る際の実装リファレンスとしても有用です。音声操作×3D可視化という組み合わせは、AIエージェントによる複雑なUI操作の好例として注目されています。,MIT License,
affaan-m/ECC,JavaScript,Claude Codeなどのコーディングエージェント向けに、計画・実装・テスト・レビュー・検証・学習という一連のエンジニアリングワークフローをまるごと提供する「エージェントハーネスOS」です。68種のエージェント、292のスキル、94のコマンドをパッケージ化し、プラグインとして導入できます。,https://github.com/affaan-m/ECC,6085,"・68エージェント・292スキル・94コマンドという大規模なライブラリで、毎回プロンプトでワークフローを組み立てる手間を排除
・フック・メモリ機構によりセッションをまたいだ学習とルールの永続適用を実現し、AgentShieldによるエージェント設定のセキュリティ監査機能も搭載
・Claude Code/Codexにネイティブ対応しつつCursorやGemini等にもアダプタを提供するマルチハーネス設計",個人のプロンプト集を使い回すのではなく、チーム全体で標準化されたエージェント運用基盤を導入したい場合に適しています。TDDやセキュリティレビューなど既存の開発プロセスに組み込みやすく、AIエージェントの「性能最適化システム」という位置づけがトレンド入りの要因と考えられます。,MIT License,
openai/plugins,JavaScript,OpenAIのCodex向けプラグイン実装例を集めたキュレーションリポジトリです。各プラグインは`plugins/<name>/`配下に配置され、`.codex-plugin/plugin.json`マニフェストとスキルやMCP定義、コマンド、フックなどを組み合わせて構成されています。,https://github.com/openai/plugins,1233,"・Figma、Notion、Expo、Netlify、Remotion、Google Slidesなど実用的な外部サービス連携プラグインを多数収録
・iOS/macOS/Webアプリ開発向けのプラットフォーム特化ビルダーも用意され、Codexの拡張性を具体例で示す
・マーケットプレイス設定(`marketplace.json`)によりAPIキー利用者向けと通常利用者向けを分けて管理する仕組みを持つ",Codex向けに自社ツールとの連携プラグインを開発する際のテンプレート集として活用できます。OpenAIによる公式リポジトリという信頼性と、エージェント向けプラグインエコシステムの広がりを示す事例として注目されています。,,
DietrichGebert/ponytail,JavaScript,AIコーディングエージェントに「その場にいる一番怠け者のシニア開発者」のように考えさせ、過剰な実装を避けさせるためのスキルです。YAGNI原則から標準ライブラリ・既存コードの再利用・最小実装までの優先順位付きの判断ラダーをエージェントに注入します。,https://github.com/DietrichGebert/ponytail,7722,"・20以上のAIエージェント/IDE(Claude Code、Cursor、GitHub Copilotなど)で動作する横断的なスキル設計
・ベンチマークで平均54%のコード行数削減、20%のコスト削減、27%の生成速度向上を謳いつつ安全性チェックは100%維持と主張
・「怠惰なシニアエンジニア」という分かりやすいコンセプトでAIの過剰生成問題に切り込み、話題性の高さから急速に注目を集めた",AIエージェントが不要なライブラリ導入や過度に複雑な実装を提案しがちなプロジェクトに導入することで、コードレビューの負担軽減が期待できます。i-have-adhdやcontext-modeなど、他のエージェント挙動最適化系スキルと併用する運用が考えられます。,MIT License,
mksglu/context-mode,TypeScript,AIコーディングエージェントのコンテキストウィンドウを最適化するMCPサーバーです。ツールの生の出力をサンドボックス内に隔離し、会話履歴に大容量データが直接流れ込むのを防ぐことで、コンテキスト消費を大幅に削減します。,https://github.com/mksglu/context-mode,2241,"・ツール出力をサブプロセスのサンドボックスに隔離し、コンテキスト消費を最大98%削減すると主張
・SQLite+FTS5によるセッション永続化と全文検索で、コンパクト後もセッション情報をインデックス経由で復元可能
・ctx_execute等のコード実行型分析やBM25ランキング付きナレッジベース(ctx_index/ctx_fetch_and_index)など11種のMCPツールを提供し、17以上のプラットフォームに対応",ログやAPIレスポンスなど大容量出力を扱う長時間セッションで、コンテキスト圧迫によるエージェントの性能劣化を防ぎたい場合に有効です。Claude CodeやGitHub Copilot CLIなど複数エージェントを横断して使えるため、エージェント運用基盤の一部として組み込む運用が考えられます。,Elastic License 2.0,
heygen-com/hyperframes,TypeScript,HTML・CSS・アニメーションを決定論的なMP4動画に変換する、AIエージェント向けのオープンソースフレームワークです。React等を使わず標準的なHTMLで動画構成を記述でき、ヘッドレスChromeでフレームをキャプチャし、FFmpegでエンコードするパイプラインを備えます。,https://github.com/heygen-com/hyperframes,5052,"・ビルド不要のプレーンHTML+データ属性による動画構成記述と、同一入力から常に同一出力を得られる決定論的レンダリング
・GSAP、Lottie、Three.js、Anime.js、Web Animations APIなど複数のアニメーションライブラリに対応するアダプタ設計
・AWS Lambdaを利用した分散レンダリングやCLIによるスキャフォールディング・リント・プレビュー機能を持ち、AIエージェントによる動画生成ワークフローに特化",AIエージェントに自動でプロモーション動画やUIデモ動画を生成させるパイプラインに組み込める点が特徴です。動画生成をCI/CDに乗せられる決定論的な出力特性は、これまで難しかった「動画のテスト・自動生成」を実現する動きとして注目されます。HeyGenという動画AI企業発のOSSである点も信頼性につながっています。,Apache License 2.0,
tt-a1i/archify,JavaScript,コードベースやシステムの説明から、アーキテクチャ図・ワークフロー図・シーケンス図などをインタラクティブなHTML/SVGとして自動生成するAIエージェント向けスキルです。エージェントが型付きJSONを生成し、Archifyがそれを検証・コンパイルして図を出力します。,https://github.com/tt-a1i/archify,9868,"・アーキテクチャ、ワークフロー、シーケンス、データフロー、ライフサイクルの5種類の図と4つのビジュアルプリセット、ダーク/ライトテーマに対応
・型付きJSON中間表現(IR)と機械可読なエラーレシート付きの決定論的バリデーションにより、再現性の高い図の生成を保証
・ノード検索や経路トレース、Gitコミットに紐づくエビデンス付きノード、PRレビュー向けの「Architecture Delta」機能など実務寄りの機能を搭載",設計ドキュメントやPRレビューの際に、コードから自動で正確な構成図を生成したいチームに向いています。手書きの図がコードと乖離しがちな問題を、検証済みJSONを介した自動生成で解消するアプローチが、ドキュメント自動化トレンドの中で評価されていると考えられます。,MIT License,
openai/skills,Python,OpenAIのCodex向けに、再利用可能な指示・スクリプト・リソースをまとめた「エージェントスキル」を集約したカタログリポジトリです。system(自動インストール)、curated(コミュニティ審査済み)、experimental(実験的)の3階層でスキルを分類・提供しています。,https://github.com/openai/skills,1350,"・スキルを名前指定・フォルダパス指定・GitHub URL指定の3通りの方法でインストールでき、`$skill-installer`ツールから柔軟に配備可能
・「一度書けばどこでも使える」という思想のもと、Codexが繰り返しタスクを一貫して処理できるようにする仕組みを提供
・リポジトリ上ではメンテナンス終了のアナウンスがあり、後継としてopenai/pluginsへの移行が案内されている",Codexで特定業務を自動化するスキルを探す際のカタログとして参照できますが、現在は非推奨とされているため、新規導入には後継のopenai/pluginsを検討するのが妥当です。両リポジトリを比較することで、OpenAIのエージェント拡張機構がプラグイン方式へ移行した経緯を追うことができます。,,
microsoft/markitdown,Python,PDF、Word、PowerPoint、Excel、画像、音声、HTMLなど多様なファイル形式をMarkdownに変換するPython製ツール。LLMや検索パイプラインへの入力に最適化されており、見出しや表、リンクなどの文書構造を保持したまま軽量なテキストに変換する。CLI・Pythonライブラリ・MCPサーバーの3通りで利用できる。,https://github.com/microsoft/markitdown,4604,"・OCRやAzure Document Intelligence/Content Understandingとの連携により、画像内テキストや動画からの構造化抽出にも対応
・プラグイン機構で対応フォーマットを拡張可能で、Microsoft製という信頼性も相まって採用が広がっている
・MCPパッケージとして提供されており、Claudeなどのエージェントがファイルを直接読み込んでMarkdown化する用途に直結する",RAGパイプラインの前処理やドキュメント検索基盤の構築に即座に組み込める。既存のPDF/Office解析ライブラリを置き換える形で社内ナレッジベースの自動Markdown化に使えそう。MCP対応によりClaude Codeなどのエージェントワークフローにもそのまま統合できる点が実用的。,MIT License,
