rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,mattpocock/skills,https://github.com/mattpocock/skills,Skills for Real Engineers. Straight from my .agents directory.,Shell,229629,19628,3362,daily,all,2026-08-22T02:16:33+00:00,MIT,
2,mahlernim/google-timeline-visualizer,https://github.com/mahlernim/google-timeline-visualizer,Visualize your year in travel using your Google Location History (Timeline) data,Kotlin,2247,263,1053,daily,all,2026-08-22T02:16:33+00:00,MIT,
3,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,利用 AI 大模型和自动化工作流，根据主题或关键词一键生成高清短视频。Generate HD short videos from a topic or keyword with an automated AI workflow.,Python,113972,17292,1201,daily,all,2026-08-22T02:16:33+00:00,MIT,
4,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"⚡️A native, local-first alternative to Logitech Options+, written in Rust 🦀 — remap buttons, DPI, and SmartShift over HID++. No account, no telemetry.",Rust,12988,352,1380,daily,all,2026-08-22T02:16:33+00:00,Apache-2.0,
5,PostHog/posthog,https://github.com/PostHog/posthog,"🦔 PostHog is the leading platform for building self-driving products. Our developer tools – AI observability, analytics, session replay, flags, experiments, error tracking, logs, and more – capture all the context agents need to diagnose problems, uncover opportunities, and ship fixes. Steer it all from Slack, web, desktop, or the MCP.",Python,38306,3233,335,daily,all,2026-08-22T02:16:33+00:00,,
6,microsoft/TypeScript,https://github.com/microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,Go,110387,13743,65,daily,all,2026-08-22T02:16:33+00:00,Apache-2.0,
7,obra/superpowers,https://github.com/obra/superpowers,An agentic skills framework & software development methodology that works.,Shell,275677,24647,790,daily,all,2026-08-22T02:16:33+00:00,MIT,
8,santifer/career-ops,https://github.com/santifer/career-ops,"Open-source AI job search: scan job portals, evaluate listings with a structured A-F rubric into a 1.0-5.0 score, tailor your CV, track applications — runs locally in your AI coding CLI (Claude Code, Codex, OpenCode, Antigravity…)",JavaScript,67475,12872,921,daily,all,2026-08-22T02:16:33+00:00,MIT,
9,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,4421,367,388,daily,all,2026-08-22T02:16:33+00:00,,
10,modular/modular,https://github.com/modular/modular,The Modular Platform (includes MAX & Mojo),Mojo,28698,3054,913,daily,all,2026-08-22T02:16:33+00:00,,
11,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,241812,36657,357,daily,all,2026-08-22T02:16:33+00:00,MIT,
12,TryGhost/Ghost,https://github.com/TryGhost/Ghost,"Independent technology for modern publishing, memberships, subscriptions and newsletters.",JavaScript,54901,11904,32,daily,all,2026-08-22T02:16:33+00:00,MIT,
13,ruvnet/ruflo,https://github.com/ruvnet/ruflo,"🌊 The original agent meta-harness. Deploy intelligent multi-player swarms, coordinate autonomous workflows, and build conversational AI systems. Features adaptive memory, self-learning intelligence, RAG integration, and native Claude Code / Codex / Hermes and many more Integrated",TypeScript,68661,8247,140,daily,all,2026-08-22T02:16:33+00:00,MIT,
14,apache/maka,https://github.com/apache/maka,"Apache Maka (Incubating) is a local-first AI agent workspace. Model messages, tool calls, tool results, permission decisions, and termination events are recorded as an append-only log.",TypeScript,2036,243,148,daily,all,2026-08-22T02:16:33+00:00,Apache-2.0,
15,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,71773,16236,4,daily,all,2026-08-22T02:16:33+00:00,,
16,elder-plinius/OBLITERATUS,https://github.com/elder-plinius/OBLITERATUS,OBLITERATE THE CHAINS THAT BIND YOU,Python,7808,1433,63,daily,all,2026-08-22T02:16:33+00:00,AGPL-3.0,
17,microsoft/onnxruntime,https://github.com/microsoft/onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",C++,21467,4151,5,daily,all,2026-08-22T02:16:33+00:00,MIT,
