rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,"TencentDB Agent Memory is a team-level memory hub for AI Agents — turning conversations, docs, and code into four reusable memory assets (Chat Memory, Skill, LLM-Wiki, Code-Graph) that are governed, shared, and equipped across agents and frameworks.",TypeScript,12953,1227,1138,daily,all,2026-08-04T14:07:10+00:00,,
2,zhaoxuya520/reverse-skill,https://github.com/zhaoxuya520/reverse-skill,"Reverse Engineering / Authorized Penetration Testing / Security Research Skill Router Pack AI-powered routing + On-demand toolchain bootstrapping + Self-evolving knowledge base Supports Claude Code, Kiro, Cursor, Cline, and other AI coding clients 逆向/渗透/安全技能路由包 - AI 自动路由 + 按需自举工具链 + 自动进化经验库 | 支持 Claude Code / Kiro / Cursor / Cline 等代码 AI 客户端",PowerShell,17292,2401,2310,daily,all,2026-08-04T14:07:10+00:00,MIT,
3,firecrawl/pdf-inspector,https://github.com/firecrawl/pdf-inspector,"Fast Rust library for PDF inspection, classification, and text extraction. Intelligently detects scanned vs text-based PDFs to enable smart routing decisions.",Rust,9424,621,2524,daily,all,2026-08-04T14:07:10+00:00,MIT,
4,uber/ADR,https://github.com/uber/ADR,"ADR secures enterprise AI agents through observability, security benchmarking, and threat detection. Deployed at Uber.",Python,555,62,140,daily,all,2026-08-04T14:07:10+00:00,Apache-2.0,
5,obra/superpowers,https://github.com/obra/superpowers,An agentic skills framework & software development methodology that works.,Shell,266153,23795,617,daily,all,2026-08-04T14:07:10+00:00,MIT,
6,microsoft/generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,"21 Lessons, Get Started Building with Generative AI",Jupyter Notebook,116054,61524,784,daily,all,2026-08-04T14:07:10+00:00,MIT,
7,cypress-io/cypress,https://github.com/cypress-io/cypress,"Fast, easy and reliable testing for anything that runs in a browser.",TypeScript,50690,3621,6,daily,all,2026-08-04T14:07:10+00:00,MIT,
8,lyogavin/airllm,https://github.com/lyogavin/airllm,AirLLM 70B inference with single 4GB GPU,Jupyter Notebook,28029,3035,1716,daily,all,2026-08-04T14:07:10+00:00,Apache-2.0,
9,webpack/webpack,https://github.com/webpack/webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",JavaScript,65892,9521,8,daily,all,2026-08-04T14:07:10+00:00,MIT,
10,gabime/spdlog,https://github.com/gabime/spdlog,Fast C++ logging library.,C++,29348,5366,9,daily,all,2026-08-04T14:07:10+00:00,,
11,denoland/deno,https://github.com/denoland/deno,A modern runtime for JavaScript and TypeScript.,Rust,107996,6298,27,daily,all,2026-08-04T14:07:10+00:00,MIT,
12,usekaneo/kaneo,https://github.com/usekaneo/kaneo,"🎯 All you need. Nothing you don't. Open source project management that works for you, not against you.",TypeScript,7139,574,565,daily,all,2026-08-04T14:07:10+00:00,MIT,
13,livekit/agents,https://github.com/livekit/agents,A framework for building realtime voice AI agents 🤖🎙️📹,Python,12249,3464,432,daily,all,2026-08-04T14:07:10+00:00,Apache-2.0,
14,angular/angular,https://github.com/angular/angular,Deliver web apps with confidence 🚀,TypeScript,100730,27384,8,daily,all,2026-08-04T14:07:10+00:00,MIT,
15,tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,A utility-first CSS framework for rapid UI development.,TypeScript,96288,5524,30,daily,all,2026-08-04T14:07:10+00:00,MIT,
16,browser-use/video-use,https://github.com/browser-use/video-use,Edit videos with coding agents,Python,19043,2386,306,daily,all,2026-08-04T14:07:10+00:00,MIT,
17,esengine/DeepSeek-Reasonix,https://github.com/esengine/DeepSeek-Reasonix,DeepSeek-native AI coding agent for your terminal. Engineered around prefix-cache stability — leave it running.,Go,30566,1967,924,daily,all,2026-08-04T14:07:10+00:00,MIT,
18,EveryInc/compound-engineering-plugin,https://github.com/EveryInc/compound-engineering-plugin,"Official Compound Engineering plugin for Claude Code, Codex, Cursor, and more",TypeScript,23783,1944,33,daily,all,2026-08-04T14:07:10+00:00,MIT,
