rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,Generate HD short videos from a topic or keyword with an automated AI workflow,Python,106967,16221,1189,daily,,2026-08-18T08:01:35+00:00,MIT License,
2,usestrix/strix,https://github.com/usestrix/strix,Open-source AI penetration testing tool for identifying and resolving application vulnerabilities,Python,54616,5831,598,daily,,2026-08-18T08:01:35+00:00,Apache License 2.0,
3,nautechsystems/nautilus_trader,https://github.com/nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,26119,3389,120,daily,,2026-08-18T08:01:35+00:00,GNU Lesser General Public License v3.0,
4,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Long-term memory solution for agent coding CLIs and cross-vendor agent handoff support,Rust,2334,210,207,daily,,2026-08-18T08:01:35+00:00,MIT License,
5,mukul975/Anthropic-Cybersecurity-Skills,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,Structured cybersecurity skills for AI agents mapped to major frameworks including MITRE ATT&CK and NIST CSF,Python,28670,3460,198,daily,,2026-08-18T08:01:35+00:00,Apache License 2.0,
6,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Tool for discovering hundreds of language models and providers compatible with your hardware,Rust,32510,2010,198,daily,,2026-08-18T08:01:35+00:00,MIT License,
7,santifer/career-ops,https://github.com/santifer/career-ops,"Open-source AI job search system that scans portals, evaluates listings, and customizes applications locally",JavaScript,65085,12671,218,daily,,2026-08-18T08:01:35+00:00,MIT License,
8,jundot/omlx,https://github.com/jundot/omlx,LLM inference server with continuous batching and SSD caching optimized for Apple Silicon,Python,19119,1647,78,daily,,2026-08-18T08:01:35+00:00,Apache License 2.0,
9,immich-app/immich,https://github.com/immich-app/immich,High performance self-hosted photo and video management solution,TypeScript,111384,6588,175,daily,,2026-08-18T08:01:35+00:00,GNU Affero General Public License v3.0,
10,cordiverse/cordis,https://github.com/cordiverse/cordis,Meta-framework for spatiotemporal composability,TypeScript,5864,316,957,daily,,2026-08-18T08:01:35+00:00,MIT License,
11,agalwood/Motrix,https://github.com/agalwood/Motrix,A full-featured download manager,TypeScript,53305,4933,344,daily,,2026-08-18T08:01:35+00:00,MIT License,
