rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,fmtlib/fmt,https://github.com/fmtlib/fmt,A modern formatting library,C++,25242,3023,963,daily,,2026-09-04T06:36:19+00:00,MIT License,
2,mattpocock/skills,https://github.com/mattpocock/skills,Skills for Real Engineers. Straight from my .agents directory.,Shell,248040,21012,1601,daily,,2026-09-04T06:36:19+00:00,MIT License,
3,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,The agent that grows with you,Python,241025,49403,774,daily,,2026-09-04T06:36:19+00:00,MIT License,
4,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Makes your AI agent think like the laziest senior dev in the room.,JavaScript,123854,6689,2128,daily,,2026-09-04T06:36:19+00:00,MIT License,
5,anthropics/skills,https://github.com/anthropics/skills,Public repository for Agent Skills,Python,173790,20612,281,daily,,2026-09-04T06:36:19+00:00,Apache License 2.0,
6,affaan-m/ECC,https://github.com/affaan-m/ECC,The agent harness performance optimization system.,JavaScript,247446,37291,751,daily,,2026-09-04T06:36:19+00:00,MIT License,
7,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,why use many token when few token do trick — Claude Code skill,Go,103216,5996,543,daily,,2026-09-04T06:36:19+00:00,MIT License / Business Source License 1.1,
8,blader/humanizer,https://github.com/blader/humanizer,Agent skill that removes signs of AI-generated writing from text,Python,41797,3569,1208,daily,,2026-09-04T06:36:19+00:00,MIT License,
9,google-research/timesfm,https://github.com/google-research/timesfm,TimesFM pretrained time-series foundation model for forecasting.,Python,30793,2940,1618,daily,,2026-09-04T06:36:19+00:00,Apache License 2.0,
10,averygan/reclip,https://github.com/averygan/reclip,"Download videos from almost any website. Lightweight, self-hosted.",HTML,8530,1375,88,daily,,2026-09-04T06:36:19+00:00,MIT License,
11,bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,翻墙-科学上网,Kotlin,52412,8496,522,daily,,2026-09-04T06:36:19+00:00,,
12,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,92102,9816,264,daily,,2026-09-04T06:36:19+00:00,MIT License,
13,ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,Explain complex systems using visuals and simple terms.,,88492,9830,171,daily,,2026-09-04T06:36:19+00:00,CC BY-NC-ND 4.0,
14,magnitudedev/magnitude,https://github.com/magnitudedev/magnitude,Open source inference server that runs local models for agents.,TypeScript,2059,148,161,daily,,2026-09-04T06:36:19+00:00,Apache License 2.0,
15,Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills,Academic Research Skills for Claude Code: research through finalize,Python,46101,3609,496,daily,,2026-09-04T06:36:19+00:00,CC BY-NC 4.0,
16,Gitlawb/openclaude,https://github.com/Gitlawb/openclaude,runs anywhere. uses anything,TypeScript,32417,9025,451,daily,,2026-09-04T06:36:19+00:00,MIT License,
17,debpalash/VoiceStudio,https://github.com/debpalash/VoiceStudio,Open-source ElevenLabs alternative for voice work and creation.,Python,16623,2233,1672,daily,,2026-09-04T06:36:19+00:00,GNU Affero General Public License v3.0,
18,f/prompts.chat,https://github.com/f/prompts.chat,"Share, discover, and collect prompts. Free and open source.",HTML,169142,21769,168,daily,,2026-09-04T06:36:19+00:00,MIT License,
19,obra/superpowers,https://github.com/obra/superpowers,An agentic skills framework & software development methodology.,Shell,281466,25213,462,daily,,2026-09-04T06:36:19+00:00,MIT License,
