rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,"Use Claude Code, Codex, Pi, and OpenCode for free (1.3B+ free tokens) from your terminal, app, IDE, or phone like OpenClaw",Python,49319,8035,891,daily,,2026-08-25T07:12:40+00:00,MIT License,
2,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,117511,17931,1994,daily,,2026-08-25T07:12:40+00:00,Apache License 2.0,
3,MadsLorentzen/ai-job-search,https://github.com/MadsLorentzen/ai-job-search,The job search that runs on your machine. AI job application framework built on Claude Code,Python,34400,11951,434,daily,,2026-08-25T07:12:40+00:00,MIT License,
4,multica-ai/andrej-karpathy-skills,https://github.com/multica-ai/andrej-karpathy-skills,"A single CLAUDE.md file to improve Claude Code behavior, derived from Andrej Karpathy's observations on LLM coding pitfalls",,206754,21102,588,daily,,2026-08-25T07:12:40+00:00,MIT,
5,makeplane/plane,https://github.com/makeplane/plane,"Open-source Jira, Linear, Monday, and ClickUp alternative. Plane is a modern project management platform",TypeScript,58103,5500,243,daily,,2026-08-25T07:12:40+00:00,GNU Affero General Public License v3.0,
6,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,The agent that grows with you,Python,236019,47616,896,daily,,2026-08-25T07:12:40+00:00,MIT License,
7,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code,Python,1474,161,489,daily,,2026-08-25T07:12:40+00:00,Apache License 2.0,
8,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"A native, local-first alternative to Logitech Options+, written in Rust — remap buttons, DPI, and SmartShift",Rust,16072,440,1097,daily,,2026-08-25T07:12:40+00:00,Apache License 2.0 / MIT License(デュアルライセンス),
9,apache/maka,https://github.com/apache/maka,"Apache Maka (Incubating) is a local-first AI agent workspace. Model messages, tool calls, tool results",TypeScript,3037,311,411,daily,,2026-08-25T07:12:40+00:00,Apache License 2.0,
10,PostHog/posthog,https://github.com/PostHog/posthog,"PostHog is the leading platform for building self-driving products with AI observability, analytics, session replay",Python,39072,3278,83,daily,,2026-08-25T07:12:40+00:00,MIT License,
11,openclaw/openclaw,https://github.com/openclaw/openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way.,TypeScript,387505,81352,173,daily,,2026-08-25T07:12:40+00:00,MIT License,
12,AgriciDaniel/claude-obsidian,https://github.com/AgriciDaniel/claude-obsidian,Self-organizing AI second brain for Obsidian + Claude Code that drops any source into a connected knowledge graph,Python,12137,1352,310,daily,,2026-08-25T07:12:40+00:00,MIT License,
13,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,48455,8516,349,daily,,2026-08-25T07:12:40+00:00,MIT License,
14,basecamp/omarchy,https://github.com/basecamp/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,30455,3091,1056,daily,,2026-08-25T07:12:40+00:00,MIT License,
15,tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,7.4 billion tokens per month. 34 free LLM providers backing one /v1 endpoint with smart routing and automatic failover,TypeScript,19961,2889,174,daily,,2026-08-25T07:12:40+00:00,MIT License,
16,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",Rust,66168,3142,175,daily,,2026-08-25T07:12:40+00:00,AGPL-3.0 License,
17,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code | GPT-Image2 industrial-grade prompt engine with 530+ cases and 20+ production templates,JavaScript,16093,1687,2449,daily,,2026-08-25T07:12:40+00:00,MIT License,
18,VoltAgent/awesome-agent-skills,https://github.com/VoltAgent/awesome-agent-skills,"A curated collection of 1000+ agent skills compatible with Claude Code, Codex, Gemini CLI, Cursor",,32060,3411,602,daily,,2026-08-25T07:12:40+00:00,MIT License,
19,tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,"Your Personal AI super intelligence with local-first memory, agent fleet orchestration, and deep research capabilities",Rust,37426,3713,515,daily,,2026-08-25T07:12:40+00:00,GNU General Public License v3.0,
