rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,cloudflare/computer,https://github.com/cloudflare/computer,Give your agent a computer 👾,TypeScript,2846,129,796,daily,all,2026-08-05T23:51:27+00:00,MIT,
2,huangruiteng/loopx,https://github.com/huangruiteng/loopx,"Lightweight loop engineering state kernel for long-running AI agent teams. Agent-loop agnostic across Codex, Claude Code, and other coding agents, with durable goals, quota-aware auto-wake, executable todos, evidence logs, and verifiable handoffs.",Python,2084,161,327,daily,all,2026-08-05T23:51:27+00:00,MIT,
3,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,"TencentDB Agent Memory is a team-level memory hub for AI Agents — turning conversations, docs, and code into four reusable memory assets (Chat Memory, Skill, LLM-Wiki, Code-Graph) that are governed, shared, and equipped across agents and frameworks.",TypeScript,15026,1366,1891,daily,all,2026-08-05T23:51:27+00:00,,
4,donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.,Python,361500,57648,304,daily,all,2026-08-05T23:51:27+00:00,,
5,firecrawl/pdf-inspector,https://github.com/firecrawl/pdf-inspector,"Fast Rust library for PDF inspection, classification, and text extraction. Intelligently detects scanned vs text-based PDFs to enable smart routing decisions.",Rust,11416,760,1583,daily,all,2026-08-05T23:51:27+00:00,MIT,
6,esengine/DeepSeek-Reasonix,https://github.com/esengine/DeepSeek-Reasonix,DeepSeek-native AI coding agent for your terminal. Engineered around prefix-cache stability — leave it running.,Go,31571,2027,747,daily,all,2026-08-05T23:51:27+00:00,MIT,
7,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,81965,8821,203,daily,all,2026-08-05T23:51:27+00:00,MIT,
8,obra/superpowers,https://github.com/obra/superpowers,An agentic skills framework & software development methodology that works.,Shell,267280,23878,931,daily,all,2026-08-05T23:51:27+00:00,MIT,
9,roboflow/supervision,https://github.com/roboflow/supervision,We write your reusable computer vision tools. 💜,Python,48905,4618,132,daily,all,2026-08-05T23:51:27+00:00,MIT,
10,vercel/next.js,https://github.com/vercel/next.js,The React Framework,JavaScript,141536,31680,144,daily,all,2026-08-05T23:51:27+00:00,MIT,
11,tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,A utility-first CSS framework for rapid UI development.,TypeScript,96839,5547,408,daily,all,2026-08-05T23:51:27+00:00,MIT,
12,uber/ADR,https://github.com/uber/ADR,"ADR secures enterprise AI agents through observability, security benchmarking, and threat detection. Deployed at Uber.",Python,1027,85,354,daily,all,2026-08-05T23:51:27+00:00,Apache-2.0,
13,lyogavin/airllm,https://github.com/lyogavin/airllm,AirLLM 70B inference with single 4GB GPU,Jupyter Notebook,29067,3119,833,daily,all,2026-08-05T23:51:27+00:00,Apache-2.0,
