rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,利用 AI 大模型和自动化工作流，根据主题或关键词一键生成高清短视频。Generate HD short videos from a topic or keyword with an automated AI workflow.,Python,109735,16668,2221,daily,all,2026-08-19T13:14:06+00:00,MIT,
2,chaitanyagiri/munder-difflin,https://github.com/chaitanyagiri/munder-difflin,local multi-agent harness,TypeScript,2465,290,797,daily,all,2026-08-19T13:14:06+00:00,,
3,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Solution for long term memory for agent coding CLIs and to facilitate handoff between different agent vendors,Rust,3065,253,609,daily,all,2026-08-19T13:14:06+00:00,MIT,
4,volcengine/OpenViking,https://github.com/volcengine/OpenViking,"Self-evolving Context Database for AI Agents. Unify Agent Memory, Knowledge RAG and Skills.",Python,29842,2320,803,daily,all,2026-08-19T13:14:06+00:00,AGPL-3.0,
5,mukul975/Anthropic-Cybersecurity-Skills,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,"817 structured cybersecurity skills for AI agents · Mapped to 6 frameworks: MITRE ATT&CK, NIST CSF 2.0, MITRE ATLAS, D3FEND, NIST AI RMF & MITRE F3 (Fight Fraud) · agentskills.io standard · Works with Claude Code, GitHub Copilot, Codex CLI, Cursor, Gemini CLI & 20+ platforms · 29 security domains · Apache 2.0",Python,29566,3513,767,daily,all,2026-08-19T13:14:06+00:00,Apache-2.0,
6,public-apis/public-apis,https://github.com/public-apis/public-apis,A collective list of free APIs,Python,465437,51383,1717,daily,all,2026-08-19T13:14:06+00:00,MIT,
7,basecamp/omarchy,https://github.com/basecamp/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,26670,2711,473,daily,all,2026-08-19T13:14:06+00:00,MIT,
8,agalwood/Motrix,https://github.com/agalwood/Motrix,A full-featured download manager.,TypeScript,53981,4958,561,daily,all,2026-08-19T13:14:06+00:00,,
9,NawfalMotii79/PLFM_RADAR,https://github.com/NawfalMotii79/PLFM_RADAR,"Open-source, low-cost 10.5 GHz PLFM phased array RADAR system",PLSQL,24520,5618,350,daily,all,2026-08-19T13:14:06+00:00,,
10,jundot/omlx,https://github.com/jundot/omlx,LLM inference server with continuous batching & SSD caching for Apple Silicon — managed from the macOS menu bar,Python,19671,1683,467,daily,all,2026-08-19T13:14:06+00:00,Apache-2.0,
11,genlayerlabs/genlayer-project-boilerplate,https://github.com/genlayerlabs/genlayer-project-boilerplate,,TypeScript,16125,802,421,daily,all,2026-08-19T13:14:06+00:00,MIT,
12,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,The open-source CapCut alternative,TypeScript,85140,8381,647,daily,all,2026-08-19T13:14:06+00:00,MIT,
