rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool",Go,29970,2135,2756,daily,,2026-09-16T09:44:39+00:00,Apache License 2.0,
2,JustVugg/colibri,https://github.com/JustVugg/colibri,"Run frontier MoE models on hardware you already own — pure C, zero deps",C,34436,3603,2026,daily,,2026-09-16T09:44:39+00:00,Apache License 2.0,
3,ever-co/ever-gauzy,https://github.com/ever-co/ever-gauzy,Ever Gauzy - Open Business Management Platform (ERP/CRM/HRM/ATS/PM),TypeScript,6996,1065,634,daily,,2026-09-16T09:44:39+00:00,AGPL-3.0,
4,debpalash/VoiceStudio,https://github.com/debpalash/VoiceStudio,"Open-source, fully-local ElevenLabs alternative — voice cloning, voice design, video dubbing",Python,31591,3743,2072,daily,,2026-09-16T09:44:39+00:00,AGPL-3.0,
5,Homebrew/BrewUI,https://github.com/Homebrew/BrewUI,Homebrew's official macOS GUI,Swift,1671,41,271,daily,,2026-09-16T09:44:39+00:00,AGPL-3.0,
6,melgarafael/DeskcommCRM,https://github.com/melgarafael/DeskcommCRM,Open-source AI sales OS — self-hosted CRM with native AI agents + WhatsApp,TypeScript,3004,698,193,daily,,2026-09-16T09:44:39+00:00,MIT License,
7,alphaXiv/OpenResearch,https://github.com/alphaXiv/OpenResearch,Turn your coding agents into research agents,Rust,3768,241,531,daily,,2026-09-16T09:44:39+00:00,MIT License,
8,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,Ghidra is a software reverse engineering (SRE) framework,Java,77181,8521,725,daily,,2026-09-16T09:44:39+00:00,Apache License 2.0,
9,danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,"Enhanced ChatGPT Clone: Features Agents, MCP, Skills, DeepSeek, Anthropic, AWS, OpenAI",TypeScript,44034,9039,254,daily,,2026-09-16T09:44:39+00:00,MIT License,
10,pacifio/atlas,https://github.com/pacifio/atlas,"Source control for agents. Use multiple coding agents, track their changes",Rust,4769,286,91,daily,,2026-09-16T09:44:39+00:00,Apache License 2.0,
11,MG1937/ASC,https://github.com/MG1937/ASC,ASC is a super FAST Android decompiler front-end designed for Agents/Mobile Researchers,Python,1341,207,129,daily,,2026-09-16T09:44:39+00:00,Apache-2.0,
12,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents,JavaScript,95076,10082,307,daily,,2026-09-16T09:44:39+00:00,MIT,
13,tonhowtf/omniget,https://github.com/tonhowtf/omniget,"Download Udemy and Hotmart courses, YouTube videos, music and books — 1,800+ sites",Rust,13332,1124,258,daily,,2026-09-16T09:44:39+00:00,GPL-3.0,
14,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,106079,13340,458,daily,,2026-09-16T09:44:39+00:00,MIT,
