rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,115195,17564,2715,daily,,2026-08-24T01:03:57+00:00,Apache License 2.0,
2,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code | GPT-Image2 industrial-grade prompt engine and template library,JavaScript,12724,1428,401,daily,,2026-08-24T01:03:57+00:00,MIT License,
3,mattpocock/skills,https://github.com/mattpocock/skills,Skills for Real Engineers. Straight from my .agents directory.,Shell,233862,19945,2447,daily,,2026-08-24T01:03:57+00:00,MIT License,
4,basecamp/omarchy,https://github.com/basecamp/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,29141,2961,750,daily,,2026-08-24T01:03:57+00:00,MIT License,
5,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"Native local-first alternative to Logitech Options+, written in Rust",Rust,14952,400,1009,daily,,2026-08-24T01:03:57+00:00,Apache License 2.0,
6,block/buzz,https://github.com/block/buzz,A hive mind communication platform,Rust,30113,3827,410,daily,,2026-08-24T01:03:57+00:00,Apache License 2.0,
7,apache/maka,https://github.com/apache/maka,Apache Maka (Incubating) is a local-first AI agent workspace,TypeScript,2358,269,51,daily,,2026-08-24T01:03:57+00:00,Apache License 2.0,
8,Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,"Use Claude Code, Codex, Pi, and OpenCode for free from terminal, app, IDE, or phone",Python,47970,7892,1081,daily,,2026-08-24T01:03:57+00:00,MIT License,
9,tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,Personal AI super intelligence with local-first memory and agent orchestration,Rust,36751,3670,39,daily,,2026-08-24T01:03:57+00:00,GPL-3.0 License,
10,affaan-m/ECC,https://github.com/affaan-m/ECC,Agent harness performance optimization system for Claude Code and related tools,JavaScript,242558,36719,427,daily,,2026-08-24T01:03:57+00:00,MIT License,
11,ruvnet/ruflo,https://github.com/ruvnet/ruflo,Original agent meta-harness for deploying intelligent multi-player swarms,TypeScript,69074,8273,131,daily,,2026-08-24T01:03:57+00:00,MIT License,
12,VoltAgent/awesome-agent-skills,https://github.com/VoltAgent/awesome-agent-skills,Curated collection of 1000+ agent skills compatible with Claude Code and others,,31297,3364,156,daily,,2026-08-24T01:03:57+00:00,MIT License,
13,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,Convert technical book PDFs into Claude Code skills for study and reference,Python,24666,2580,417,daily,,2026-08-24T01:03:57+00:00,MIT License,
14,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,Unofficial Bitwarden compatible server written in Rust,Rust,65964,3126,78,daily,,2026-08-24T01:03:57+00:00,AGPL-3.0 License,
15,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code,Python,960,126,225,daily,,2026-08-24T01:03:57+00:00,Apache License 2.0,
16,ripienaar/free-for-dev,https://github.com/ripienaar/free-for-dev,"List of SaaS, PaaS and IaaS offerings with free tiers",HTML,134431,14062,615,daily,,2026-08-24T01:03:57+00:00,,
17,Comfy-Org/ComfyUI,https://github.com/Comfy-Org/ComfyUI,Most powerful and modular diffusion model GUI with graph/nodes interface,Python,129391,15256,201,daily,,2026-08-24T01:03:57+00:00,GPL-3.0 License,
18,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,The agent that grows with you,Python,234996,47349,454,daily,,2026-08-24T01:03:57+00:00,MIT License,
