rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,46866,4352,474,daily,,2026-09-08T07:55:04+00:00,Apache License 2.0,
2,microsoft/markitdown,https://github.com/microsoft/markitdown,Python tool for converting files and office documents to Markdown.,Python,180932,13295,886,daily,,2026-09-08T07:55:04+00:00,MIT License,
3,mksglu/context-mode,https://github.com/mksglu/context-mode,"Context window optimization for AI coding agents. Sandboxes tool output (98% reduction), persists session memory.",TypeScript,21081,1528,96,daily,,2026-09-08T07:55:04+00:00,Elastic License 2.0,
4,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,"Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping.",JavaScript,10019,1034,135,daily,,2026-09-08T07:55:04+00:00,MIT License,
5,MoonTechLab/LunaTV,https://github.com/MoonTechLab/LunaTV,,TypeScript,9974,9015,197,daily,,2026-09-08T07:55:04+00:00,CC BY-NC-SA 4.0,
6,affaan-m/ECC,https://github.com/affaan-m/ECC,"Agent harness performance optimization system. Skills, instincts, memory, security, and research-first development.",JavaScript,253300,37987,1897,daily,,2026-09-08T07:55:04+00:00,MIT License,
7,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,48365,7460,580,daily,,2026-09-08T07:55:04+00:00,MIT License,
8,The-Swarm-Corporation/AutoHedge,https://github.com/The-Swarm-Corporation/AutoHedge,Build autonomous hedge fund in minutes using swarm intelligence and AI agents for market analysis and trade execution.,Python,5403,824,517,daily,,2026-09-08T07:55:04+00:00,MIT License,
9,BraveOPotato/FckSignups,https://github.com/BraveOPotato/FckSignups,"List of open-source, in-browser tools requiring no signups",TypeScript,3988,232,501,daily,,2026-09-08T07:55:04+00:00,GPL-3.0 License,
10,bytedance/deer-flow,https://github.com/bytedance/deer-flow,"Long-horizon SuperAgent harness for research, coding, and creation with sandboxes, memories, tools, and subagents.",Python,81986,11299,195,daily,,2026-09-08T07:55:04+00:00,MIT License,
11,openai/skills,https://github.com/openai/skills,Skills Catalog for Codex,Python,26212,1757,351,daily,,2026-09-08T07:55:04+00:00,,
12,lightpanda-io/browser,https://github.com/lightpanda-io/browser,Headless browser designed for AI and automation,Zig,35047,1656,58,daily,,2026-09-08T07:55:04+00:00,AGPL-3.0,
13,pascalorg/editor,https://github.com/pascalorg/editor,Create and share 3D architectural projects,TypeScript,22518,2876,168,daily,,2026-09-08T07:55:04+00:00,MIT License,
14,ruvnet/ruflo,https://github.com/ruvnet/ruflo,"Agent meta-harness for intelligent multi-player swarms with adaptive memory, self-learning, and RAG integration.",TypeScript,71527,8462,394,daily,,2026-09-08T07:55:04+00:00,MIT,
