rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool",Go,35701,2530,3286,daily,,2026-09-18T07:46:40+00:00,Apache-2.0 License,
2,cloudflare/security-audit-skill,https://github.com/cloudflare/security-audit-skill,"A coding-agent skill for multi-phase security audits with independently verified, machine-readable findings",JavaScript,11313,606,3607,daily,,2026-09-18T07:46:40+00:00,MIT License,
3,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,96033,10162,680,daily,,2026-09-18T07:46:40+00:00,MIT,
4,Tencent/BrowserSkill,https://github.com/Tencent/BrowserSkill,"Let AI agents use your real, logged-in browser without interrupting your work. CLI + extension for browser automation",TypeScript,4654,324,1302,daily,,2026-09-18T07:46:40+00:00,MIT License,
5,alphaXiv/OpenResearch,https://github.com/alphaXiv/OpenResearch,Turn your coding agents into research agents,Rust,5140,311,939,daily,,2026-09-18T07:46:40+00:00,MIT License,
6,anthropics/claude-code,https://github.com/anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster",TypeScript,145982,23659,538,daily,,2026-09-18T07:46:40+00:00,,
7,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,Ghidra is a software reverse engineering (SRE) framework,Java,78700,8701,912,daily,,2026-09-18T07:46:40+00:00,Apache License 2.0,
8,anthropics/knowledge-work-plugins,https://github.com/anthropics/knowledge-work-plugins,Open source repository of plugins primarily intended for knowledge workers to use in Claude Cowork,Python,24662,2955,287,daily,,2026-09-18T07:46:40+00:00,Apache License 2.0,
9,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Open-source LLM knowledge platform: turn raw documents into a queryable RAG, an autonomous reasoning agent, and a self-maintaining Wiki.",Go,26607,3587,1125,daily,,2026-09-18T07:46:40+00:00,MIT License,
10,abue-ammar/tinycast,https://github.com/abue-ammar/tinycast,"Tinycast — a tiny, fully native macOS launcher, hotkeys, and clipboard history.",Swift,6263,289,739,daily,,2026-09-18T07:46:40+00:00,AGPL-3.0,
11,cilium/cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,25321,4077,111,daily,,2026-09-18T07:46:40+00:00,Apache License 2.0,
12,jamiepine/voicebox,https://github.com/jamiepine/voicebox,"The open-source AI voice studio. Clone, dictate, create.",TypeScript,54983,6837,667,daily,,2026-09-18T07:46:40+00:00,MIT License,
13,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development",JavaScript,261402,39130,1171,daily,,2026-09-18T07:46:40+00:00,MIT License,
14,roboflow/supervision,https://github.com/roboflow/supervision,We write your reusable computer vision tools.,Python,50881,4836,329,daily,,2026-09-18T07:46:40+00:00,MIT License,
15,JustVugg/colibri,https://github.com/JustVugg/colibri,"Run frontier MoE models on hardware you already own — pure C, zero deps, experts streamed from disk.",C,35899,3775,873,daily,,2026-09-18T07:46:40+00:00,Apache License 2.0,
16,TencentCloud/Octop,https://github.com/TencentCloud/Octop,"A smarter, self-hosted AI assistant — multi-user, multi-agent.",Python,3668,382,367,daily,,2026-09-18T07:46:40+00:00,MIT License,
17,ever-co/ever-gauzy,https://github.com/ever-co/ever-gauzy,Ever Gauzy - Open Business Management Platform (ERP/CRM/HRM/ATS/PM),TypeScript,7656,1136,470,daily,,2026-09-18T07:46:40+00:00,AGPL-3.0,
18,cline/cline,https://github.com/cline/cline,"Autonomous coding agent as an SDK, IDE extension, or CLI assistant.",TypeScript,68635,7419,380,daily,,2026-09-18T07:46:40+00:00,Apache License 2.0,
19,coder/coder,https://github.com/coder/coder,Secure environments for developers and their agents,Go,14974,1490,145,daily,,2026-09-18T07:46:40+00:00,AGPL-3.0,
20,n8n-io/n8n,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",TypeScript,205152,60758,281,daily,,2026-09-18T07:46:40+00:00,,
