rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,"A spy satellite simulator in your browser, except the data is real. Live open source spatial intelligence on a photorealistic 3D globe.",JavaScript,9018,1953,1984,daily,all,2026-08-28T06:44:48+00:00,,
2,zedeus/nitter,https://github.com/zedeus/nitter,Alternative Twitter front-end,Nim,13973,1155,71,daily,all,2026-08-28T06:44:48+00:00,AGPL-3.0,
3,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code | GPT-Image2 工业级提示词引擎与模板库，530+ 个案例逆向工程，20+ 套工业级模板，并提炼出Skills，持续更新中,JavaScript,23511,2337,2096,daily,all,2026-08-28T06:44:48+00:00,MIT,
4,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence, data-flow, and lifecycle diagrams—self-contained HTML with motion and crisp export.",JavaScript,24560,1567,4239,daily,all,2026-08-28T06:44:48+00:00,MIT,
5,JetBrains/go-modern-guidelines,https://github.com/JetBrains/go-modern-guidelines,Help AI coding agents write modern Go,Go,2289,69,300,daily,all,2026-08-28T06:44:48+00:00,Apache-2.0,
6,anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,"Official, Anthropic-managed directory of high quality Claude Code Plugins.",Python,34769,3919,292,daily,all,2026-08-28T06:44:48+00:00,Apache-2.0,
7,K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 175,000+ scientists worldwide. 163 ready-to-use validated skills plus 100+ scientific databases covering biology, chemistry, medicine, and drug discovery. Compatible with Cursor, Claude Code, Codex, Pi, Antigravity, and the open Agent Skills standard.",Python,35505,3414,498,daily,all,2026-08-28T06:44:48+00:00,MIT,
8,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.,JavaScript,114410,6248,1613,daily,all,2026-08-28T06:44:48+00:00,MIT,
9,calesthio/OpenMontage,https://github.com/calesthio/OpenMontage,"World's first open-source, agentic video production system. 12 production pipelines, 100+ tools, 700+ agent skill and production-knowledge files. Turn your AI coding assistant into a full video production studio.",Python,52657,6578,1292,daily,all,2026-08-28T06:44:48+00:00,AGPL-3.0,
10,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,50321,8740,552,daily,all,2026-08-28T06:44:48+00:00,MIT,
11,ConardLi/garden-skills,https://github.com/ConardLi/garden-skills,"ConardLi's open-source Skills collection, featuring web design, knowledge retrieval, image generation, and more.",CSS,11419,1417,415,daily,all,2026-08-28T06:44:48+00:00,MIT,
12,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",JavaScript,92377,8120,143,daily,all,2026-08-28T06:44:48+00:00,Apache-2.0,
13,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,39083,10866,9,daily,all,2026-08-28T06:44:48+00:00,BSD-3-Clause,
14,AgriciDaniel/claude-obsidian,https://github.com/AgriciDaniel/claude-obsidian,"Self-organizing AI second brain for Obsidian + Claude Code. Drop any source and Claude reads, links, and files it into one connected knowledge graph of plain Markdown you own. AI note-taking, personal knowledge management (PKM), and an open-source Notion alternative. Based on Karpathy's LLM Wiki pattern.",Python,14151,1429,634,daily,all,2026-08-28T06:44:48+00:00,MIT,
15,marin-community/marin,https://github.com/marin-community/marin,Open-source framework for the research and development of foundation models.,Python,2738,232,255,daily,all,2026-08-28T06:44:48+00:00,Apache-2.0,
16,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,"A curated list of awesome Claude Skills, resources, and tools for customizing Claude AI workflows",Python,73703,8447,130,daily,all,2026-08-28T06:44:48+00:00,,
17,actions/checkout,https://github.com/actions/checkout,Action for checking out a repo,TypeScript,8753,2751,8,daily,all,2026-08-28T06:44:48+00:00,MIT,
18,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,The open-source CapCut alternative,TypeScript,87564,8639,478,daily,all,2026-08-28T06:44:48+00:00,MIT,
19,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,Python,101372,19487,229,daily,all,2026-08-28T06:44:48+00:00,Apache-2.0,
