rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",Jupyter Notebook,57707,11403,949,daily,all,2026-08-02T05:39:08+00:00,MIT,
2,paperswithbacktest/awesome-systematic-trading,https://github.com/paperswithbacktest/awesome-systematic-trading,"A curated list of awesome libraries, packages, strategies, books, blogs, tutorials for systematic trading.",Python,12350,1518,523,daily,all,2026-08-02T05:39:08+00:00,,
3,usekaneo/kaneo,https://github.com/usekaneo/kaneo,"🎯 All you need. Nothing you don't. Open source project management that works for you, not against you.",TypeScript,5766,494,760,daily,all,2026-08-02T05:39:08+00:00,MIT,
4,zhaoxuya520/reverse-skill,https://github.com/zhaoxuya520/reverse-skill,"Reverse Engineering / Authorized Penetration Testing / Security Research Skill Router Pack AI-powered routing + On-demand toolchain bootstrapping + Self-evolving knowledge base Supports Claude Code, Kiro, Cursor, Cline, and other AI coding clients 逆向/渗透/安全技能路由包 - AI 自动路由 + 按需自举工具链 + 自动进化经验库 | 支持 Claude Code / Kiro / Cursor / Cline 等代码 AI 客户端",PowerShell,12089,1823,1320,daily,all,2026-08-02T05:39:08+00:00,MIT,
5,microsoft/generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,"21 Lessons, Get Started Building with Generative AI",Jupyter Notebook,114334,61237,108,daily,all,2026-08-02T05:39:08+00:00,MIT,
6,github/copilot-sdk,https://github.com/github/copilot-sdk,Multi-platform SDK for integrating GitHub Copilot Agent into apps and services,Java,10303,1388,142,daily,all,2026-08-02T05:39:08+00:00,MIT,
7,github/gh-stack,https://github.com/github/gh-stack,GitHub Stacked PRs,Go,854,38,46,daily,all,2026-08-02T05:39:08+00:00,MIT,
8,huggingface/speech-to-speech,https://github.com/huggingface/speech-to-speech,Build local voice agents with open-source models,Python,10273,1256,442,daily,all,2026-08-02T05:39:08+00:00,Apache-2.0,
9,abus-aikorea/voice-pro,https://github.com/abus-aikorea/voice-pro,"Gradio WebUI for creators and developers, featuring key TTS (Edge-TTS, kokoro) and zero-shot Voice Cloning (E2 & F5-TTS, CosyVoice), with Whisper audio processing, YouTube download, Demucs vocal isolation, and multilingual translation.",Python,11841,1728,58,daily,all,2026-08-02T05:39:08+00:00,GPL-3.0,
10,iv-org/invidious,https://github.com/iv-org/invidious,Invidious is an alternative front-end to YouTube,Crystal,21669,2433,435,daily,all,2026-08-02T05:39:08+00:00,AGPL-3.0,
11,ansible/ansible,https://github.com/ansible/ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems.https://docs.ansible.com.",Python,70134,24271,30,daily,all,2026-08-02T05:39:08+00:00,GPL-3.0,
12,microsoft/TRELLIS.2,https://github.com/microsoft/TRELLIS.2,Native and Compact Structured Latents for 3D Generation,Python,9986,1202,107,daily,all,2026-08-02T05:39:08+00:00,MIT,
13,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,"TencentDB Agent Memory is a team-level memory hub for AI Agents — turning conversations, docs, and code into four reusable memory assets (Chat Memory, Skill, LLM-Wiki, Code-Graph) that are governed, shared, and equipped across agents and frameworks.",TypeScript,10396,993,227,daily,all,2026-08-02T05:39:08+00:00,,
14,NomaDamas/k-skill,https://github.com/NomaDamas/k-skill,한국인을 위한 스킬 모음집 - 에이전트를 한국인으로,JavaScript,6778,798,53,daily,all,2026-08-02T05:39:08+00:00,MIT,
15,bytedance/deer-flow,https://github.com/bytedance/deer-flow,"An open-source long-horizon SuperAgent harness that researches, codes, and creates. With the help of sandboxes, memories, tools, skill, subagents and message gateway, it handles different levels of tasks that could take minutes to hours.",Python,78801,10750,209,daily,all,2026-08-02T05:39:08+00:00,MIT,
