rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,pascalorg/editor,https://github.com/pascalorg/editor,Create and share 3D architectural projects.,TypeScript,19134,2557,341,daily,all,2026-07-29T09:06:38+00:00,MIT,
2,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins,Jenkins automation server,Java,26170,9704,180,daily,all,2026-07-29T09:06:38+00:00,MIT,
3,moeru-ai/airi,https://github.com/moeru-ai/airi,"💖🧸 Self hosted, you-owned Grok Companion, a container of souls of waifu, cyber livings to bring them into our worlds, wishing to achieve Neuro-sama's altitude. Capable of realtime voice chat, Minecraft, Factorio playing. Web / macOS / Windows supported.",TypeScript,45066,4462,797,daily,all,2026-07-29T09:06:38+00:00,MIT,
4,andrewyng/aisuite,https://github.com/andrewyng/aisuite,"Simple, unified interface to multiple Generative AI providers",Python,15782,1662,62,daily,all,2026-07-29T09:06:38+00:00,MIT,
5,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,235152,35822,636,daily,all,2026-07-29T09:06:38+00:00,MIT,
6,huggingface/speech-to-speech,https://github.com/huggingface/speech-to-speech,Build local voice agents with open-source models,Python,7519,975,227,daily,all,2026-07-29T09:06:38+00:00,Apache-2.0,
7,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,"Turn any technical book PDF into a Claude Code skill — ready to study, reference, and use while you work.",Python,11991,1372,423,daily,all,2026-07-29T09:06:38+00:00,MIT,
8,opengeos/GeoLibre,https://github.com/opengeos/GeoLibre,"A lightweight, cloud-native GIS platform for visualizing, exploring, and analyzing geospatial data. It runs in the web browser, on the desktop, on mobile, and inside Jupyter notebooks.",TypeScript,3636,407,607,daily,all,2026-07-29T09:06:38+00:00,MIT,
9,paperswithbacktest/awesome-systematic-trading,https://github.com/paperswithbacktest/awesome-systematic-trading,"A curated list of awesome libraries, packages, strategies, books, blogs, tutorials for systematic trading.",Python,10009,1320,309,daily,all,2026-07-29T09:06:38+00:00,,
10,microsoft/agent-governance-toolkit,https://github.com/microsoft/agent-governance-toolkit,"AI Agent Governance Toolkit — Policy enforcement, zero-trust identity, execution sandboxing, and reliability engineering for autonomous AI agents. Covers 10/10 OWASP Agentic Top 10.",Python,5380,853,46,daily,all,2026-07-29T09:06:38+00:00,MIT,
11,yorukot/superfile,https://github.com/yorukot/superfile,Pretty fancy and modern terminal file manager,Go,21721,712,662,daily,all,2026-07-29T09:06:38+00:00,MIT,
12,bradautomates/claude-video,https://github.com/bradautomates/claude-video,"Give Claude the ability to watch any video. /watch downloads, extracts frames, transcribes, hands it all to Claude.",Python,12420,1235,988,daily,all,2026-07-29T09:06:38+00:00,MIT,
