rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,cathrynlavery/diagram-design,https://github.com/cathrynlavery/diagram-design,"29 editorial diagram types for Claude Code. Self-contained HTML + SVG. No shadows, no Mermaid-slop.",HTML,17320,1038,3646,daily,all,2026-08-15T02:11:35+00:00,MIT,
2,cactus-compute/needle,https://github.com/cactus-compute/needle,"14MB foundation model for tiny devices; phones, wearables, smart home, and robots.",Python,5632,374,662,daily,all,2026-08-15T02:11:35+00:00,MIT,
3,megadose/holehe,https://github.com/megadose/holehe,"holehe allows you to check if the mail is used on different sites like twitter, instagram and will retrieve information on sites with the forgotten password function.",Python,12862,1717,427,daily,all,2026-08-15T02:11:35+00:00,GPL-3.0,
4,macro-inc/macro,https://github.com/macro-inc/macro,"Macro is a unified workspace for teams: email, chat, docs, tasks, agents, calls, and CRM — @-linked together with shared AI memory.",Rust,3044,307,436,daily,all,2026-08-15T02:11:35+00:00,AGPL-3.0,
5,smicallef/spiderfoot,https://github.com/smicallef/spiderfoot,SpiderFoot automates OSINT for threat intelligence and mapping your attack surface.,Python,20956,3342,293,daily,all,2026-08-15T02:11:35+00:00,MIT,
6,citrolabs/ego-lite,https://github.com/citrolabs/ego-lite,"The fastest browser for AI agents to run browser automation, built for sharing your logged-in browser state with your AI agents, like Codex or Claude Code, without disturbing you. Zero cost, zero config.",JavaScript,10388,528,165,daily,all,2026-08-15T02:11:35+00:00,MIT,
7,holaboss-ai/holaOS,https://github.com/holaboss-ai/holaOS,"Open-source All in One AI agent workspace. Run any agent — Claude Code, Codex — across your tools (100+ integrations + MCP), apps, browser, and files, with shared memory. Built-in models or BYOK.",TypeScript,7313,639,769,daily,all,2026-08-15T02:11:35+00:00,,
8,github/spec-kit,https://github.com/github/spec-kit,💫 Toolkit to help you get started with Spec-Driven Development,Python,128541,11492,1160,daily,all,2026-08-15T02:11:35+00:00,MIT,
9,lightningpixel/modly,https://github.com/lightningpixel/modly,Desktop app to generate 3D models from images or prompt using local AI — runs entirely on your GPU,TypeScript,5956,604,579,daily,all,2026-08-15T02:11:35+00:00,,
10,infiniflow/ragflow,https://github.com/infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,Go,88398,10377,473,daily,all,2026-08-15T02:11:35+00:00,Apache-2.0,
11,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,2815,228,41,daily,all,2026-08-15T02:11:35+00:00,,
12,deepseek-ai/awesome-deepseek-agent,https://github.com/deepseek-ai/awesome-deepseek-agent,,,5722,691,222,daily,all,2026-08-15T02:11:35+00:00,,
13,semantica-agi/semantica,https://github.com/semantica-agi/semantica,Graph-Native Infrastructure for Context and Accountable AI Systems,Python,7545,783,1181,daily,all,2026-08-15T02:11:35+00:00,MIT,
14,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,120654,18457,143,daily,all,2026-08-15T02:11:35+00:00,AGPL-3.0,
15,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,The open-source CapCut alternative,TypeScript,83187,8234,255,daily,all,2026-08-15T02:11:35+00:00,MIT,
16,unslothai/unsloth,https://github.com/unslothai/unsloth,"Local UI to run and train LLMs and diffusion models, including Qwen3.8, Kimi K3, MiniMax-H3, Gemma 4, DeepSeek-V4, FLUX and more.",Python,71525,6453,501,daily,all,2026-08-15T02:11:35+00:00,Apache-2.0,
17,ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,"ToolJet is the open-source foundation of ToolJet AI - the enterprise app generation platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",JavaScript,39096,5268,132,daily,all,2026-08-15T02:11:35+00:00,AGPL-3.0,
