rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool",Go,32761,2317,3231,daily,,2026-09-17T06:43:09+00:00,Apache License 2.0,
2,cloudflare/security-audit-skill,https://github.com/cloudflare/security-audit-skill,A coding-agent skill for multi-phase security audits with independently verified findings,JavaScript,7966,447,927,daily,,2026-09-17T06:43:09+00:00,MIT License,
3,JustVugg/colibri,https://github.com/JustVugg/colibri,"Run frontier MoE models on hardware you already own — pure C, zero deps",C,35209,3702,1546,daily,,2026-09-17T06:43:09+00:00,Apache License 2.0,
4,abue-ammar/tinycast,https://github.com/abue-ammar/tinycast,"Tinycast — a tiny, fully native macOS launcher, hotkeys, and clipboard history",Swift,5777,274,1179,daily,,2026-09-17T06:43:09+00:00,AGPL-3.0,
5,jamiepine/voicebox,https://github.com/jamiepine/voicebox,"The open-source AI voice studio. Clone, dictate, create",TypeScript,54559,6798,417,daily,,2026-09-17T06:43:09+00:00,MIT License,
6,Lakr233/vphone-cli,https://github.com/Lakr233/vphone-cli,,Swift,13467,1596,547,daily,,2026-09-17T06:43:09+00:00,MIT License,
7,anthropics/knowledge-work-plugins,https://github.com/anthropics/knowledge-work-plugins,Open source repository of plugins primarily intended for knowledge workers to use,Python,24367,2925,110,daily,,2026-09-17T06:43:09+00:00,Apache License 2.0,
8,ever-co/ever-gauzy,https://github.com/ever-co/ever-gauzy,Ever Gauzy - Open Business Management Platform (ERP/CRM/HRM/ATS/PM),TypeScript,7429,1098,778,daily,,2026-09-17T06:43:09+00:00,AGPL-3.0,
9,ankitects/anki,https://github.com/ankitects/anki,Anki is a smart spaced repetition flashcard program,Rust,30967,3214,58,daily,,2026-09-17T06:43:09+00:00,GNU Affero General Public License v3.0,
10,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,Ghidra is a software reverse engineering (SRE) framework,Java,78022,8631,1059,daily,,2026-09-17T06:43:09+00:00,Apache License 2.0,
11,anthropics/claude-code,https://github.com/anthropics/claude-code,Claude Code is an agentic coding tool that lives in your terminal,TypeScript,145660,23510,165,daily,,2026-09-17T06:43:09+00:00,,
12,roboflow/supervision,https://github.com/roboflow/supervision,We write your reusable computer vision tools,Python,50681,4815,260,daily,,2026-09-17T06:43:09+00:00,MIT License,
13,alphaXiv/OpenResearch,https://github.com/alphaXiv/OpenResearch,Turn your coding agents into research agents,Rust,4614,282,1017,daily,,2026-09-17T06:43:09+00:00,MIT License,
14,supabase/supabase,https://github.com/supabase/supabase,The Postgres development platform. Supabase gives you a dedicated database,TypeScript,109880,14066,120,daily,,2026-09-17T06:43:09+00:00,Apache License 2.0,
15,rlaope/oh-my-hermes,https://github.com/rlaope/oh-my-hermes,All in one plugin for Hermes Agent — the coding intelligence,Python,2624,189,80,daily,,2026-09-17T06:43:09+00:00,MIT License,
16,Tencent/WeKnora,https://github.com/Tencent/WeKnora,Open-source LLM knowledge platform: turn raw documents into queryable RAG,Go,25659,3506,1197,daily,,2026-09-17T06:43:09+00:00,MIT License,
17,SnailSploit/Claude-Red,https://github.com/SnailSploit/Claude-Red,claude-red is a curated library of offensive security skills designed for Claude,Python,5888,749,367,daily,,2026-09-17T06:43:09+00:00,MIT License,
18,multimodal-art-projection/YuE,https://github.com/multimodal-art-projection/YuE,"YuE2: frontier music generation with symbolic planning, zero-shot covers",Python,9478,1018,332,daily,,2026-09-17T06:43:09+00:00,Apache License 2.0,
19,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents,JavaScript,95622,10121,658,daily,,2026-09-17T06:43:09+00:00,MIT License,
20,cline/cline,https://github.com/cline/cline,"Autonomous coding agent as an SDK, IDE extension, or CLI assistant",TypeScript,68469,7394,112,daily,,2026-09-17T06:43:09+00:00,Apache License 2.0,
21,affaan-m/ECC,https://github.com/affaan-m/ECC,The agent harness performance optimization system for Claude Code,JavaScript,260550,39000,1057,daily,,2026-09-17T06:43:09+00:00,MIT License,
