rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,Gitlawb/openclaude,https://github.com/Gitlawb/openclaude,runs anywhere. uses anything,TypeScript,31537,8968,80,daily,,2026-09-02T06:29:16+00:00,MIT License,
2,Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills,Academic research assistance for Claude Code with research-write-review-revise workflow,Python,45140,3559,193,daily,,2026-09-02T06:29:16+00:00,CC-BY-NC 4.0,
3,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,Multi-agent interactive classroom providing immersive learning experience in one click,TypeScript,29853,5007,3128,daily,,2026-09-02T06:29:16+00:00,MIT License,
4,iv-org/invidious,https://github.com/iv-org/invidious,Invidious is an alternative front-end to YouTube,Crystal,23856,2676,577,daily,,2026-09-02T06:29:16+00:00,AGPL-3.0,
5,jingyaogong/minimind,https://github.com/jingyaogong/minimind,Train a 64M-parameter language model from scratch in approximately 2 hours,Python,57341,7458,1005,daily,,2026-09-02T06:29:16+00:00,Apache License 2.0,
6,3b1b/manim,https://github.com/3b1b/manim,Animation engine for explanatory math videos,Python,92679,7625,86,daily,,2026-09-02T06:29:16+00:00,MIT License,
7,firecrawl/pdf-inspector,https://github.com/firecrawl/pdf-inspector,Fast PDF inspection and text extraction library detecting scanned vs text-based PDFs,Rust,18107,1232,541,daily,,2026-09-02T06:29:16+00:00,MIT License,
8,browser-use/video-use,https://github.com/browser-use/video-use,Edit videos using coding agents,Python,23157,2823,472,daily,,2026-09-02T06:29:16+00:00,MIT License,
9,K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,Agent skills library for science with 165+ validated skills covering biology and medicine,Python,41751,3838,912,daily,,2026-09-02T06:29:16+00:00,MIT License,
10,handsomestWei/patent-disclosure-skill,https://github.com/handsomestWei/patent-disclosure-skill,Chinese patent skill for drafting and interpreting patent applications,Python,6876,767,501,daily,,2026-09-02T06:29:16+00:00,MIT License,
11,VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,DESIGN.md files analysis for brand design systems enabling agent-generated matching UI,,113116,12803,323,daily,,2026-09-02T06:29:16+00:00,MIT License,
12,averygan/reclip,https://github.com/averygan/reclip,"Lightweight, self-hosted media downloader with web UI for downloading from websites",HTML,7878,1331,56,daily,,2026-09-02T06:29:16+00:00,MIT License,
13,affaan-m/ECC,https://github.com/affaan-m/ECC,"Agent harness performance optimization with skills, memory, and security features",JavaScript,245864,37103,623,daily,,2026-09-02T06:29:16+00:00,MIT License,
14,unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,Open-source LLM-friendly web crawler and scraper for data extraction,Python,80963,8364,145,daily,,2026-09-02T06:29:16+00:00,Apache License 2.0,
