rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer. ADHD-friendly output.,Python,31541,1896,656,daily,,2026-09-09T06:43:51+00:00,MIT License,
2,cathrynlavery/diagram-design,https://github.com/cathrynlavery/diagram-design,"38 editorial diagram types for Claude Code, Codex, and Pi. Self-contained HTML + SVG. No shadows. No Mermaid slop.",HTML,35438,2226,710,daily,,2026-09-09T06:43:51+00:00,MIT License,
3,openai/skills,https://github.com/openai/skills,Skills Catalog for Codex,Python,26648,1787,490,daily,,2026-09-09T06:43:51+00:00,,
4,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development.",JavaScript,254553,38135,1427,daily,,2026-09-09T06:43:51+00:00,MIT License,
5,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,48007,4408,2627,daily,,2026-09-09T06:43:51+00:00,Apache License 2.0,
6,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,48986,7503,666,daily,,2026-09-09T06:43:51+00:00,MIT License,
7,obra/superpowers,https://github.com/obra/superpowers,An agentic skills framework & software development methodology that works.,Shell,283532,25383,452,daily,,2026-09-09T06:43:51+00:00,MIT License,
8,multica-ai/andrej-karpathy-skills,https://github.com/multica-ai/andrej-karpathy-skills,"A single CLAUDE.md file to improve Claude Code behavior, derived from Andrej Karpathy's observations on LLM coding pitfalls.",,211628,21478,333,daily,,2026-09-09T06:43:51+00:00,MIT License,
9,microsoft/markitdown,https://github.com/microsoft/markitdown,Python tool for converting files and office documents to Markdown.,Python,181916,13360,2047,daily,,2026-09-09T06:43:51+00:00,MIT License,
10,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,"Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping. Drop-in Puppeteer/Playwright replacement.",JavaScript,10675,1061,871,daily,,2026-09-09T06:43:51+00:00,MIT License,
11,MoonTechLab/LunaTV,https://github.com/MoonTechLab/LunaTV,,TypeScript,10286,9060,505,daily,,2026-09-09T06:43:51+00:00,CC BY-NC-SA 4.0,
12,browser-use/browser-use,https://github.com/browser-use/browser-use,Agents that use the browser.,Python,113739,12500,228,daily,,2026-09-09T06:43:51+00:00,MIT License,
13,mksglu/context-mode,https://github.com/mksglu/context-mode,"Context window optimization for AI coding agents. Sandboxes tool output (98% reduction), persists session memory, and enforces routing across 17 platforms via MCP + hooks.",TypeScript,21501,1548,651,daily,,2026-09-09T06:43:51+00:00,Elastic License 2.0 (ELv2),
14,The-Swarm-Corporation/AutoHedge,https://github.com/The-Swarm-Corporation/AutoHedge,"Build your autonomous hedge fund in minutes. AutoHedge harnesses the power of swarm intelligence and AI agents to automate market analysis, risk management, and trade execution.",Python,5823,846,494,daily,,2026-09-09T06:43:51+00:00,MIT License,
15,liquidslr/system-design-notes,https://github.com/liquidslr/system-design-notes,Notes of the book System Design Interview - An Insider's Guide,,17108,3262,910,daily,,2026-09-09T06:43:51+00:00,,
16,viarotel-org/escrcpy,https://github.com/viarotel-org/escrcpy,Display and control your Android device graphically with scrcpy.,JavaScript,11508,801,178,daily,,2026-09-09T06:43:51+00:00,Apache License 2.0,
17,openai/plugins,https://github.com/openai/plugins,OpenAI Plugins,JavaScript,5937,806,105,daily,,2026-09-09T06:43:51+00:00,,
