rank,repository,url,description,language,stars_total,forks_total,stars_period,since,language_filter,scraped_at,license,first_commit_date
1,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence, data-flow, and lifecycle diagrams—self-contained HTML with motion and crisp export.",JavaScript,19959,1341,1035,daily,all,2026-08-27T08:28:51+00:00,MIT,
2,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code | GPT-Image2 工业级提示词引擎与模板库，530+ 个案例逆向工程，20+ 套工业级模板，并提炼出Skills，持续更新中,JavaScript,22208,2208,4050,daily,all,2026-08-27T08:28:51+00:00,MIT,
3,anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,"Official, Anthropic-managed directory of high quality Claude Code Plugins.",Python,34466,3894,308,daily,all,2026-08-27T08:28:51+00:00,Apache-2.0,
4,Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,"Use Claude Code, Codex, Pi, and OpenCode and more for free (1.3B+ free tokens) from your terminal, app, IDE, or phone like OpenClaw (voice supported + ToS friendly)",Python,50614,8185,536,daily,all,2026-08-27T08:28:51+00:00,MIT,
5,MadsLorentzen/ai-job-search,https://github.com/MadsLorentzen/ai-job-search,"The job search that runs on your machine. AI job application framework built on Claude Code: evaluate postings, tailor CVs, write cover letters, prep interviews. Fork it and own it.",Python,36843,12494,1300,daily,all,2026-08-27T08:28:51+00:00,MIT,
6,AgriciDaniel/claude-obsidian,https://github.com/AgriciDaniel/claude-obsidian,"Self-organizing AI second brain for Obsidian + Claude Code. Drop any source and Claude reads, links, and files it into one connected knowledge graph of plain Markdown you own. AI note-taking, personal knowledge management (PKM), and an open-source Notion alternative. Based on Karpathy's LLM Wiki pattern.",Python,13633,1412,810,daily,all,2026-08-27T08:28:51+00:00,MIT,
7,basecamp/omarchy,https://github.com/basecamp/omarchy,"Beautiful, Modern & Opinionated Linux",Shell,32254,3294,1024,daily,all,2026-08-27T08:28:51+00:00,MIT,
8,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,49797,8655,838,daily,all,2026-08-27T08:28:51+00:00,MIT,
9,tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,"Your Personal AI super intelligence. A brain that builds a local-first memory of your life, a fantastic orchestrator of agent fleets and workflows, and a deep researcher.",Rust,38374,3771,525,daily,all,2026-08-27T08:28:51+00:00,GPL-3.0,
10,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.,JavaScript,113169,6191,1598,daily,all,2026-08-27T08:28:51+00:00,MIT,
11,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,Community plugin marketplace for Claude Cowork and Claude Code. Read-only mirror — submit plugins at clau.de/plugin-directory-submission.,Python,2303,196,538,daily,all,2026-08-27T08:28:51+00:00,Apache-2.0,
12,ConardLi/garden-skills,https://github.com/ConardLi/garden-skills,"ConardLi's open-source Skills collection, featuring web design, knowledge retrieval, image generation, and more.",CSS,11093,1398,113,daily,all,2026-08-27T08:28:51+00:00,MIT,
13,browser-use/browser-use,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,Python,111268,12200,149,daily,all,2026-08-27T08:28:51+00:00,MIT,
14,K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 175,000+ scientists worldwide. 163 ready-to-use validated skills plus 100+ scientific databases covering biology, chemistry, medicine, and drug discovery. Compatible with Cursor, Claude Code, Codex, Pi, Antigravity, and the open Agent Skills standard.",Python,34927,3371,138,daily,all,2026-08-27T08:28:51+00:00,MIT,
15,marin-community/marin,https://github.com/marin-community/marin,Open-source framework for the research and development of foundation models.,Python,2553,218,441,daily,all,2026-08-27T08:28:51+00:00,Apache-2.0,
16,VoltAgent/awesome-agent-skills,https://github.com/VoltAgent/awesome-agent-skills,"A curated collection of 1000+ agent skills from official dev teams and the community, compatible with Claude Code, Codex, Gemini CLI, Cursor, and more.",,32814,3472,242,daily,all,2026-08-27T08:28:51+00:00,MIT,
